School,year,Games,Cmp,Pass Att,Pct,Yds,TD,Rush Att,Yds,Avg,TD,Cmp,Pass Att,Pct,Yds,TD,Rush Att,Yds,Avg,TD
Air Force,1957,10,6.9,15.4,44.8,114.5,0.6,47.9,173.5,3.6,2,6.9,15.4,44.8,114.5,0.6,47.9,173.5,3.6,2
Air Force,1958,11,6.9,14.5,47.8,81.2,0.5, ,132, , ,6.9,15.22,45.4,107.84,0.58,47.9,165.2,3.6,2
Air Force,1959,10,7.4,15.4,48.1,84.8, ,47.3,201.6,4.3, ,7,15.256,45.94,103.232,0.58,47.78,172.48,3.74,2
Air Force,1960,10,7.2,15,48,90.7,0.6,44.6,181.9,4.1,1.7,7.04,15.2048,46.352,100.7256,0.584,47.144,174.364,3.812,1.94
Air Force,1961,10,5.7,12.9,44.2,73.9,0.6,51.1,214.4,4.2,1.2,6.772,14.74384,45.9216,95.36048,0.5872,47.9352,182.3712,3.8896,1.792
Air Force,1962,10,7.7,16.1,47.8,104.5,1.1,47,190.1,4,1.2,6.9576,15.015072,46.29728,97.188384,0.68976,47.74816,183.91696,3.91168,1.6736
Air Force,1963,11,7.1,16.5,42.9,87.9,0.4,35.5,130.4,3.7,1.1,6.98608,15.3120576,45.617824,95.3307072,0.631808,45.298528,173.213568,3.869344,1.55888
Air Force,1964,10,6.6,15.2,43.4,82.6,0.7,44.6,153.8,3.4,1.2,6.908864,15.28964608,45.1742592,92.78456576,0.6454464,45.1588224,169.3308544,3.7754752,1.487104
Air Force,1965,10,7.6,16.8,45.2,94.9,0.7,51.4,196.4,3.8, ,7.0470912,15.59171686,45.17940736,93.20765261,0.65635712,46.40705792,174.7446835,3.78038016,1.487104
Air Force,1966,10,9.9,20.8,47.6,122.7,0.7,44.5,155.3,3.5, ,7.61767296,16.63337349,45.66352589,99.10612209,0.665085696,46.02564634,170.8557468,3.724304128,1.487104
Air Force,1967,10,11.9,22.8,52.2,146.4,0.9,50.2,181.4,3.6, ,8.474138368,17.86669879,46.97082071,108.5648977,0.712068557,46.86051707,172.9645975,3.699443302,1.487104
Air Force,1968,10,14.3,28.9,49.5,178.4,0.8,45.7,137.2,3,1.1,9.639310694,20.07335903,47.47665657,122.5319181,0.729654845,46.62841366,165.811678,3.559554642,1.4096832
Air Force,1969,10,14.2,29.6,48,169.1,0.7,49.9,157.7,3.2,1.3,10.55144856,21.97868723,47.58132525,131.8455345,0.723723876,47.28273092,164.1893424,3.487643714,1.38774656
Air Force,1970,12,14.1,31.3,45.1,177.1,0.9,47.5,136.9,2.9, ,11.26115884,23.84294978,47.0850602,140.8964276,0.758979101,47.32618474,158.7314739,3.370114971,1.38774656
Air Force,1971,10,12.5,26.5,47.2,173.5,0.9,46.9,166.2,3.5,1.6,11.50892708,24.37435983,47.10804816,147.4171421,0.787183281,47.24094779,160.2251791,3.396091977,1.430197248
Air Force,1972,10,12.5,25.2,49.6,143.1,0.9,47.4,179.1,3.8, ,11.70714166,24.53948786,47.60643853,146.5537137,0.809746625,47.27275823,164.0001433,3.476873581,1.430197248
Air Force,1973,10,13.1,24,54.6,183.1,1.3,48,189.7,4, ,11.98571333,24.43159029,49.00515082,153.8629709,0.9077973,47.41820659,169.1401146,3.581498865,1.430197248
Air Force,1974,11,9.1,18.3,49.8,111.3,0.6,51.1,205.2,4, ,11.40857066,23.20527223,49.16412066,145.3503767,0.84623784,48.15456527,176.3520917,3.665199092,1.430197248
Air Force,1975,11,8,17.9,44.7,123.1,0.6,52.6,252.1,4.8,2.3,10.72685653,22.14421778,48.27129653,140.9003014,0.796990272,49.04365222,191.5016734,3.892159274,1.604157798
Air Force,1976,11,8.5,17.1,50,126,1.4,53,216.5,4.1,1.7,10.28148522,21.13537423,48.61703722,137.9202411,0.917592217,49.83492177,196.5013387,3.933727419,1.623326239
Air Force,1977,11,11.8,20.3,58.3,155.3,1.5,51.4,234.6,4.6,2.1,10.58518818,20.96829938,50.55362978,141.3961929,1.034073774,50.14793742,204.121071,4.066981935,1.718660991
Air Force,1978,11,8.2,14.8,55.2,136.1,0.9,53.5,292.6,5.5,3,10.10815054,19.73463951,51.48290382,140.3369543,1.007259019,50.81834993,221.8168568,4.353585548,1.974928793
Air Force,1979,11,8.4,17.9,46.7,116.5,0.5,48.9,231.5,4.7,2.4,9.766520435,19.3677116,50.52632306,135.5695635,0.905807215,50.43467995,223.7534854,4.422868438,2.059943034
Air Force,1980,12,11.9,24,49.7,165.2,0.9,49.8,193.2,3.9,1.8,10.19321635,20.29416928,50.36105845,141.4956508,0.904645772,50.30774396,217.6427883,4.318294751,2.007954427
Air Force,1981,11,15.5,27.7,55.7,177,0.8,46,203.5,4.4,1.9,11.25457308,21.77533543,51.42884676,148.5965206,0.883716618,49.44619517,214.8142307,4.334635801,1.986363542
Air Force,1982,13,13,24.5,53,157.9,1.1,42.7,224.2,5.3,2.2,11.60365846,22.32026834,51.74307741,150.4572165,0.926973294,48.09695613,216.6913845,4.527708641,2.029090834
Air Force,1983,12,17.4,29.7,58.7,215.4,1.3,36.8,172.3,4.7,1,12.76292677,23.79621467,53.13446192,163.4457732,1.001578635,45.83756491,207.8131076,4.562166912,1.823272667
Air Force,1984,12,11,23.8,46.2,152.8,0.7,38.8,135.8,3.5,0.9,12.41034142,23.79697174,51.74756954,161.3166186,0.941262908,44.43005193,193.4104861,4.34973353,1.638618133
Air Force,1985,13,16.2,30.4,53.2,191.3,0.8,35.8,100.5,2.8,0.6,13.16827313,25.11757739,52.03805563,167.3132948,0.913010327,42.70404154,174.8283889,4.039786824,1.430894507
Air Force,1986,11,16.6,30.1,55.3,219.7,1,40.4,126.3,3.1,1.3,13.85461851,26.11406191,52.69044451,177.7906359,0.930408261,42.24323323,165.1227111,3.851829459,1.404715605
Air Force,1987,13,13.2,25.2,52.3,178.2,1,39.4,144.7,3.7,1.2,13.72369481,25.93124953,52.6123556,177.8725087,0.944326609,41.67458659,161.0381689,3.821463567,1.363772484
Air Force,1988,12,16.3,29.4,55.5,242.3,1.4,45.7,219.6,4.8,2.6,14.23895584,26.62499962,53.18988448,190.758007,1.035461287,42.47966927,172.7505351,4.017170854,1.611017987
Air Force,1989,13,14.5,25.1,58,212.2,1.7,35.8,147.7,4.1,1.4,14.29116468,26.3199997,54.15190759,195.0464056,1.16836903,41.14373541,167.7404281,4.033736683,1.56881439
Air Force,1990,12,15.8,26.2,60.2,217.2,1.2,36.8,115.3,3.1,1.5,14.59293174,26.29599976,55.36152607,199.4771245,1.174695224,40.27498833,157.2523425,3.846989346,1.555051512
Air Force,1991,13,14.7,26.5,55.4,214.8,1,35.6,140.5,3.9,1.5,14.61434539,26.33679981,55.36922086,202.5416996,1.139756179,39.33999067,153.901874,3.857591477,1.54404121
Air Force,1992,12,12.8,24.9,51.2,168.9,1,40,165.5,4.1,1.2,14.25147631,26.04943985,54.53537668,195.8133597,1.111804943,39.47199253,156.2214992,3.906073182,1.475232968
Air Force,1993,12,16.3,27.8,58.9,251.9,1.3,43.3,172.3,4,1.7,14.66118105,26.39955188,55.40830135,207.0306877,1.149443955,40.23759403,159.4371993,3.924858545,1.520186374
Air Force,1994,12,19.4,33,58.8,243.5,1.5,38.7,118.3,3.1,1.6,15.60894484,27.7196415,56.08664108,214.3245502,1.219555164,39.93007522,151.2097595,3.759886836,1.536149099
Air Force,1995,13,15.4,27.5,56,223,1.3,37.9,173.5,4.6,1.6,15.56715587,27.6757132,56.06931286,216.0596401,1.235644131,39.52406018,155.6678076,3.927909469,1.548919279
Air Force,1996,11,17.5,29.5,59.3,222,1,38.8,131.5,3.4,1.4,15.9537247,28.04057056,56.71545029,217.2477121,1.188515305,39.37924814,150.8342461,3.822327575,1.519135424
Air Force,1997,13,13.8,25.9,53.4,158.7,0.7,32.2,108.3,3.4,0.5,15.52297976,27.61245645,56.05236023,205.5381697,1.090812244,37.94339851,142.3273969,3.73786206,1.315308339
Air Force,1998,13,14,25.2,55.7,166.2,0.4,37.4,104.8,2.8,0.8,15.21838381,27.12996516,55.98188819,197.6705358,0.952649795,37.83471881,134.8219175,3.550289648,1.212246671
Air Force,1999,11,15.5,27.1,57,112.6,1.5,38.6,126.9,3.3,0.8,15.27470705,27.12397213,56.18551055,180.6564286,1.062119836,37.98777505,133.237534,3.500231719,1.129797337
Akron,1987,11,14.6,27.5,53.3,207.4,0.9,45.3,172.4,3.8,1.8,14.6,27.5,53.3,207.4,0.9,45.3,172.4,3.8,1.8
Akron,1988,11,13.9,25.2,55.2,190.5,1,46.9,166.7,3.6,1.5,14.46,27.04,53.68,204.02,0.92,45.62,171.26,3.76,1.74
Akron,1989,11,18.7,34.6,54.1,247.4,1.8,37.6,112.2,3,0.9,15.308,28.552,53.764,212.696,1.096,44.016,159.448,3.608,1.572
Akron,1990,11,14.2,28.2,50.3,190.2,1.2,43.6,181.3,4.2,1.6,15.0864,28.4816,53.0712,208.1968,1.1168,43.9328,163.8184,3.7264,1.5776
Akron,1991,11,15.4,27.4,56.1,177.4,1.7,46.8,182.4,3.9,2,15.14912,28.26528,53.67696,202.03744,1.23344,44.50624,167.53472,3.76112,1.66208
Akron,1992,11,13.9,27.2,51.2,170.1,0.8,39.5,134.5,3.4,1,14.899296,28.052224,53.181568,195.649952,1.146752,43.504992,160.927776,3.688896,1.529664
Akron,1993,11,11.5,20.5,56,153.3,0.9,45,176.3,3.9,1.5,14.2194368,26.5417792,53.7452544,187.1799616,1.0974016,43.8039936,164.0022208,3.7311168,1.5237312
Akron,1994,11,12.9,21.3,60.7,174.4,1.4,49.4,234.3,4.7,3,13.95554944,25.49342336,55.13620352,184.6239693,1.15792128,44.92319488,178.0617766,3.92489344,1.81898496
Akron,1995,11,13.1,21.9,59.8,180.5,1.7,48.8,251.9,5.2,3,13.78443955,24.77473869,56.06896282,183.7991754,1.266337024,45.6985559,192.8294213,4.179914752,2.055187968
Akron,1996,11,13.5,25.8,52.5,131.9,0.9,44.5,185.5,4.2,1.7,13.72755164,24.97979095,55.35517025,173.4193403,1.193069619,45.45884472,191.363537,4.183931802,1.984150374
Akron,1997,11,17.5,27.9,62.5,246.6,2.4,44.5,248.3,5.6,2.8,14.48204131,25.56383276,56.7841362,188.0554723,1.434455695,45.26707578,202.7508296,4.467145441,2.1473203
Akron,1998,11,12.1,22.7,53.2,176.6,1.2,46.5,223.7,4.8,2.3,14.00563305,24.99106621,56.06730896,185.7643778,1.387564556,45.51366062,206.9406637,4.533716353,2.17785624
Akron,1999,11,13.7,27.4,50.2,207.6,1.5,41,183.5,4.5,2,13.94450644,25.47285297,54.89384717,190.1315023,1.410051645,44.6109285,202.252531,4.526973082,2.142284992
Alabama,1945,10,4.2,13.2,31.8,68.4,0.4,32,30.5,1,0.6,4.2,13.2,31.8,68.4,0.4,32,30.5,1,0.6
Alabama,1946,11,6.4,13,49,87.5,0.5,34,96.1,2.8,1.1,4.64,13.16,35.24,72.22,0.42,32.4,43.62,1.36,0.7
Alabama,1949,10,6.1,17.2,35.5,76.1,0.1,49.4,162.1,3.3,1.3,4.932,13.968,35.292,72.996,0.356,35.8,67.316,1.748,0.82
Alabama,1950,11,7.4,16.5,44.8,95.8,0.5,37.4,133.5,3.6,0.9,5.4256,14.4744,37.1936,77.5568,0.3848,36.12,80.5528,2.1184,0.836
Alabama,1951,11,9.6,19.5,49.5,112.2,0.8,51.5,211.3,4.1,1.5,6.26048,15.47952,39.65488,84.48544,0.46784,39.196,106.70224,2.51472,0.9688
Alabama,1952,12,5.6,13,42.9,62.9,0.5, ,166.8, ,1.2,6.128384,14.983616,40.303904,80.168352,0.474272,39.196,118.721792,2.51472,1.01504
Alabama,1953,12,5.2,11.2,46.3,77.5,0.5,39.8,142.3,3.6,1.1,5.9427072,14.2268928,41.5031232,79.6346816,0.4794176,39.3168,123.4374336,2.731776,1.032032
Alabama,1954,11,3.9,11.1,35.2,45.8,0,46.1,176.9,3.8,1.4,5.53416576,13.60151424,40.24249856,72.86774528,0.38353408,40.67344,134.1299469,2.9454208,1.1056256
Alabama,1955,10,4,8.7,46,60.7,0.6,52.7,253.6,4.8,2.8,5.227332608,12.62121139,41.39399885,70.43419622,0.426827264,43.078752,158.0239575,3.31633664,1.44450048
Alabama,1956,10,6.3,13.9,45.3,85.8,0.9,46.3,224.2,4.8,2.1,5.441866086,12.87696911,42.17519908,73.50735698,0.521461811,43.7230016,171.259166,3.613069312,1.575600384
Alabama,1957,10,4.7,12.1,38.8,78.8,0.5,46.2,177.2,3.8,1.8,5.293492869,12.72157529,41.50015926,74.56588558,0.517169449,44.21840128,172.4473328,3.65045545,1.620480307
Alabama,1958,10,5.5,13.3,41.4,60,0.2,50.2,146.8,2.9,0.9,5.334794295,12.83726023,41.48012741,71.65270847,0.453735559,45.41472102,167.3178662,3.50036436,1.476384246
Alabama,1959,11,4.2,10.5,39.7,41.5,0.1,39.3,122,3.1,0.5,5.107835436,12.36980819,41.12410193,65.62216677,0.382988447,44.19177682,158.254293,3.420291488,1.281107397
Alabama,1960,11,5.8,14.3,40.8,62.3,0.3,34.4,81,2.4,0.4,5.246268349,12.75584655,41.05928154,64.95773342,0.366390758,42.23342146,142.8034344,3.21623319,1.104885917
Alabama,1961,11,7.5,18.5,40.9,70.5,0.2,29.2,50,1.7,0.1,5.697014679,13.90467724,41.02742523,66.06618673,0.333112606,39.62673716,124.2427475,2.912986552,0.903908734
Alabama,1962,11,8.5,20.1,42.1,90.4,0.2,29.2,53.5,1.8,0.2,6.257611743,15.14374179,41.24194019,70.93294939,0.306490085,37.54138973,110.094198,2.690389242,0.763126987
Alabama,1963,11,7.4,18.3,40.3,102.7,0.5,35.8,94.1,2.6,0.5,6.486089395,15.77499343,41.05355215,77.28635951,0.345192068,37.19311179,106.8953584,2.672311393,0.71050159
Alabama,1964,11,7.3,15.8,46,82.6,0.5,35.1,91,2.6,0.4,6.648871516,15.77999475,42.04284172,78.34908761,0.376153654,36.77448943,103.7162867,2.657849115,0.648401272
Alabama,1965,11,7.9,17,46.5,103.1,0.5,35.2,108.5,3.1,0.3,6.899097213,16.0239958,42.93427338,83.29927009,0.400922924,36.45959154,104.6730294,2.746279292,0.578721017
Alabama,1966,11,9.7,22.4,43.5,105.2,0.3,33.3,80.1,2.4,0.2,7.45927777,17.29919664,43.0474187,87.67941607,0.380738339,35.82767323,99.75842351,2.677023433,0.502976814
Alabama,1967,11,10.6,22.3,47.8,122.3,0.6,37.4,85.5,2.3,0.4,8.087422216,18.29935731,43.99793496,94.60353286,0.424590671,36.14213859,96.9067388,2.601618747,0.482381451
Alabama,1968,11,12.6,25.5,49.5,139.8,0.5,36.5,77.2,2.1,0.6,8.989937773,19.73948585,45.09834797,103.6428263,0.439672537,36.21371087,92.96539104,2.501294997,0.505905161
Alabama,1969,11,16.9,29.1,58.1,194.6,0.8,38.9,165,4.2,1.7,10.57195022,21.61158868,47.69867837,121.834261,0.511738029,36.7509687,107.3723128,2.841035998,0.744724129
Alabama,1970,12,13.3,27.1,49.2,150.1,1.2,38.2,147.9,3.9,1.3,11.11756017,22.70927094,47.9989427,127.4874088,0.649390424,37.04077496,115.4778503,3.052828798,0.855779303
Alabama,1971,12,9.4,20,47.1,94.7,0.5,35.3,106.8,3,0.3,10.77404814,22.16741675,47.81915416,120.9299271,0.619512339,36.69261997,113.7422802,3.042263039,0.744623442
Alabama,1972,12,8.8,17.9,48.8,89.3,0.6,38.3,105.3,2.8,0.7,10.37923851,21.3139334,48.01532333,114.6039416,0.615609871,37.01409597,112.0538242,2.993810431,0.735698754
Alabama,1973,12,9.1,19.6,46.4,96.4,0.5,40.6,128,3.2,0.5,10.12339081,20.97114672,47.69225866,110.9631533,0.592487897,37.73127678,115.2430593,3.035048345,0.688559003
Alabama,1974,12,6.8,16.8,40.8,68.5,0.1,39.8,133.3,3.3,0.7,9.458712648,20.13691738,46.31380693,102.4705227,0.493990318,38.14502142,118.8544475,3.088038676,0.690847202
Alabama,1975,12,7.8,18.1,42.9,84.1,0.2,38.3,86.4,2.3,0.4,9.126970118,19.7295339,45.63104554,98.79641812,0.435192254,38.17601714,112.363558,2.930430941,0.632677762
Alabama,1976,12,7.1,15.6,45.5,89.6,0.4,43.7,142.7,3.3,0.8,8.721576094,18.90362712,45.60483644,96.9571345,0.428153803,39.28081371,118.4308464,3.004344753,0.66614221
Alabama,1977,12,7.1,16.7,42.5,103.8,0.4,40,127.3,3.2,0.9,8.397260876,18.4629017,44.98386915,98.3257076,0.422523043,39.42465097,120.2046771,3.043475802,0.712913768
Alabama,1978,12,11.8,21.4,55.3,155.1,1,40.4,128.3,3.2,0.6,9.0778087,19.05032136,47.04709532,109.6805661,0.538018434,39.61972077,121.8237417,3.074780642,0.690331014
Alabama,1979,12,6.5,18.2,35.8,71.7,0.4,32.8,93.4,2.9,0.2,8.56224696,18.88025709,44.79767625,102.0844529,0.510414747,38.25577662,116.1389933,3.039824513,0.592264811
Alabama,1980,12,7.4,17.5,42.4,91.1,0.6,43.3,116.2,2.7,0.3,8.329797568,18.60420567,44.318141,99.88756229,0.528331798,39.2646213,116.1511947,2.971859611,0.533811849
Alabama,1981,12,10.6,23.8,44.6,136.4,0.5,36.5,117.4,3.2,0.9,8.783838055,19.64336454,44.3745128,107.1900498,0.522665438,38.71169704,116.4009557,3.017487689,0.607049479
Alabama,1982,12,14.6,26.3,55.6,158.3,0.8,36.7,123.7,3.4,1.2,9.947070444,20.97469163,46.61961024,117.4120399,0.578132351,38.30935763,117.8607646,3.093990151,0.725639583
Alabama,1983,12,13.8,25.4,54.1,187.2,1.1,38.3,141.8,3.7,0.9,10.71765635,21.8597533,48.11568819,131.3696319,0.68250588,38.3074861,122.6486117,3.215192121,0.760511667
Alabama,1984,11,13.5,24.8,54.2,143,0.8,42.8,161,3.8,1.3,11.27412508,22.44780264,49.33255056,133.6957055,0.706004704,39.20598888,130.3188893,3.332153697,0.868409333
Alabama,1985,12,13.5,25.7,52.6,168.3,0.6,37.6,131.1,3.5,0.8,11.71930007,23.09824211,49.98604044,140.6165644,0.684803764,38.88479111,130.4751115,3.365722957,0.854727467
Alabama,1986,13,14.6,24.8,58.8,154.5,0.6,34.1,120.2,3.5,0.7,12.29544005,23.43859369,51.74883236,143.3932515,0.667843011,37.92783288,128.4200892,3.392578366,0.823781973
Alabama,1987,12,11.8,21.1,55.7,149.9,0.4,41,138.3,3.4,1.2,12.19635204,22.97087495,52.53906588,144.6946012,0.614274409,38.54226631,130.3960713,3.394062693,0.899025579
Alabama,1988,12,12.3,26.9,45.5,175.8,0.8,33.4,87.8,2.6,0.7,12.21708163,23.75669996,51.13125271,150.915681,0.651419527,37.51381305,121.8768571,3.235250154,0.859220463
Alabama,1989,12,13.4,30.3,44.4,171.1,0.9,31.3,92.3,2.9,0.9,12.45366531,25.06535997,49.78500217,154.9525448,0.701135622,36.27105044,115.9614857,3.168200123,0.86737637
Alabama,1990,12,11.8,25.8,45.6,126.3,0.4,33.5,83.9,2.5,0.5,12.32293225,25.21228798,48.94800173,149.2220358,0.640908497,35.71684035,109.5491885,3.034560099,0.793901096
Alabama,1991,12,11.3,24.1,47.1,154.3,0.8,35.4,121,3.4,0.3,12.1183458,24.98983038,48.57840139,150.2376287,0.672726798,35.65347228,111.8393508,3.107648079,0.695120877
Alabama,1992,13,12.6,25.4,49.7,128.5,0.5,30.4,50.8,1.7,0.4,12.21467664,25.0718643,48.80272111,145.8901029,0.638181438,34.60277782,99.63148066,2.826118463,0.636096702
Alabama,1993,13,11.1,23.8,46.5,118.4,0.7,32.9,120.4,3.7,0.8,11.99174131,24.81749144,48.34217689,140.3920823,0.650545151,34.26222226,103.7851845,3.00089477,0.668877361
Alabama,1994,13,13.5,25.6,52.9,159.6,0.8,33.9,119.2,3.5,0.8,12.29339305,24.97399315,49.25374151,144.2336659,0.68043612,34.18977781,106.8681476,3.100715816,0.695101889
Alabama,1995,11,15.7,31.5,49.9,178.8,1.1,34.5,105.4,3.1,0.8,12.97471444,26.27919452,49.38299321,151.1469327,0.764348896,34.25182225,106.5745181,3.100572653,0.716081511
Alabama,1996,13,10.2,24.5,41.4,150.5,0.8,30.2,85.4,2.8,0.7,12.41977155,25.92335562,47.78639457,151.0175462,0.771479117,33.4414578,102.3396145,3.040458122,0.712865209
Alabama,1997,11,18,33.5,53.7,227.5,1.4,35.1,136.9,3.9,1,13.53581724,27.4386845,48.96911565,166.3140369,0.897183294,33.77316624,109.2516916,3.212366498,0.770292167
Alabama,1998,12,15.3,28,54.5,202.8,1,36.3,135.4,3.7,1.3,13.88865379,27.5509476,50.07529252,173.6112295,0.917746635,34.27853299,114.4813533,3.309893198,0.876233734
Alabama,1999,13,16.8,31.8,52.7,204.9,1.5,25.8,68.8,2.7,0.5,14.47092303,28.40075808,50.60023402,179.8689836,1.034197308,32.58282639,105.3450826,3.187914559,0.800986987
Alabama-Birmingham,1996,11,14.5,28,51.6,194.3,1.6,40.1,142.3,3.5,1.3,14.5,28,51.6,194.3,1.6,40.1,142.3,3.5,1.3
Alabama-Birmingham,1997,11,14.5,30.6,47.2,173.8,1.1,43.2,179,4.1,1.5,14.5,28.52,50.72,190.2,1.5,40.72,149.64,3.62,1.34
Alabama-Birmingham,1998,11,16.5,29.1,56.9,218,1.5,39.3,130.6,3.3,1.5,14.9,28.636,51.956,195.76,1.5,40.436,145.832,3.556,1.372
Alabama-Birmingham,1999,11,18,34,52.9,226.1,1.5,38.6,141.7,3.7,1.3,15.52,29.7088,52.1448,201.828,1.5,40.0688,145.0056,3.5848,1.3576
Alcorn State,1977,11,8.5,21.4,39.6,143.1,1.5,43.6,145.5,3.3,1.5,8.5,21.4,39.6,143.1,1.5,43.6,145.5,3.3,1.5
Appalachian State,1972,11,10.5,21.3,49.1,125.2,1.1,55,182.2,3.3,1.8,10.5,21.3,49.1,125.2,1.1,55,182.2,3.3,1.8
Appalachian State,1973,11,9.4,17.4,53.9,118.9,0.6,51.6,199.1,3.9,2.3,10.28,20.52,50.06,123.94,1,54.32,185.58,3.42,1.9
Appalachian State,1974,11,6.1,14.4,42.4,81.8,0.5,50.8,186.3,3.7, ,9.444,19.296,48.528,115.512,0.9,53.616,185.724,3.476,1.9
Appalachian State,1975,11,9.4,19.8,47.2,150.5,1.3,46.5,199.7,4.3, ,9.4352,19.3968,48.2624,122.5096,0.98,52.1928,188.5192,3.6408,1.9
Appalachian State,1976,11,8.3,16.8,49.2,111.9,0.5,51,176.1,3.5,1.2,9.20816,18.87744,48.44992,120.38768,0.884,51.95424,186.03536,3.61264,1.76
Appalachian State,1977,11,9.8,17.2,57.1,125.9,0.9,59.4,284.1,4.8,3.3,9.326528,18.541952,50.179936,121.490144,0.8872,53.443392,205.648288,3.850112,2.068
Appalachian State,1978,11,10.5,21.6,48.7,137.9,1,53.4,257.5,4.8,2.5,9.5612224,19.1535616,49.8839488,124.7721152,0.90976,53.4347136,216.0186304,4.0400896,2.1544
Appalachian State,1979,11,9.5,19.9,47.5,114.5,0.7,53.7,270.9,5,2.1,9.54897792,19.30284928,49.40715904,122.7176922,0.867808,53.48777088,226.9949043,4.23207168,2.14352
Appalachian State,1980,11,10.2,20.1,50.7,122.9,0.4,48.3,183.9,3.8,1.7,9.679182336,19.46227942,49.66572723,122.7541537,0.7742464,52.4502167,218.3759235,4.145657344,2.054816
Appalachian State,1981,11,10.4,21.6,47.9,153.1,1.1,48.9,175.6,3.6,1.1,9.823345869,19.88982354,49.31258179,128.823323,0.83939712,51.74017336,209.8207388,4.036525875,1.8638528
Arizona,1956,10,5.3,11.7,45.3,73.3,0.7,49,190.5,3.9,1.9,5.3,11.7,45.3,73.3,0.7,49,190.5,3.9,1.9
Arizona,1957,10,7.7,16.5,46.7,112.7,1.5,53.7,240.3,4.5,2,5.78,12.66,45.58,81.18,0.86,49.94,200.46,4.02,1.92
Arizona,1958,10,6.7,14.4,46.5,83.5,0.9,54.4,288.3,5.3,3,5.964,13.008,45.764,81.644,0.868,50.832,218.028,4.276,2.136
Arizona,1959,10,9.8,17.4,56.3,136.6,1,54.7,215,3.9,2.1,6.7312,13.8864,47.8712,92.6352,0.8944,51.6056,217.4224,4.2008,2.1288
Arizona,1960,10,7.1,15.2,46.7,110.6,0.8,53.3,222.1,4.2,1.4,6.80496,14.14912,47.63696,96.22816,0.87552,51.94448,218.35792,4.20064,1.98304
Arizona,1961,10,7.3,17.4,42,79.1,0.4,47,181,3.9, ,6.903968,14.799296,46.509568,92.802528,0.780416,50.955584,210.886336,4.140512,1.98304
Arizona,1962,10,6.6,12.3,53.7,93.8, ,52,188.6,3.6, ,6.8431744,14.2994368,47.9476544,93.0020224,0.780416,51.1644672,206.4290688,4.0324096,1.98304
Arizona,1963,10,6.8,12.9,52.7,93.9, ,44.2,170.2,3.9, ,6.83453952,14.01954944,48.89812352,93.18161792,0.780416,49.77157376,199.183255,4.00592768,1.98304
Arizona,1964,10,9.9,21.7,45.6,146.3,0.6,44.5,131.3,3,0.4,7.447631616,15.55563955,48.23849882,103.8052943,0.7443328,48.71725901,185.606604,3.804742144,1.666432
Arizona,1965,10,11.5,24.2,47.5,153.4,0.8,39.4,131.2,3.3,1.3,8.258105293,17.28451164,48.09079905,113.7242355,0.75546624,46.85380721,174.7252832,3.703793715,1.5931456
Arizona,1966,10,11.7,23.3,50.2,168.1,1.1,45.9,170.1,3.7,2,8.946484234,18.48760931,48.51263924,124.5993884,0.824372992,46.66304577,173.8002266,3.703034972,1.67451648
Arizona,1967,10,10.1,24.9,40.6,173.2, ,48.7,137.3,2.8, ,9.177187387,19.77008745,46.93011139,134.3195107,0.824372992,47.07043661,166.5001813,3.522427978,1.67451648
Arizona,1968,11,9.5,25,37.8,123.4,0.3,43.1,95.4,2.2,1,9.24174991,20.81606996,45.10408912,132.1356086,0.719498394,46.27634929,152.280145,3.257942382,1.539613184
Arizona,1969,10,13.1,26.6,49.2,160.1, ,53.9,207.9,3.9, ,10.01339993,21.97285597,45.92327129,137.7284868,0.719498394,47.80107943,163.404116,3.386353906,1.539613184
Arizona,1970,10,10.4,25.3,41.1,136.7, ,51.8,194.3,3.8, ,10.09071994,22.63828477,44.95861703,137.5227895,0.719498394,48.60086355,169.5832928,3.469083125,1.539613184
Arizona,1971,11,13,28.7,45.3,181.1, ,50.7,211,4.2, ,10.67257595,23.85062782,45.02689363,146.2382316,0.719498394,49.02069084,177.8666342,3.6152665,1.539613184
Arizona,1972,11,8.9,20,44.5,131.4,1,53.7,235.8,4.4,2.4,10.31806076,23.08050226,44.9215149,143.2705853,0.775598715,49.95655267,189.4533074,3.7722132,1.711690547
Arizona,1973,11,12.2,24.1,50.6,152.5,1.1,52.1,212,4.1,1.4,10.69444861,23.2844018,46.05721192,145.1164682,0.840478972,50.38524214,193.9626459,3.83777056,1.649352438
Arizona,1974,11,14.8,30.3,48.9,170,1.1,44.5,147.3,3.3,0.9,11.51555889,24.68752144,46.62576954,150.0931746,0.892383178,49.20819371,184.6301167,3.730216448,1.49948195
Arizona,1975,11,14.4,26,55.2,179.4,1.2,47.1,187.4,4,0.7,12.09244711,24.95001715,48.34061563,155.9545397,0.953906542,48.78655497,185.1840934,3.784173158,1.33958556
Arizona,1976,11,11,20.2,54.5,161.9,1.1,54.4,213,3.9,2.1,11.87395769,24.00001372,49.5724925,157.1436317,0.983125234,49.90924397,190.7472747,3.807338527,1.491668448
Arizona,1977,12,12.7,24.7,51.4,199.6,1.3,47.4,164.3,3.5,1,12.03916615,24.14001098,49.937994,165.6349054,1.046500187,49.40739518,185.4578198,3.745870821,1.393334759
Arizona,1978,11,10.7,21,51.1,137.6,0.8,49.6,180.6,3.6,1.4,11.77133292,23.51200878,50.1703952,160.0279243,0.99720015,49.44591614,184.4862558,3.716696657,1.394667807
