School,year,offPassYd,offRushYd,offRushYdAvg,defPassYd,defRushYd,defRushYdAvg,difTakaways,offTDpP,defTDpP,totPenalties,offPassYdAvg,defPassYdAvg,offTD,defTD,runAvgoffPassYd,runAvgoffRushYd,runAvgoffRushYdAvg,runAvgdefPassYd,runAvgdefRushYd,runAvgdefRushYdAvg,runAvgdifTakeaways,runAvgoffTDpP,runAvgdefTDpP,runAvgtotPenalties,runAvgoffPassYdAvg,runAvgdefPassYdAvg,runAvgoffTD,runAvgdefTD
Fresno State,1971,138.3,150.8,3.6,97.5,113.6,2.6,,0.034901366,0.026356589,,5.668032787,4.556074766,2.3,1.7,186.461,130.808,3.056,165.024,122.372,2.7615,,0.038570659,0.036304298,,5.944074615,6.416662974,2.83975,2.52875
Fresno State,1972,179.5,119.5,3,95.3,171.9,3.3,,0.033240997,0.023351648,,5.557275542,4.559808612,2.4,1.7,185.41685,129.1118,3.0476,154.5654,129.8012,2.842275,,0.03777121,0.034361401,,5.886054754,6.13813482,2.7737875,2.4044375
Fresno State,1973,140.2,115.1,2.8,158.8,224.9,4.5,,0.024279211,0.043055556,,5.67611336,7.057777778,1.6,3.1,178.6343225,127.01003,3.01046,155.20059,144.06602,3.09093375,,0.03574741,0.035665524,,5.854563545,6.276081264,2.597719375,2.508771875
Fresno State,1974,179.3,137.8,3.4,123.8,206.9,4,,0.03500761,0.030942335,,7.200803213,6.348717949,2.3,2.2,178.7341741,128.6285255,3.068891,150.4905015,153.491117,3.227293688,,0.03563644,0.034957045,,6.056499495,6.286976766,2.553061469,2.462456094
Fresno State,1975,195.4,102.3,2.8,86.3,222.3,4.1,,0.036253776,0.040816327,,6.513333333,5.791946309,2.4,2.8,181.234048,124.6792467,3.02855735,140.8619263,163.8124495,3.358199634,,0.035729041,0.035835938,,6.125024571,6.212722198,2.530102248,2.51308768
Fresno State,1976,103.2,216.9,4.1,106.5,163.1,3.5,,0.036568214,0.028315946,,5.733333333,5.325,2.6,1.9,169.5289408,138.5123597,3.189273748,135.7076373,163.705582,3.379469689,,0.035854917,0.034707939,,6.066270885,6.079563868,2.540586911,2.421124528
Fresno State,1977,146.7,280.1,4.8,125.7,105.9,2.4,,0.050377834,0.028023599,,6.985714286,5.513157895,4,1.9,166.1045997,159.7505057,3.430882685,134.2064917,155.0347447,3.232549236,,0.038033354,0.033705288,,6.204187395,5.994602972,2.759498874,2.342955849
Fresno State,1978,106.6,234.2,4.2,152.1,232.1,4.3,,0.041436464,0.049071618,,6.233918129,6.97706422,3,3.7,157.1789097,170.9179299,3.546250283,136.890518,166.594533,3.39266685,,0.038543821,0.036010237,,6.208647005,6.141972159,2.795574043,2.546512471
Fresno State,1979,179.8,174.7,3.9,178,226.2,4.4,,0.041841004,,,6.78490566,7.265306122,3,,160.5720733,171.4852404,3.59931274,143.0569403,175.5353531,3.543766823,,0.039038398,0.036010237,,6.295085804,6.310472254,2.826237937,2.546512471
Fresno State,1980,181.6,121.7,2.6,141.5,126.4,3.1,,0.024547804,0.04145937,,5.820512821,7.146464646,1.9,2.5,163.7262623,164.0174543,3.449415829,142.8233992,168.1650501,3.477201799,,0.036864809,0.036827607,,6.223899856,6.435871113,2.687302246,2.539535601
Fresno State,1981,218.1,137.9,3.7,222,206.5,4.4,,0.038575668,0.04140527,,7.174342105,6.830769231,2.6,3.3,171.8823229,160.0998362,3.487003455,154.6998894,173.9152926,3.61562153,,0.037121438,0.037514257,,6.366466193,6.49510583,2.674206909,2.653605261
Fresno State,1982,272.5,131,3.5,224.6,109.8,3.1,,0.060029283,0.031331593,,8.678343949,5.504901961,4.1,2.4,186.9749745,155.7348608,3.488952937,165.1849059,164.2979987,3.5382783,,0.040557615,0.036586857,,6.713247857,6.34657525,2.888075873,2.615564471
Fresno State,1983,240.7,93.1,2.5,195.6,128.5,3.1,,0.033287101,0.030172414,,7.017492711,6.81533101,2.4,2.1,195.0337283,146.3396316,3.340609996,169.7471701,158.9282989,3.472536555,,0.039467038,0.035624691,,6.758884585,6.416888614,2.814864492,2.538229801
Fresno State,1984,281.7,79.5,2.3,259.4,140.7,3.4,,0.038081805,0.032808399,,7.825,7.540697674,2.7,2.5,208.0336691,136.3136869,3.184518497,183.1950945,156.1940541,3.461656072,,0.039259253,0.035202247,,6.918801897,6.585459973,2.797634818,2.532495331
Fresno State,1985,220.6,202.7,4.5,196.9,118.9,3.6,,0.058741259,0.028481013,,8.484615385,6.476973684,4.2,1.8,209.9186187,146.2716339,3.381840722,185.2508304,150.599946,3.482407661,,0.042181554,0.034194062,,7.15367392,6.56918703,3.007989595,2.422621031
Fresno State,1986,221.2,154.7,3.5,198.1,99.7,2.4,,0.040616246,0.022636485,,8.192592593,5.98489426,2.9,1.7,211.6108259,147.5358888,3.399564614,187.1782058,142.9649541,3.320046512,,0.041946758,0.032460425,,7.309511721,6.481543114,2.991791156,2.314227876
Fresno State,1987,279.7,122.7,3.4,181.1,141.5,3.3,,0.032938076,0.023480663,,7.081012658,6.244827586,2.5,1.7,221.824202,143.8105055,3.399629922,186.2664749,142.745211,3.317039535,,0.040595455,0.031113461,,7.275236862,6.446035785,2.918022483,2.222093695
Fresno State,1988,191.2,233.2,4.7,166.3,118,3.1,,0.050802139,0.024566474,,7.498039216,5.279365079,3.8,1.7,217.2305717,157.2189296,3.594685434,183.2715037,139.0334293,3.284483605,,0.042126458,0.030131413,,7.308657215,6.271035179,3.05031911,2.143779641
Fresno State,1989,192.9,252.8,4.9,201.8,95.1,2.8,,0.060052219,0.029411765,,7.778225806,5.988130564,4.6,2,213.580986,171.5560902,3.790482618,186.0507781,132.4434149,3.211811064,,0.044815322,0.030023466,,7.379092504,6.228599487,3.282771244,2.122212695
Fresno State,1990,250,206.9,4.6,191.7,180.2,4.3,,0.051964512,0.032653061,,7.331378299,6.085714286,4.1,2.4,219.0438381,176.8576767,3.911910226,186.8981614,139.6069027,3.375039405,,0.045887701,0.030417905,,7.371935373,6.207166707,3.405355557,2.16388079
Fresno State,1991,245.3,291.8,5.3,163.8,149.8,3.9,,0.065947242,0.038155803,,8.517361111,6.552,5.5,2.4,222.9822624,194.0990252,4.120123692,183.4334372,141.1358673,3.453783494,,0.048896632,0.03157859,,7.543749234,6.258891701,3.719552224,2.199298672
Fresno State,1992,249.1,227.5,5,203.8,203.9,4.4,,0.066037736,0.05,,8.649305556,7.778625954,4.9,3.6,226.899923,199.1091714,4.252105138,186.4884216,150.5504872,3.59571597,,0.051467797,0.034341801,,7.709582682,6.486851839,3.89661939,2.409403871
Fresno State,1993,329,203.4,5.1,207.1,217.6,4.5,,0.06291834,0.053072626,,9.563953488,8.738396624,4.7,3.8,242.2149346,199.7527957,4.379289367,189.5801584,160.6079141,3.731358574,,0.053185379,0.037151425,,7.987738303,6.824583557,4.017126482,2.61799329
Fresno State,1994,254.2,137.9,3.4,255.5,208.8,4.8,,0.05,0.059474412,,8.095541401,8.871527778,3.6,4.3,244.0126944,190.4748763,4.232395962,199.4681346,167.836727,3.891654788,,0.052707572,0.040499873,,8.003908768,7.13162519,3.954557509,2.870294297
Fresno State,1995,290.3,166.3,4.3,246.9,219.7,4.9,,0.052139037,0.051724138,,8.086350975,8.095081967,3.9,3.9,250.9557902,186.8486449,4.242536568,206.5829144,175.6162179,4.04290657,,0.052622292,0.042183513,,8.016275099,7.276143706,3.946373883,3.024750152
Fresno State,1996,255.5,170.7,4.2,232.9,183.4,4.5,,0.043115438,0.057023644,,8.085443038,7.537216828,3.1,4.1,251.6374217,184.4263481,4.236156083,210.5304773,176.7837852,4.111470584,,0.051196264,0.044409532,,8.02665029,7.315304675,3.8194178,3.186037629
Fresno State,1997,168.2,148.3,3.8,1.3,178.7,4.2,,0.046268657,0.041835358,,6.028673835,0.041800643,3.1,3.1,239.1218084,179.0073959,4.17073267,179.1459057,177.0712175,4.124749997,,0.050457123,0.044023406,,7.726953821,6.22427907,3.71150513,3.173131985
Fresno State,1998,203.5,153.7,4,196.5,159.2,3.6,,0.03957382,0.028493894,,7.346570397,6.638513514,2.6,2.1,233.7785372,175.2112865,4.14512277,181.7490198,174.3905348,4.046037497,,0.048824627,0.041693979,,7.669896308,6.286414236,3.544779361,3.012162187
Fresno State,1999,202.4,159.2,4.5,235.7,116.8,3.2,,0.058637084,0.034682081,,7.333333333,7.18597561,3.7,2.4,229.0717566,172.8095936,4.198354354,189.8416669,165.7519546,3.919131873,,0.050296496,0.040642195,,7.619411862,6.421348442,3.568062457,2.920337859
Fresno State,2000,227,121.7,3.5,205.5,147.6,3.6,-0.2,0.041538462,0.03070761,17.2,7.418300654,6.116071429,2.7,2.3,228.7609931,165.1431545,4.093601201,192.1904168,163.0291614,3.871262092,-0.2,0.048982791,0.039152007,17.2,7.58924518,6.37555689,3.437853088,2.82728718
Fresno State,2001,333.5,163.7,4.3,255.7,110,3.1,-1.8,0.062087186,0.036684783,16.4,8.965053763,6.782493369,4.7,2.7,244.4718441,164.9266813,4.124561021,201.7168543,155.0747872,3.755572778,-0.44,0.05094845,0.038781923,17.08,7.795616468,6.436597362,3.627175125,2.808194103
Fresno State,2002,241.6,132.4,3.6,245.1,159.6,3.9,-0.4,0.037762238,0.042176871,15.4,7.002898551,7.449848024,2.7,3.1,244.0410675,160.0476791,4.045876868,208.2243262,155.7535691,3.777236861,-0.434,0.048970518,0.039291165,16.828,7.67670878,6.588584961,3.488098856,2.851964988
Fresno State,2003,192.1,160.4,4.3,206.4,174.8,4.6,-0.4,0.033660589,0.040057225,13.5,5.717261905,6.409937888,2.4,2.8,236.2499074,160.1005273,4.083995338,207.9506772,158.6105338,3.900651332,-0.4289,0.046674029,0.039406074,16.3288,7.382791749,6.5617879,3.324884028,2.84417024
Fresno State,2004,177,227.5,5.4,174.8,164.5,4.1,-0.6,0.073134328,0.036775106,14.5,7.137096774,5.78807947,4.9,2.6,227.3624213,170.2104482,4.281396037,202.9780756,159.4939537,3.930553632,-0.454565,0.050643074,0.039011429,16.05448,7.345937503,6.445731636,3.561151424,2.807544704
Fresno State,2005,260.3,164.6,4.5,198.4,148.5,4.2,0.3,0.06169297,0.042042042,13.4,7.864048338,6.358974359,4.3,2.8,232.3030581,169.368881,4.314186631,202.2913643,157.8448606,3.970970587,-0.34138025,0.052300558,0.039466021,15.656308,7.423654128,6.432718044,3.67197871,2.806412998
Fresno State,2006,158.2,180,5,222.2,140.8,4.2,0.5,0.041533546,0.057722309,9.9,5.902985075,7.309210526,2.6,3.7,221.1875994,170.9635488,4.417058637,205.2776597,155.2881315,4.005324999,-0.215173213,0.050685506,0.042204464,14.7928618,7.19555377,6.564191917,3.511181904,2.940451048
Fresno State,2007,208.6,210.9,4.9,226.4,181.1,4.9,0.7,0.054441261,0.044260028,12.8,7.901515152,6.377464789,3.8,3.2,219.2994595,176.9540165,4.489499841,208.4460107,159.1599118,4.139526249,-0.077897231,0.05124887,0.042512799,14.49393253,7.301447977,6.536182847,3.554504618,2.979383391
Fresno State,2008,204.9,182.3,4.9,200.8,210,5.6,0.8,0.048929664,0.049107143,11.1,7.164335664,6.806779661,3.2,3.3,217.1395405,177.755914,4.551074865,207.2991091,166.785925,4.358597312,0.053787354,0.050900989,0.04350195,13.98484265,7.28088113,6.57677237,3.501328925,3.027475882
Fresno State,2009,201.6,228.9,5.4,199.6,214.1,6,0.7,0.057863501,0.054858934,9.7,8.16194332,7.078014184,3.9,3.5,214.8086095,185.4275269,4.678413635,206.1442427,173.8830363,4.604807715,0.150719251,0.051945366,0.045205498,13.34211625,7.413040459,6.651958642,3.561129587,3.0983545
Fresno State,2010,220,150.6,4,208.8,158.5,4.6,0.8,0.05,0.055031447,10.1,7.857142857,7.2,3.3,3.5,215.587318,180.2033979,4.57665159,206.5426063,171.5755808,4.604086558,0.248111363,0.051653561,0.04667939,12.85579881,7.479655819,6.734164845,3.521960149,3.158601325
Fresno State,2011,272.6,139.2,4.1,269.2,166.6,4.8,1.1,0.049780381,0.061403509,12.5,7.901449275,7.988130564,3.4,4.2,224.1392203,174.0528882,4.505153851,215.9412154,170.8292437,4.633473574,0.375894659,0.051372584,0.048888008,12.80242899,7.542924837,6.922259703,3.503666126,3.314811126
Fresno State,2012,325.6,151.9,4.2,167.2,171.7,4.1,-1.2,0.056847545,0.037762238,12.3,7.902912621,5.706484642,4.4,2.7,239.3583373,170.729955,4.459380774,208.6300331,170.9598572,4.553452538,0.13951046,0.052193828,0.047219142,12.72706464,7.596923005,6.739893444,3.638116207,3.222589457
Fresno State,2013,394.9,151.3,4.8,283.2,147.3,3.6,-0.1,0.064516129,0.04855643,12.1,7.608863198,7.95505618,5.4,3.7,262.6895867,167.8154617,4.510473658,219.8155281,167.4108786,4.410434657,0.103583891,0.054042173,0.047419736,12.63300495,7.598714034,6.922167854,3.902398776,3.294201039
Fresno State,2014,235.3,188.4,4.9,254.1,219.1,4.5,0.5,0.048843188,0.054404145,12.1,6.033333333,8.978798587,3.8,4.2,258.5811487,170.9031425,4.568902609,224.9581989,175.1642468,4.423869459,0.163046307,0.053262325,0.048467397,12.55305421,7.363906929,7.230662464,3.88703896,3.430070883
Furman,1956,46.7,167.1,3.4,78.8,239.9,5.1,,0.014778325,0.043405676,,3.859504132,6.108527132,0.9,2.6,46.7,167.1,3.4,78.8,239.9,5.1,,0.014778325,0.043405676,,3.859504132,6.108527132,0.9,2.6
Furman,1957,77.7,107.5,2.8,67.5,197.3,4.6,,0.022641509,0.049019608,,5.55,8.035714286,1.2,2.5,51.35,158.16,3.31,77.105,233.51,5.025,,0.015957803,0.044247766,,4.113078512,6.397605205,0.945,2.585
Furman,1958,114,126.9,3.1,106.6,237.8,4.6,,0.027914614,0.06231003,,5.615763547,7.838235294,1.7,4.1,60.7475,153.471,3.2785,81.52925,234.1535,4.96125,,0.017751324,0.046957106,,4.338481268,6.613699718,1.05825,2.81225
Furman,1959,86.8,169.1,3.5,104.1,158.9,3.6,,0.027863777,0.046391753,,5.391304348,7.330985915,1.8,2.7,64.655375,155.81535,3.311725,84.9148625,222.865475,4.7570625,,0.019268192,0.046872303,,4.49640473,6.721292648,1.1695125,2.7954125
Furman,1960,98.1,194.4,4,113.8,195.4,4.4,,0.037441498,0.054817276,,6.411764706,7.248407643,2.4,3.3,69.67206875,161.6030475,3.41496625,89.24763313,218.7456538,4.703503125,,0.021994188,0.048064049,,4.783708726,6.800359897,1.354085625,2.871100625
Furman,1961,102.6,197.7,4.3,125.2,142.8,3.4,,0.036979969,0.028125,,5.428571429,5.690909091,2.4,1.8,74.61125844,167.0175904,3.547721313,94.64048816,207.3538057,4.507977656,,0.024242055,0.045073191,,4.880438131,6.633942276,1.510972781,2.710435531
Furman,1963,74.9,185,3.8,127.3,173.4,3.9,,0.048172757,0.039619651,,6.628318584,7.033149171,2.9,2.5,74.65456967,169.7149518,3.585563116,99.53941493,202.2607348,4.416781008,,0.027831661,0.04425516,,5.142620199,6.69382331,1.719326864,2.678870202
Furman,1964,99.6,126.9,2.8,114.7,205.4,4.3,,0.023547881,0.041791045,,5.242105263,5.943005181,1.5,2.8,78.39638422,163.292709,3.467728648,101.8135027,202.7316246,4.399263857,,0.027189094,0.043885543,,5.157542959,6.581200591,1.686427834,2.697039671
Furman,1965,102.2,181.1,4,100.9,185.6,3.8,,0.03902439,0.031626506,,6.427672956,5.798850575,2.4,2.1,81.96692659,165.9638027,3.547569351,101.6764773,200.1618809,4.309374278,,0.028964388,0.042046687,,5.348062458,6.463848089,1.793463659,2.607483721
Furman,1966,146.7,91.7,2.4,110.2,200.6,3.9,,0.032646048,0.03943662,,7.121359223,5.680412371,1.9,2.8,91.6768876,154.8242323,3.375433948,102.9550057,200.2275988,4.247968136,,0.029516637,0.041655177,,5.614056973,6.346332731,1.80944411,2.636361163
Furman,1967,208.8,111.1,2.8,136.9,225.4,4.3,,0.045317221,0.047106326,,8.061776062,6.397196262,3,3.5,109.2453545,148.2655974,3.289118856,108.0467548,204.003459,4.255772916,,0.031886725,0.04247285,,5.981214836,6.353962261,1.988027494,2.765906988
Furman,1968,137.9,79.6,1.9,145.1,182.3,3.4,,0.020648968,0.036585366,,5.472222222,7.328282828,1.4,2.7,113.5435513,137.9657578,3.080751028,113.6047416,200.7479401,4.127406979,,0.030201061,0.041589727,,5.904865944,6.500110346,1.89982337,2.75602094
Furman,1969,158.9,88.3,2.2,149.4,240.5,4.5,,0.027259684,0.049673203,,5.244224422,6.467532468,1.9,3.8,120.3470186,130.5158942,2.948638374,118.9740304,206.7107491,4.183295932,,0.029759855,0.042802248,,5.805769716,6.495223664,1.899849864,2.912617799
Furman,1970,89.9,196.1,4,158.8,169.4,3.6,,0.044478528,0.030831099,,5.61875,5.774545455,2.9,2.3,115.7799658,140.35351,3.106342618,124.9479258,201.1141367,4.095801542,,0.031967656,0.041006576,,5.777716759,6.387121933,2.049872385,2.820725129
Furman,1971,91,175.4,3.8,137.2,174.5,3.6,,0.034375,,,5.2,5.863247863,2.2,,112.0629709,145.6104835,3.210391225,126.7857369,197.1220162,4.021431311,,0.032328757,0.041006576,,5.691059245,6.308540822,2.072391527,2.820725129
Furman,1972,121.8,213.7,3.9,85,199.7,4.5,,0.038626609,0.032626427,,7.909090909,5.089820359,2.7,2,113.5235253,155.823911,3.313832541,120.5178764,197.5087138,4.093216614,,0.033273435,0.039749554,,6.023763994,6.125732753,2.166532798,2.69761636
Furman,1973,121.8,213.7,3.9,85,199.7,4.5,,0.038626609,0.032626427,,7.909090909,5.089820359,2.7,2,114.7649965,164.5053243,3.40175766,115.1901949,197.8374067,4.154234122,,0.034076411,0.038681085,,6.306563032,5.970345894,2.246552878,2.592973906
Furman,1974,86.6,224.9,4,69.9,187.1,4,,0.019858156,0.029950083,,6.230215827,5.376923077,1.4,1.8,110.540247,173.5645257,3.491494011,108.3966657,196.2267957,4.131099004,,0.031943673,0.037371435,,6.295110951,5.881332471,2.119569946,2.47402782
Furman,1975,104.4,215.1,4.1,105.9,160.6,3.4,,0.037195994,0.02685624,,6.105263158,6.660377358,2.6,1.7,109.61921,179.7948468,3.582769909,108.0221658,190.8827764,4.021434153,,0.032731521,0.035794155,,6.266633782,5.998189204,2.191634455,2.357923647
Furman,1976,108.7,265.3,4.8,87.7,178.8,3.5,,0.034626039,0.026627219,,6.508982036,5.550632911,2.5,1.8,109.4813285,192.6206198,3.765354423,104.973841,189.0703599,3.94321903,,0.033015699,0.034419115,,6.30298602,5.93105576,2.237889286,2.2742351
Furman,1977,113.5,227.5,4.2,142,188.4,3.6,,0.035868006,0.031383738,,7.00617284,7.717391304,2.5,2.2,110.0841292,197.8525268,3.830551259,110.5277648,188.9698059,3.891736176,,0.033443545,0.033963808,,6.408464043,6.199006092,2.277205893,2.263099835
Furman,1978,164.1,258.5,4.6,163.9,184.5,4.2,,0.051144011,0.034848485,,8.918478261,7.284444444,3.8,2.3,118.1865098,206.9496478,3.945968571,118.5336001,188.299335,3.937975749,,0.036098615,0.03409651,,6.784966176,6.361821845,2.505625009,2.26863486
Furman,1979,131.3,247.4,4.7,194.4,205.4,4.2,,0.045007032,0.051428571,,6.947089947,9.346153846,3.2,3.6,120.1535334,213.0172006,4.059073285,129.9135601,190.8644348,3.977279387,,0.037434877,0.036696319,,6.809284741,6.809471645,2.609781258,2.468339631
Furman,1980,106.8,274.6,5.1,166.7,139.7,3.2,,0.051698671,0.031065089,,7.852941176,6.888429752,3.5,2.1,118.1505033,222.2546205,4.215212292,135.4315261,183.1897696,3.860687479,,0.039574446,0.035851634,,6.965833207,6.821315361,2.743314069,2.413088686
Furman,1981,124.2,261.7,4.9,146.5,146.4,3.6,,0.044715447,0.031722054,,6.21,5.767716535,3.3,2.1,119.0579278,228.1714275,4.317930448,137.0917972,177.6713041,3.821584357,,0.040345596,0.035232197,,6.852458226,6.663275537,2.826816959,2.366125383
George Washington,1956,44.9,167.9,3.7,67,146.8,3.4,,,,,5.756410256,4.437086093,,,44.9,167.9,3.7,67,146.8,3.4,,,,,5.756410256,4.437086093,,
George Washington,1957,79.1,157.4,3.2,93.8,188.4,4.3,,0.020376176,0.042179262,,5.273333333,7.106060606,1.3,2.4,50.03,166.325,3.625,71.02,153.04,3.535,,0.020376176,0.042179262,,5.683948718,4.83743227,1.3,2.4
George Washington,1958,73.9,132.6,3.1,129.6,155,3.7,,0.025906736,0.046052632,,4.67721519,7.005405405,1.5,2.8,53.6105,161.26625,3.54625,79.807,153.334,3.55975,,0.02120576,0.042760267,,5.532938689,5.16262824,1.33,2.46
George Washington,1959,128.4,72.2,2.1,101.2,197.2,5.3,,0.009983361,0.043314501,,5.095238095,6.24691358,0.6,2.3,64.828925,147.9063125,3.3293125,83.01595,159.9139,3.8207875,,0.0195224,0.042843402,,5.4672836,5.325271041,1.2205,2.436
George Washington,1960,83.1,161.1,3.6,110.1,136.1,3.5,,0.029968454,0.035460993,,4.540983607,6.401162791,1.9,2,67.56958625,149.8853656,3.369915625,87.0785575,156.341815,3.772669375,,0.021089308,0.041736041,,5.328338601,5.486654804,1.322425,2.3706
George Washington,1961,67.1,174.3,3.8,94.3,192,4.1,,0.033043478,0.031595577,,5.545454545,5.785276074,1.9,2,67.49914831,153.5475608,3.434428281,88.16177388,161.6905428,3.821768969,,0.022882434,0.040214971,,5.360905992,5.531447994,1.40906125,2.31501
George Washington,1962,82.7,115.7,2.9,95,212.3,4.3,,0.029739777,0.033742331,,5.907142857,6.050955414,1.6,2.2,69.77927607,147.8704267,3.354264039,89.18750779,169.2819613,3.893503623,,0.023911035,0.039244075,,5.442841522,5.609374107,1.437702063,2.2977585
George Washington,1963,150.1,136.2,4.4,98,192,3.9,,0.036842105,0.043062201,,5.817829457,7,2.1,2.7,81.82738466,146.1198627,3.511124433,90.50938162,172.6896671,3.89447808,,0.025850696,0.039816794,,5.499089712,5.817967991,1.537046753,2.358094725
George Washington,1964,77.1,181.6,4.1,109.8,137.3,3.1,,0.034542314,0.033898305,,5.507142857,7.369127517,2,2,81.11827696,151.4418833,3.599455768,93.40297438,167.3812171,3.775306368,,0.027154438,0.038929021,,5.500297684,6.05064192,1.60648974,2.304380516
George Washington,1965,89.6,195.7,4.1,112.3,163.6,3.8,,0.036334913,0.029368576,,5.6,4.583673469,2.3,2,82.39053541,158.0806008,3.674537403,96.23752822,166.8140345,3.779010413,,0.02853151,0.037494954,,5.515253032,5.830596652,1.710516279,2.258723439
George Washington,1966,79.7,149.3,3,128,153.2,3.6,,0.026941363,0.031796502,,5.73381295,6.464646465,1.7,2,81.9869551,156.7635107,3.573356793,101.001899,164.7719293,3.752158851,,0.028292988,0.036640186,,5.548037019,5.925704124,1.708938837,2.219914923
Georgia,1942,175.1,218.7,5.3,60.5,110.5,3.3,,0.065252855,0.014925373,,8.583333333,4.653846154,4,0.7,175.1,218.7,5.3,60.5,110.5,3.3,,0.065252855,0.014925373,,8.583333333,4.653846154,4,0.7
Georgia,1946,165.3,225.5,5.5,102.7,116.5,3,,0.078817734,0.02529511,,8.433673469,4.89047619,4.8,1.5,173.63,219.72,5.33,66.83,111.4,3.255,,0.067287587,0.016480834,,8.560884354,4.689340659,4.12,0.82
Georgia,1947,135.1,172,3.5,67.3,111,2.9,,0.037147103,0.032454361,,7.464088398,6.231481481,2.5,1.6,167.8505,212.562,5.0555,66.9005,111.34,3.20175,,0.062766514,0.018876863,,8.39636496,4.920661783,3.877,0.937
Georgia,1948,136.9,159.5,4.1,87.2,86,,,,,,9.31292517,5.813333333,,,163.207925,204.6027,4.912175,69.945425,107.539,3.20175,,0.062766514,0.018876863,,8.533848992,5.054562515,3.877,0.937
Georgia,1950,76.5,164.8,3.5,93,99,2.6,,0.036082474,,,6.710526316,5.314285714,2.1,,150.2017363,198.632295,4.70034875,73.40361125,106.25815,3.1114875,,0.058763908,0.018876863,,8.26035059,5.093520995,3.61045,0.937
Georgia,1951,161.8,173.6,3.7,114.5,176,3.7,,0.032921811,,,6.105660377,6.542857143,2.4,,151.9414758,194.8774508,4.550296438,79.56806956,116.7194275,3.199764375,,0.054887593,0.018876863,,7.937147058,5.310921417,3.4288825,0.937
Georgia,1952,170.7,169.7,4,115,187.7,3.6,,0.04023845,0.040172166,,7.053719008,6.571428571,2.7,2.8,154.7552544,191.1008331,4.467751972,84.88285913,127.3665134,3.259799719,,0.052690222,0.022071158,,7.804632851,5.49999749,3.319550125,1.21645
Georgia,1953,143.5,127.1,3.5,100.1,211.1,4.5,,0.037542662,,,6.377777778,6.629139073,2.2,,153.0669663,181.5007082,4.322589176,87.16543026,139.9265364,3.445829761,,0.050418088,0.022071158,,7.59060459,5.669368728,3.151617606,1.21645
Georgia,1954,46,158.2,3.2,70.2,168.5,3.8,,0.020869565,,,5.227272727,5.661290323,1.2,,137.0069213,178.0056019,4.1542008,84.62061572,144.2125559,3.498955297,,0.04598581,0.022071158,,7.236104811,5.668156967,2.858874965,1.21645
Georgia,1955,115.6,144.5,3.3,94.7,142.6,3.4,,0.039249147,,,7.972413793,6.442176871,2.3,,133.7958831,172.9797617,4.02607068,86.13252336,143.9706725,3.484112002,,0.04497531,0.022071158,,7.346551158,5.784259953,2.775043721,1.21645
Georgia,1956,44.5,149.5,3.3,68.3,223.3,4.3,,0.01056338,,,3.869565217,5.939130435,0.6,,120.4015007,169.4577974,3.917160078,83.45764486,155.8700716,3.606495202,,0.039813521,0.022071158,,6.825003267,5.807490525,2.448787162,1.21645
Georgia,1957,56.9,153.1,3.5,94,161.6,3.3,,0.026415094,,,5.806122449,6.14379085,1.4,,110.8762756,167.0041278,3.854586066,85.03899813,156.7295609,3.560520922,,0.037803757,0.022071158,,6.672171144,5.857935574,2.291469088,1.21645
Georgia,1958,86,202.8,4.2,67.3,138,3.2,,0.040650407,0.028119508,,6.515151515,4.773049645,2.5,1.6,107.1448342,172.3735086,3.906398156,82.37814841,153.9201268,3.506442783,,0.038230754,0.022978411,,6.6486182,5.695202684,2.322748725,1.2739825
Georgia,1959,104.5,145.6,3.5,68.5,121.5,3,,0.044883303,0.018518519,,7.464285714,5,2.5,1,106.7481091,168.3574823,3.845438433,80.29642615,149.0571078,3.430476366,,0.039228637,0.022309427,,6.770968327,5.590922282,2.349336416,1.232885125
Georgia,1960,128.6,129.7,3.3,88.2,172,3.8,,0.035532995,0.025083612,,6.366336634,5.919463087,2.1,1.5,110.0258927,162.55886,3.763622668,81.48196223,152.4985416,3.485904911,,0.03867429,0.022725555,,6.710273573,5.640203403,2.311935954,1.272952356
Georgia,1961,92,104.3,2.7,91,138.5,2.9,,0.017301038,,,4.693877551,6.19047619,1,,107.3220088,153.820031,3.604079268,82.90966789,150.3987603,3.398019174,,0.035468302,0.022725555,,6.40781417,5.722744321,2.115145561,1.272952356
Georgia,1962,119.4,98.2,2.8,115.8,178.9,3.6,,0.022263451,,,6.489130435,6,1.2,,109.1337075,145.4770263,3.483467378,87.84321771,154.6739463,3.428316298,,0.033487575,0.022725555,,6.420011609,5.764332673,1.977873727,1.272952356
Georgia,1963,131.9,89.8,2.5,127.6,142.4,3,,0.028021016,0.030395137,,6.106481481,6.680628272,1.6,2,112.5486514,137.1254724,3.335947271,93.80673505,152.8328544,3.364068853,,0.032667591,0.023875992,,6.37298209,5.901777013,1.921192668,1.382009503
Georgia,1964,52.9,143,3.3,103.1,97.5,2.8,,0.02734375,0.022988506,,7.053333333,5.994186047,1.4,1.2,103.6013537,138.0066515,3.33055518,95.20072479,144.5329262,3.279458525,,0.031869015,0.023742869,,6.475034777,5.915638368,1.843013767,1.354708077
Georgia,1965,93.8,153.4,3.2,125.7,152.5,3.6,,0.031096563,0.033018868,,6.897058824,6.014354067,1.9,2.1,102.1311506,140.3156538,3.310971903,99.77561608,145.7279873,3.327539747,,0.031753147,0.025134269,,6.538338384,5.930445723,1.851561702,1.466501866
