School,year,offPassYd,offRushYd,offRushYdAvg,defPassYd,defRushYd,defRushYdAvg,difTakaways,offTDpP,defTDpP,totPenalties,offPassYdAvg,defPassYdAvg,offTD,defTD,runAvgoffPassYd,runAvgoffRushYd,runAvgoffRushYdAvg,runAvgdefPassYd,runAvgdefRushYd,runAvgdefRushYdAvg,runAvgdifTakeaways,runAvgoffTDpP,runAvgdefTDpP,runAvgtotPenalties,runAvgoffPassYdAvg,runAvgdefPassYdAvg,runAvgoffTD,runAvgdefTD
Air Force,1957,117,134.5,3.1,114.5,173.5,3.6,,0.027607362,0.04107425,,5.294117647,7.435064935,1.8,2.6,117,134.5,3.1,114.5,173.5,3.6,,0.027607362,0.04107425,,5.294117647,7.435064935,1.8,2.6
Air Force,1958,126.2,201.5,4.5,81.2,132,,,0.043609023,,,5.736363636,5.6,2.9,,118.38,144.55,3.31,109.505,167.275,3.6,,0.030007611,0.04107425,,5.360454545,7.159805195,1.965,2.6
Air Force,1959,141.1,172.1,4.1,84.8,201.6,4.3,,0.034482759,,,5.689516129,5.506493506,2.3,,121.788,148.6825,3.4285,105.79925,172.42375,3.705,,0.030678883,0.04107425,,5.409813783,6.911808442,2.01525,2.6
Air Force,1960,123.3,180.9,4.2,90.7,181.9,4.1,,,0.038590604,,5.053278689,6.046666667,,2.3,122.0148,153.515125,3.544225,103.5343625,173.8451875,3.76425,,0.030678883,0.040701703,,5.356333519,6.782037175,2.01525,2.555
Air Force,1961,83,165.2,3.4,73.9,214.4,4.2,,,0.028125,,5.09202454,5.728682171,,1.8,116.16258,155.2678563,3.52259125,99.08920813,179.9284094,3.8296125,,0.030678883,0.038815197,,5.316687172,6.624033925,2.01525,2.44175
Air Force,1962,80.1,211.1,4,104.5,190.1,4,,0.032400589,0.036450079,,5.304635762,6.49068323,2.2,2.3,110.753193,163.6426778,3.594202563,99.90082691,181.454148,3.855170625,,0.030937139,0.03846043,,5.31487946,6.60403132,2.0429625,2.4204875
Air Force,1963,97.2,208.8,4.6,87.9,130.4,3.7,,,0.028846154,,6.797202797,5.327272727,,1.5,108.7202141,170.4162761,3.745072178,98.10070287,173.7960258,3.831895031,,0.030937139,0.037018288,,5.537227961,6.412517531,2.0429625,2.282414375
Air Force,1964,134.4,126.9,2.8,82.6,153.8,3.4,,0.020123839,0.031772575,,6.787878788,5.434210526,1.3,1.9,112.5721819,163.8888347,3.603311351,95.77559744,170.7966219,3.767110777,,0.029315144,0.036231431,,5.724825585,6.265771481,1.931518125,2.225052219
Air Force,1965,173.4,107.6,2.8,94.9,196.4,3.8,,,,,6.237410072,5.648809524,,,121.6963547,155.4455095,3.482814649,95.64425782,174.6371286,3.77204416,,0.029315144,0.036231431,,5.801713258,6.173227187,1.931518125,2.225052219
Air Force,1966,172.9,130.8,3.1,122.7,155.3,3.5,,,,,6.524528302,5.899038462,,,129.3769015,151.7486831,3.425392451,99.70261915,171.7365593,3.731237536,,0.029315144,0.036231431,,5.910135515,6.132098878,1.931518125,2.225052219
Air Force,1967,112.7,127.8,2.9,146.4,181.4,3.6,,,,,4.657024793,6.421052632,,,126.8753662,148.1563806,3.346583584,106.7072263,173.1860754,3.711551906,,0.029315144,0.036231431,,5.722168906,6.175441941,1.931518125,2.225052219
Air Force,1968,136.9,186.1,3.6,178.4,137.2,3,,,0.025469169,,6.30875576,6.173010381,,1.9,128.3790613,153.8479235,3.384596046,117.4611423,167.7881641,3.60481912,,0.029315144,0.034617092,,5.810156935,6.175077207,1.931518125,2.176294386
Air Force,1969,198.8,149.5,3.3,169.1,157.7,3.2,,,0.025157233,,6.582781457,5.712837838,,2,138.9422021,153.195735,3.371906639,125.206971,166.2749395,3.544096252,,0.029315144,0.033198113,,5.926050613,6.105741302,1.931518125,2.149850228
Air Force,1970,233.4,154.9,3.7,177.1,136.9,2.9,,0.051861702,,,6.925816024,5.658146965,3.9,,153.1108718,153.4513747,3.421120643,132.9909253,161.8686986,3.447481814,,0.032697128,0.033198113,,6.076015425,6.038602151,2.226790406,2.149850228
Air Force,1971,143.2,181.6,3.5,173.5,166.2,3.5,,0.028074866,0.034059946,,6.06779661,6.547169811,2.1,2.5,151.624241,157.6736685,3.432952547,139.0672865,162.5183938,3.455359542,,0.032003789,0.033327388,,6.074782602,6.1148873,2.207771845,2.202372694
Air Force,1972,173.1,205.1,4,143.1,179.1,3.8,,0.049673203,,,6.73540856,5.678571429,3.8,,154.8456049,164.7876183,3.518009665,139.6721936,165.0056347,3.507055611,,0.034654201,0.033327388,,6.173876496,6.04943992,2.446606069,2.202372694
Air Force,1973,154.2,190.4,4,183.1,189.7,4,,,,,6.143426295,7.629166667,,,154.7487641,168.6294755,3.590308215,146.1863645,168.7097895,3.580997269,,0.034654201,0.033327388,,6.169308966,6.286398932,2.446606069,2.202372694
Air Force,1974,131.9,139.3,3,111.3,205.2,4,,,,,5.612765957,6.081967213,,,151.3214495,164.2300542,3.501761983,140.9534098,174.1833211,3.643847679,,0.034654201,0.033327388,,6.085827515,6.255734174,2.446606069,2.202372694
Air Force,1975,120.6,148.5,3.3,123.1,252.1,4.8,,0.019498607,0.041134752,,4.550943396,6.877094972,1.4,2.9,146.7132321,161.8705461,3.471497685,138.2753984,185.8708229,3.817270527,,0.032380862,0.034498493,,5.855594897,6.348938294,2.289615158,2.30701679
Air Force,1976,189.3,142.8,3.2,126,216.5,4.1,,0.030144168,0.044222539,,6.106451613,7.368421053,2.3,3.1,153.1012473,159.0099642,3.430773033,136.4340886,190.4651995,3.859679948,,0.032045358,0.0359571,,5.893223404,6.501860707,2.291172885,2.425964271
Air Force,1977,153,122.7,2.9,155.3,234.6,4.6,,0.016949153,0.050209205,,5.257731959,7.650246305,1.2,3.6,153.0860602,153.5634695,3.351157078,139.2639753,197.0854196,3.970727956,,0.029780927,0.038094915,,5.797899687,6.674118547,2.127496952,2.602069631
Air Force,1978,151.5,164.5,3.4,136.1,292.6,5.5,,0.027777778,0.057101025,,5.590405904,9.195945946,2.1,3.9,152.8481512,155.2039491,3.358483516,138.789379,211.4126066,4.200118762,,0.029480454,0.040945832,,5.76677562,7.052392657,2.123372409,2.796759186
Air Force,1979,103.9,161.4,3.3,116.5,231.5,4.7,,0.018624642,0.043413174,,4.855140187,6.508379888,1.3,2.9,145.5059285,156.1333567,3.349710989,135.4459722,214.4257156,4.275100948,,0.027852083,0.041315933,,5.630030305,6.970790742,1.999866548,2.812245308
Air Force,1980,112.5,170.8,3.5,165.2,193.2,3.9,,0.021802326,0.036585366,,5.710659898,6.883333333,1.5,2.7,140.5550392,158.3333532,3.37225434,139.9090763,211.2418583,4.218835806,,0.026944619,0.040606348,,5.642124744,6.95767213,1.924886566,2.795408512
Air Force,1981,89,185.1,3.6,177,203.5,4.4,,0.027181688,0.036635007,,5,6.389891697,1.9,2.7,132.8217833,162.3483502,3.406416189,145.4727149,210.0805795,4.246010435,,0.026980179,0.040010647,,5.545806032,6.872505065,1.921153581,2.781097235
Air Force,1982,113.8,278.5,5,157.9,224.2,5.3,,0.048245614,0.049107143,,8.890625,6.444897959,3.3,3.3,129.9685158,179.7710977,3.645453761,147.3368077,212.1984926,4.40410887,,0.030169995,0.041375121,,6.047528878,6.808363999,2.127980544,2.85893265
Air Force,1983,102.3,317.6,5.9,215.4,172.3,4.7,,0.060278207,0.034586466,,9.742857143,7.252525253,3.9,2.3,125.8182385,200.445433,3.983635697,157.5462865,206.2137187,4.448492539,,0.034686226,0.040356823,,6.601828117,6.874988187,2.393783462,2.775092752
Air Force,1984,91.6,282.6,5.1,152.8,135.8,3.5,,0.055306428,0.025559105,,7.633333333,6.420168067,3.7,1.6,120.6855027,212.7686181,4.151090342,156.8343435,195.6516609,4.306218658,,0.037779257,0.038137165,,6.7565539,6.806765169,2.589715943,2.59882884
Air Force,1985,115.5,273.8,5.2,191.3,100.5,2.8,,0.060465116,0.021148036,,9.956896552,6.292763158,3.9,1.4,119.9076773,221.9233254,4.308426791,162.004192,181.3789118,4.08028586,,0.041182136,0.035588796,,7.236605298,6.729664868,2.786258551,2.419004514
Air Force,1986,75.3,232.6,3.8,219.7,126.3,3.1,,0.030769231,0.032624113,,6.845454545,7.299003322,2.2,2.3,113.2165257,223.5248266,4.232162772,170.6585632,173.117075,3.933242981,,0.0396202,0.035144094,,7.177932685,6.815065636,2.698319769,2.401153837
Air Force,1987,52.7,356.5,5.9,178.2,144.7,3.7,,0.053314121,0.034055728,,5.72826087,7.071428571,3.7,2.2,104.1390468,243.4711026,4.482338356,171.7897787,168.8545138,3.898256534,,0.041674288,0.034980839,,6.960481912,6.853520076,2.848571803,2.370980761
Air Force,1988,77.7,377.5,6.2,242.3,219.6,4.8,,0.067142857,0.053262317,,8.829545455,8.241496599,4.7,4,100.1731898,263.5754372,4.739987603,182.3663119,176.4663367,4.033518054,,0.045494573,0.03772306,,7.240841444,7.061716555,3.126286033,2.615333647
Air Force,1989,113.9,328.6,5.8,212.2,147.7,4.1,,0.066176471,0.05090312,,9.904347826,8.454183267,4.5,3.1,102.2322113,273.3291216,4.898989463,186.8413651,172.1513862,4.043490345,,0.048596858,0.039700069,,7.640367401,7.270586561,3.332343128,2.6880336
Air Force,1990,32.2,245.2,4.5,217.2,115.3,3.1,,0.036977492,0.042857143,,4.293333333,8.290076336,2.3,2.7,91.72737964,269.1097534,4.839141043,191.3951604,163.6236783,3.901966794,,0.046853953,0.04017363,,7.138312291,7.423510028,3.177491659,2.68982856
Air Force,1991,61.2,312.1,5.3,214.8,140.5,3.9,,0.046686747,0.040257649,,7.746835443,8.105660377,3.1,2.5,87.14827269,275.5582904,4.908269887,194.9058863,160.1551265,3.901671775,,0.046828872,0.040186233,,7.229590764,7.52583258,3.16586791,2.661354276
Air Force,1992,62.3,222.2,4.4,168.9,165.5,4.1,,0.039215686,0.033898305,,5.990384615,6.78313253,2.4,2.2,83.42103179,267.5545468,4.832029404,191.0050034,160.9568575,3.931421008,,0.045686894,0.039243044,,7.043709842,7.414427573,3.050987723,2.592151135
Air Force,1993,66.9,284.9,4.8,251.9,172.3,4,,0.040277778,0.042194093,,5.30952381,9.061151079,2.9,3,80.94287702,270.1563648,4.827224993,200.1392529,162.6583289,3.941707857,,0.044875527,0.039685701,,6.783581937,7.661436099,3.028339565,2.653328464
Air Force,1994,130.3,304.8,5.1,243.5,118.3,3.1,,0.051630435,0.043235704,,9.580882353,7.378787879,3.8,3.1,88.34644547,275.3529101,4.868141244,206.6433649,156.0045796,3.815451679,,0.045888763,0.040218202,,7.203176999,7.619038866,3.14408863,2.720329195
Air Force,1995,91.6,306.8,5.9,223,173.5,4.6,,0.056574924,0.044342508,,6.686131387,8.109090909,3.7,2.9,88.83447865,280.0699736,5.022920058,209.0968602,158.6288926,3.933133927,,0.047491687,0.040836848,,7.125620157,7.692546672,3.227475336,2.747279815
Air Force,1996,110,328.9,5.8,222,131.5,3.4,,0.056396149,0.035139092,,6.707317073,7.525423729,4.1,2.4,92.00930685,287.3944775,5.139482049,211.0323312,154.5595587,3.853163838,,0.048827356,0.039982184,,7.062874695,7.667478231,3.358354035,2.695187843
Air Force,1997,79.5,214.7,4.1,158.7,108.3,3.4,,0.032967033,0.020654045,,7.361111111,6.127413127,2.1,1.2,90.13291082,276.4903059,4.983559742,203.1824815,147.6206249,3.785189262,,0.046448308,0.037082963,,7.107610157,7.436468465,3.16960093,2.470909667
Air Force,1998,117,246.2,4.9,166.2,104.8,2.8,,0.063311688,0.019169329,,9.915254237,6.595238095,3.9,1.2,94.1629742,271.94676,4.97102578,197.6351093,141.1975312,3.637410873,,0.048977815,0.034395918,,7.528756769,7.31028391,3.279160791,2.280273217
Air Force,1999,113.9,285.5,4.9,112.6,126.9,3.3,,0.036986301,0.03500761,,7.444444444,4.15498155,2.7,2.3,97.12352807,273.979746,4.960371913,184.8798429,139.0529015,3.586799242,,0.047179088,0.034487672,,7.51610992,6.836988556,3.192286672,2.283232234
Air Force,2000,157,294.9,5,213.5,159.5,4.2,-0.6,0.054263566,0.044709389,10.5,8.440860215,7.237288136,4.2,3,106.1049989,277.1177841,4.966316126,189.1728664,142.1199663,3.678779356,-0.6,0.04824176,0.03602093,10.5,7.654822465,6.897033493,3.343443671,2.390747399
Air Force,2001,118.9,273.3,4.8,249.2,203.5,5.1,-0.6,0.046113307,0.052039381,9.3,6.097435897,7.936305732,3.5,3.7,108.024249,276.5451165,4.941368707,198.1769365,151.3269713,3.891962452,-0.6,0.047922492,0.038423697,10.32,7.42121448,7.052924329,3.36692712,2.587135289
Air Force,2002,90.4,307.8,5.1,198.8,155.5,4,-0.7,0.05670816,0.039881832,9.1,7.661016949,6.975438596,4.1,2.7,105.3806117,281.233349,4.965163401,198.270396,151.9529256,3.908168084,-0.615,0.049240342,0.038642417,10.137,7.45718485,7.041301469,3.476888052,2.604064996
Air Force,2003,104.9,280.6,4.7,183.1,168.9,4,-0.5,0.044,0.037900875,9.5,6.85620915,7.042307692,3.3,2.6,105.3085199,281.1383467,4.925388891,195.9948366,154.4949868,3.921942872,-0.59775,0.048454291,0.038531186,10.04145,7.367038495,7.041452402,3.450354845,2.603455246
Air Force,2004,148.1,277.4,4.7,222.1,200,4.9,0,0.052562418,0.054733728,10.7,8.610465116,8.195571956,4,3.7,111.7272419,280.5775947,4.891580557,199.9106111,161.3207388,4.068651441,-0.5080875,0.04907051,0.040961567,10.1402325,7.553552488,7.214570335,3.532801618,2.767936959
Air Force,2005,170.7,246.5,4.6,255,173.5,4.3,0.7,0.052704577,0.057388809,10.8,9.177419355,8.644067797,3.8,4,120.5731556,275.4659555,4.847843474,208.1740194,163.147628,4.103353725,-0.326874375,0.04961562,0.043425654,10.23919763,7.797132518,7.428994955,3.572881375,2.952746416
Air Force,2006,101.3,229.4,4.2,213.4,141.3,4.1,-0.6,0.041666667,0.050083472,9.5,8.303278689,8.434782609,2.8,3,117.6821823,268.5560621,4.750666953,208.9579165,159.8704838,4.102850666,-0.367843219,0.048423277,0.044424326,10.12831798,7.873054444,7.579863103,3.456949169,2.959834453
Air Force,2007,119.8,299.5,5.4,232.2,136.5,3.5,-0.8,0.048611111,0.033195021,10.3,7.260606061,7.079268293,3.5,2.4,117.999855,273.1976528,4.84806691,212.444229,156.3649112,4.012423066,-0.432666736,0.048451452,0.042739931,10.15407028,7.781187186,7.504773881,3.463406794,2.875859285
Air Force,2008,82.2,266.9,4.5,199.9,141.5,3.7,-1,0.039772727,0.040118871,11.1,7.754716981,6.940972222,2.8,2.7,112.6298767,272.2530049,4.795856873,210.5625947,154.1351745,3.965559606,-0.517766726,0.047149643,0.042346772,10.29595974,7.777216656,7.420203632,3.363895775,2.849480392
Air Force,2009,88.4,283.5,4.5,154.3,134,3.7,-1.7,0.040268456,0.027868852,10.4,7.491525424,6.123015873,3,1.7,108.9953952,273.9400542,4.751478342,202.1232055,151.1148983,3.925725665,-0.695101717,0.046117465,0.040175084,10.31156578,7.734362971,7.225625468,3.309311408,2.677058334
Air Force,2010,119.3,306.5,5.3,147.8,201.5,4.8,-0.4,0.058238636,0.038863976,8.8,9.248062016,5.983805668,4.1,2.6,110.5410859,278.824046,4.833756591,193.9747247,158.6726636,4.056866816,-0.650836459,0.047935641,0.039978418,10.08483091,7.961417827,7.039352498,3.427914697,2.665499584
Air Force,2011,140.1,314.8,5.7,166.8,219.7,5,0,0.063113604,0.049926579,11.2,8.923566879,7.008403361,4.5,3.4,114.974923,284.2204391,4.963693102,189.898516,167.8267641,4.198336793,-0.55321099,0.050212335,0.041470642,10.25210628,8.105740185,7.034710128,3.588727493,2.775674646
Air Force,2012,102.6,316.2,5.1,210.6,198.8,4.5,1,0.050408719,0.050991501,8.2,8.844827586,7.977272727,3.7,3.6,113.1186846,289.0173733,4.984139137,193.0037386,172.4727494,4.243586274,-0.320229342,0.050241793,0.042898771,9.944290335,8.216603295,7.176094518,3.605418369,2.899323449
Air Force,2013,104.9,262.7,4.9,239.7,250.6,5.1,0.3,0.047337278,0.073202614,9.2,7.234482759,8.8125,3.2,5.6,111.8858819,285.0697673,4.971518266,200.0081778,184.191837,4.372048333,-0.227194941,0.049806116,0.047444347,9.832646785,8.069285215,7.42155534,3.544605613,3.304424932
Air Force,2014,152.3,273.4,4.5,248.9,148.7,4.2,-0.4,0.047741935,0.044709389,9.1,8.906432749,7.753894081,3.7,3,117.9479996,283.3193022,4.900790526,207.3419511,178.8680615,4.346241083,-0.253115699,0.049496489,0.047034103,9.722749767,8.194857345,7.471406151,3.567914771,3.258761192
Akron,1987,177.5,138.3,3.5,207.4,172.4,3.8,,0.027472527,0.037087912,,5.395136778,7.541818182,2,2.7,177.5,138.3,3.5,207.4,172.4,3.8,,0.027472527,0.037087912,,5.395136778,7.541818182,2,2.7
Akron,1988,200.2,187.9,4.4,190.5,166.7,3.6,,0.032670455,0.034674064,,7.17562724,7.55952381,2.3,2.5,180.905,145.74,3.635,204.865,171.545,3.77,,0.028252217,0.036725835,,5.662210347,7.544474026,2.045,2.67
Akron,1989,166.9,183.5,4.2,247.4,112.2,3,,0.036568214,0.037396122,,6.047101449,7.150289017,2.6,2.7,178.80425,151.404,3.71975,211.24525,162.64325,3.6545,,0.029499616,0.036826378,,5.719944013,7.485346275,2.12825,2.6745
Akron,1990,161,178,3.9,190.2,181.3,4.2,,0.038626609,0.038997214,,6.680497925,6.744680851,2.7,2.8,176.1336125,155.3934,3.7467875,208.0884625,165.4417625,3.736325,,0.030868665,0.037152003,,5.8640271,7.374246461,2.2140125,2.693325
Akron,1991,163.2,215.7,4.6,177.4,182.4,3.9,,0.039187228,0.049865229,,7.384615385,6.474452555,2.7,3.7,174.1935706,164.43939,3.874769375,203.4851931,167.9854981,3.76087625,,0.03211645,0.039058987,,6.092115342,7.239277375,2.286910625,2.84432625
Akron,1992,137.3,198.3,3.9,170.1,134.5,3.4,,0.028571429,0.026986507,,7.041025641,6.253676471,2,1.8,168.659535,169.5184815,3.878553969,198.4774142,162.9626734,3.706744813,,0.031584696,0.037248115,,6.234451887,7.091437239,2.243874031,2.687677313
Akron,1993,138.7,191.2,3.8,153.3,176.3,3.9,,0.031563845,0.036641221,,7.112820513,7.47804878,2.2,2.4,164.1656048,172.7707093,3.866770873,191.700802,164.9632724,3.735733091,,0.031581569,0.037157081,,6.366207181,7.149428971,2.237292927,2.644525716
Akron,1994,137.3,113.8,2.9,174.4,234.3,4.7,,0.023916293,0.062234795,,4.992727273,8.187793427,1.6,4.4,160.1357641,163.9251029,3.721755242,189.1056817,175.3637815,3.880373127,,0.030431777,0.040918738,,6.160185195,7.305183639,2.141698988,2.907846858
Akron,1995,168.6,95.4,2.4,180.5,251.9,5.2,,0.01980198,0.066478076,,5.491856678,8.242009132,1.4,4.7,161.4053995,153.6463375,3.523491956,187.8148295,186.8442143,4.078317158,,0.028837308,0.044752639,,6.059935917,7.445707463,2.030444139,3.17666983
Akron,1996,124.2,160.9,3.6,131.9,185.5,4.2,,0.028106509,0.036984353,,5.376623377,5.112403101,1.9,2.6,155.8245895,154.7343868,3.534968163,179.427605,186.6425822,4.096569584,,0.028727688,0.043587396,,5.957439036,7.095711809,2.010877519,3.090169355
Akron,1997,118.5,221,4.8,246.6,248.3,5.6,,0.039816233,0.071823204,,6.076923077,8.838709677,2.6,5.2,150.2259011,164.6742288,3.724722938,189.5034643,195.8911948,4.322084147,,0.03039097,0.047822767,,5.975361642,7.357161489,2.099245891,3.406643952
Akron,1998,187.6,187.2,4.3,176.6,223.7,4.8,,0.041666667,0.050578035,,6.58245614,7.779735683,3,3.5,155.8320159,168.0530945,3.811014498,187.5679446,200.0625156,4.393771525,,0.032082324,0.048236057,,6.066425817,7.420547618,2.234359007,3.420647359
Akron,1999,178.2,187.9,3.8,207.6,183.5,4.5,,0.043835616,0.051169591,,7.615384615,7.576642336,3.2,3.5,159.1872135,171.0301303,3.809362323,190.572753,197.5781383,4.409705796,,0.033845318,0.048676087,,6.298769637,7.443961826,2.379205156,3.432550255
Akron,2000,210.5,206.6,4.6,206.3,196.8,4.5,-0.7,0.048090523,0.044474394,13.3,8.034351145,6.741830065,3.4,3.3,166.8841315,176.3656108,3.927957974,192.93184,197.4614175,4.423249927,-0.7,0.035982099,0.048045833,13.3,6.559106863,7.338642062,2.532324383,3.412667717
Akron,2001,193.9,180.8,3.9,284.9,185.6,4.6,-0.3,0.033921303,0.058823529,12,6.974820144,8.739263804,2.5,4.3,170.9365118,177.0307692,3.923764278,206.727064,195.6822049,4.449762438,-0.64,0.035672979,0.049662488,13.105,6.621463855,7.548735323,2.527475725,3.545767559
Akron,2002,246.8,157.5,3.9,227.2,167.3,4.1,0.1,0.048322148,0.049062049,12.9,7.323442136,8.028268551,3.6,3.4,182.316035,174.1011538,3.920199637,209.7980044,191.4248742,4.397298072,-0.529,0.037570355,0.049572422,13.07425,6.726760597,7.620665307,2.688354366,3.523902425
Akron,2003,311.3,158.9,4,225.7,178.3,4.7,-0.6,0.053315995,0.052112676,12.5,8.323529412,6.839393939,4.1,3.7,201.6636298,171.8209807,3.932169691,212.1833037,189.456143,4.442703361,-0.53965,0.039932201,0.04995346,12.9881125,6.966275919,7.503474602,2.900101211,3.550317062
Akron,2004,239.5,97.3,2.8,237,188.9,5,-0.5,0.042105263,0.056022409,13,7.484375,6.991150442,2.8,4,207.3390853,160.6428336,3.762344237,215.9058082,189.3727216,4.526297857,-0.5337025,0.04025816,0.050863802,12.98989563,7.043990782,7.426625978,2.88508603,3.617769502
Akron,2005,277,107.3,3.3,180.8,159,3.9,0.5,0.036437247,0.042212518,13.9,6.658653846,6.434163701,2.7,2.9,217.7882225,152.6414086,3.692992602,210.639937,184.8168133,4.432353178,-0.378647125,0.039685023,0.04956611,13.12641128,6.986190241,7.277756637,2.857323125,3.510104077
Akron,2006,226.7,83.8,2.8,186.2,136.3,3.4,-0.1,0.041666667,0.038011696,17,7.084375,6.65,2.6,2.6,219.1249891,142.3151973,3.559043712,206.9739464,177.5392913,4.277500202,-0.336850056,0.03998227,0.047832948,13.70744959,7.000917955,7.183593141,2.818724657,3.373588465
Akron,2007,183.8,127.8,3.5,224.9,183.8,4.5,0.1,0.032448378,0.044715447,12.6,5.891025641,6.856707317,2.2,3.3,213.8262408,140.1379177,3.550187155,209.6628545,178.4783976,4.310875171,-0.271322548,0.038852186,0.047365323,13.54133215,6.834434108,7.134560267,2.725915958,3.362550196
Akron,2008,231.5,165.2,4.6,210.4,187.2,4.5,-0.5,0.051428571,0.054393305,9.7,6.869436202,7.084175084,3.6,3.9,216.4773046,143.89723,3.707659082,209.7734263,179.786638,4.339243896,-0.305624166,0.040738644,0.04841952,12.96513233,6.839684422,7.12700249,2.857028564,3.443167666
Akron,2009,182.5,118.4,3.6,195.8,171.9,4.3,0.4,0.034257749,0.050432277,11.4,6.403508772,6.682593857,2.1,3.5,211.3807089,140.0726455,3.691510219,207.6774123,178.6036423,4.333357311,-0.199780541,0.039766509,0.048721434,12.73036248,6.774258075,7.060341195,2.74347428,3.451692516
Akron,2010,155.1,113.4,3.5,264.1,164.1,4.3,0.5,0.02907916,0.057437408,11.1,5.329896907,8.862416107,1.8,3.9,202.9386026,136.0717487,3.662783686,216.1408005,176.428096,4.328353715,-0.09481346,0.038163407,0.05002883,12.48580811,6.557603899,7.330652432,2.601953138,3.518938639
Akron,2011,163.3,114.4,3.3,207.6,219.6,4.9,0.7,0.02435312,0.067047076,11.1,5.217252396,8.141176471,1.6,4.7,196.9928122,132.8209864,3.608366133,214.8596804,182.9038816,4.414100657,0.024408559,0.036091864,0.052581567,12.27793689,6.356551174,7.452231038,2.451660167,3.696097843
Akron,2012,312.8,114.4,3.8,238.9,211.1,4.9,1.2,0.041772152,0.057486631,14.3,6.436213992,7.536277603,3.3,4.3,214.3638904,130.0578384,3.637111213,218.4657284,187.1332993,4.486985559,0.200747275,0.036943907,0.053317326,12.58124636,6.368500597,7.464838022,2.578911142,3.786683167
Akron,2013,220.5,121.6,3.5,240.4,163.4,4.1,0.1,0.035816619,0.053941909,11.4,6.282051282,7.396923077,2.5,3.9,215.2843068,128.7891627,3.616544531,221.7558691,183.5733044,4.428937725,0.185635184,0.036774814,0.053411014,12.4040594,6.355533199,7.454650781,2.567074471,3.803680692
Akron,2014,265.4,125.6,4.3,226.1,140,3.8,-0.9,0.039509537,0.032078103,19,6.031818182,6.515850144,2.9,2.3,222.8016608,128.3107883,3.719062852,222.4074887,177.0373088,4.334597066,0.022789906,0.037185022,0.050211077,13.39345049,6.306975947,7.313830685,2.6170133,3.578128588
Alabama,1945,111.6,267.9,6.1,68.4,30.5,1,,0.1005386,0.022123894,,9.538461538,5.181818182,5.6,1,111.6,267.9,6.1,68.4,30.5,1,,0.1005386,0.022123894,,9.538461538,5.181818182,5.6,1
Alabama,1946,90.9,165.9,3.6,87.5,96.1,2.8,,0.036450079,0.034042553,,5.378698225,6.730769231,2.3,1.6,108.495,252.6,5.725,71.265,40.34,1.27,,0.090925322,0.023911693,,8.914497041,5.414160839,5.105,1.09
Alabama,1949,93.9,171.9,3.7,76.1,162.1,3.3,,0.048622366,0.021021021,,5.943037975,4.424418605,3,1.4,106.30575,240.495,5.42125,71.99025,58.604,1.5745,,0.084579878,0.023478092,,8.468778181,5.265699504,4.78925,1.1365
Alabama,1950,142.8,273.4,5.1,95.8,133.5,3.6,,0.059743954,0.025974026,,8.4,5.806060606,4.2,1.4,111.7798875,245.43075,5.3730625,75.5617125,69.8384,1.878325,,0.08085449,0.023852482,,8.458461454,5.346753669,4.7008625,1.176025
Alabama,1951,107.3,220.7,4.7,112.2,211.3,4.1,,0.055016181,0.032394366,,7.4,5.753846154,3.4,2.3,111.1079044,241.7211375,5.272103125,81.05745563,91.05764,2.21157625,,0.076978743,0.025133765,,8.299692236,5.407817542,4.505733125,1.34462125
Alabama,1952,50,229.8,4.5,62.9,166.8,,,0.048252912,,,5.319148936,4.838461538,2.9,1.7,101.9417187,239.9329669,5.156287656,78.33383728,102.418994,2.21157625,,0.072669869,0.025133765,,7.852610741,5.322414141,4.264873156,1.397928063
Alabama,1953,76.3,170.5,4,77.5,142.3,3.6,,0.036900369,0.031372549,,6.411764706,6.919642857,2,1.6,98.09546091,229.5180218,4.982844508,78.20876169,108.4011449,2.419839813,,0.067304444,0.026069582,,7.636483836,5.561998449,3.925142183,1.428238853
Alabama,1954,97.5,177.3,3.7,45.8,176.9,3.8,,0.025848142,0.024475524,,7.222222222,4.126126126,1.6,1.4,98.00614177,221.6853186,4.790417832,73.34744744,118.6759732,2.626863841,,0.061085999,0.025830474,,7.574344594,5.3466176,3.576370855,1.424003025
Alabama,1955,83.3,104.5,3.1,60.7,253.6,4.8,,0.014198783,0.055374593,,5.480263158,6.977011494,0.7,3.4,95.80022051,204.1075208,4.536855157,71.45033032,138.9145772,2.952834265,,0.054052916,0.030262092,,7.260232378,5.591176684,3.144915227,1.720402571
Alabama,1956,74.7,190.7,3.9,85.8,224.2,4.8,,0.020408163,0.049833887,,5.151724138,6.172661871,1.3,3,92.63518743,202.0963927,4.441326883,73.60278077,151.7073906,3.229909125,,0.049006203,0.033197861,,6.943956142,5.678399462,2.868177943,1.912342186
Alabama,1957,76.7,129.3,2.9,78.8,177.2,3.8,,0.01453958,0.039451115,,4.620481928,6.512396694,0.9,2.3,90.24490932,191.1769338,4.210127851,74.38236366,155.531282,3.315422756,,0.04383621,0.034135849,,6.59543501,5.803499047,2.572951252,1.970490858
Alabama,1958,56.7,135.4,3.1,60,146.8,2.9,,0.025440313,0.017322835,,7.0875,4.511278195,1.3,1.1,85.21317292,182.8103937,4.043608673,72.22500911,154.2215897,3.253109343,,0.041076825,0.031613897,,6.669244759,5.609665919,2.382008564,1.839917229
