Last First Name,school,School/Info,position,start year,end year (-1 current position),,position,,,school,len school name
Colletto Jim,ucla, UCLA (OL),ol,1967,1968,ucla (ol),ol,TRUE,6,ucla,4
Colletto Jim,ucla, UCLA (OL),ol,1980,1981,ucla (ol),ol,TRUE,6,ucla,4
Colletto Jim,xavier, Xavier (OL),ol,1970,1971,xavier (ol),ol,TRUE,8,xavier,6
Collins Bobby,southern methodist, SMU,hc,1982,1986,smu,hc,TRUE,#VALUE!,smu,18
Collins Bobby,southern miss, Southern Miss,hc,1975,1981,southern miss,hc,TRUE,#VALUE!,southern miss,13
Collins Jim,capital, Capital (OH),hc,1997,2007,capital (oh),hc,TRUE,9,capital,7
Collins Jim,central michigan, Central Michigan (GA),ga,1989,1990,central michigan (ga),ga,TRUE,18,central michigan,16
Collins Jim,dubuque, Dubuque,hc,1994,1996,dubuque,hc,TRUE,#VALUE!,dubuque,7
Collins Jim,illinois wesleyan, Illinois Wesleyan (OC),oc,1991,1993,illinois wesleyan (oc),oc,TRUE,19,illinois wesleyan,17
Collins Jim,saginaw valley state, Saginaw Valley State,hc,2008,-1,saginaw valley state,hc,TRUE,#VALUE!,saginaw valley state,20
Collins Jr. Earnest,alcorn state, Alcon State,hc,2009,2010,alcon state,hc,TRUE,#VALUE!,alcon state,12
Collins Jr. Earnest,alcorn state, Alcorn State (Asc. HC),ahc,2008,2008,alcorn state (asc. hc),ahc,TRUE,14,alcorn state,12
Collins Jr. Earnest,central florida, Central Florida (DB/ST),db,2007,2007,central florida (db/st),db,TRUE,17,central florida,15
Collins Jr. Earnest,kansas, Kansas (DB/ST),db,2003,2006,kansas (db/st),db,TRUE,8,kansas,6
Collins Jr. Earnest,northern colorado, Northern Colorado,hc,2011,-1,northern colorado,hc,TRUE,#VALUE!,northern colorado,17
Collins Jr. Earnest,northern colorado, Northern Colorado (DB/ST),db,2000,2003,northern colorado (db/st),db,TRUE,19,northern colorado,17
Collins Jr. Earnest,nw missouri st., NW Missouri St. (DB/Ast. ST),db,1996,1999,nw missouri st. (db/ast. st),db,TRUE,17,nw missouri st.,15
Collins Mike,kilgore hs, Kilgore HS (TX) (LB),lb,2007,2007,kilgore hs (tx) (lb),lb,TRUE,12,kilgore hs,10
Collins Mike,louisiana-monroe, LouisianaMonroe (DC),dc,1999,2002,louisianamonroe (dc),dc,TRUE,17,louisianamonroe,16
Collins Mike,louisiana-monroe, LouisianaMonroe (interim HC),hc,2002,2002,louisianamonroe (interim hc),hc,TRUE,17,louisianamonroe,16
Collins Mike,lsu, LSU (LB),lb,2004,2004,lsu (lb),lb,TRUE,5,lsu,3
Collins Mike,lsu, LSU (strength/conditioning intern),st,2003,2003,lsu (strength/conditioning intern),st,TRUE,5,lsu,3
Collins Mike,mcneese state, McNeese State (ACH/DC),ahc,2008,2013,mcneese state (ach/dc),ahc,TRUE,15,mcneese state,13
Collins Mike,mcneese state, McNeese State (LB),lb,1991,1997,mcneese state (lb),lb,TRUE,15,mcneese state,13
Collins Mike,northeast louisiana, Northeast Louisiana (GA),ga,1983,1984,northeast louisiana (ga),ga,TRUE,21,northeast louisiana,19
Collins Mike,northeast louisiana, Northeast Louisiana (LB),lb,1998,1998,northeast louisiana (lb),lb,TRUE,21,northeast louisiana,19
Collins Mike,northwestern state, Northwestern State (AHC/DC),ahc,2005,2006,northwestern state (ahc/dc),ahc,TRUE,20,northwestern state,18
Collins Mike,ouachita hs, Ouachita HS (AR) (DC),dc,1985,1990,ouachita hs (ar) (dc),dc,TRUE,13,ouachita hs,11
Collins Mike,sam houston st., Sam Houston St. (DC),dc,2013,-1,sam houston st. (dc),dc,TRUE,17,sam houston st.,15
Collins Pat,airline hs, Airline HS (assistant),ga,1964,1966,airline hs (assistant),ga,TRUE,12,airline hs,10
Collins Pat,arkansas state, Arkansas State (DC),dc,1990,-1,arkansas state (dc),dc,TRUE,16,arkansas state,14
Collins Pat,arkansas state, Arkansas State (volunteer),hc,1989,1989,arkansas state (volunteer),hc,TRUE,16,arkansas state,14
Collins Pat,louisiana tech, Louisiana Tech (assistant),ga,1967,1980,louisiana tech (assistant),ga,TRUE,16,louisiana tech,14
Collins Pat,louisiana tech, Louisiana Tech (GA),ga,1963,1963,louisiana tech (ga),ga,TRUE,16,louisiana tech,14
Collins Pat,northeast louisiana, Northeast Louisiana,hc,1981,1988,northeast louisiana,hc,TRUE,#VALUE!,northeast louisiana,19
Combs Gordy,johns hopkins, Johns Hopkins (OLB),lb,2009,2013,johns hopkins (olb),lb,TRUE,15,johns hopkins,13
Combs Gordy,towson, Towson,hc,1992,2008,towson,hc,TRUE,#VALUE!,towson,6
Combs Gordy,towson, Towson (asst),ga,1973,1991,towson (asst),ga,TRUE,8,towson,6
Comegy Rick,central state, Central State,hc,1993,1995,central state,hc,TRUE,#VALUE!,central state,13
Comegy Rick,central state, Central State (assistant),ga,1985,1989,central state (assistant),ga,TRUE,15,central state,13
Comegy Rick,central state,Central State,ga,1985,1989,central state,ga,TRUE,#VALUE!,central state,13
Comegy Rick,central state,Central State,hc,1993,1995,central state,hc,TRUE,#VALUE!,central state,13
Comegy Rick,cheyney, Cheyney,hc,1990,1991,cheyney,hc,TRUE,#VALUE!,cheyney,7
Comegy Rick,cheyney,Cheyney,hc,1990,1991,cheyney,hc,TRUE,#VALUE!,cheyney,7
Comegy Rick,colgate, Colgate (assistant),ga,1978,1984,colgate (assistant),ga,TRUE,9,colgate,7
Comegy Rick,colgate,Colgate,ga,1978,1984,colgate,ga,TRUE,#VALUE!,colgate,7
Comegy Rick,jackson state, Jackson State,hc,2006,2013,jackson state,hc,TRUE,#VALUE!,jackson state,13
Comegy Rick,jackson state,Jackson State,hc,2006,2013,jackson state,hc,TRUE,#VALUE!,jackson state,13
Comegy Rick,millersville, Millersville (assistant),ga,1975,1977,millersville (assistant),ga,TRUE,14,millersville,12
Comegy Rick,millersville,Millersville,ga,1975,1977,millersville,ga,TRUE,#VALUE!,millersville,12
Comegy Rick,mississippi valley state, Mississippi Valley State,hc,2014,2014,mississippi valley state,hc,TRUE,#VALUE!,mississippi valley state,24
Comegy Rick,mississippi valley state,Mississippi Valley State,hc,2014,-1,mississippi valley state,hc,TRUE,#VALUE!,mississippi valley state,24
Comegy Rick,tuskegee, Tuskegee,hc,1996,2005,tuskegee,hc,TRUE,#VALUE!,tuskegee,8
Comegy Rick,tuskegee,Tuskegee,hc,1996,2005,tuskegee,hc,TRUE,#VALUE!,tuskegee,8
Conque Clint,central arkansas, Central Arkansas,hc,2000,2013,central arkansas,hc,TRUE,#VALUE!,central arkansas,16
Conque Clint,louisiana tech, Louisiana Tech (OC/RB),oc,1999,1999,louisiana tech (oc/rb),oc,TRUE,16,louisiana tech,14
Conque Clint,louisiana tech, Louisiana Tech (RB),rb,1995,1995,louisiana tech (rb),rb,TRUE,16,louisiana tech,14
Conque Clint,louisiana tech, Louisiana Tech (RB/inside WR),rb,1993,1994,louisiana tech (rb/inside wr),rb,TRUE,16,louisiana tech,14
Conque Clint,louisiana tech, Louisiana Tech (STC/RB),st,1996,1998,louisiana tech (stc/rb),st,TRUE,16,louisiana tech,14
Conque Clint,mcneese state, McNeese State (assistant),ga,1987,1989,mcneese state (assistant),ga,TRUE,15,mcneese state,13
Conque Clint,nicholls state, Nicholls State (GA),ga,1984,1984,nicholls state (ga),ga,TRUE,16,nicholls state,14
Conque Clint,rayne, Rayne (LA) HS (DC),dc,1985,1985,rayne (la) hs (dc),dc,TRUE,7,rayne,5
Conque Clint,samford, Samford (RB),rb,1990,1992,samford (rb),rb,TRUE,9,samford,7
Conque Clint,st. thomas more, St. Thomas More (LA) HS (OC),oc,1986,1986,st. thomas more (la) hs (oc),oc,TRUE,17,st. thomas more,15
Conque Clint,stephen f. austin, Stephen F. Austin,hc,2014,-1,stephen f. austin,hc,TRUE,#VALUE!,stephen f. austin,17
Conway Michael C. Mike,north park, North Park,hc,2013,-1,north park,hc,TRUE,#VALUE!,north park,10
Cooley Archie,arkansas-pine bluff, Arkansas Pine Bluff,hc,1987,1990,arkansas pine bluff,hc,TRUE,#VALUE!,arkansas pine bluff,19
Cooley Archie,mississippi valley state, Mississippi Valley State,hc,1980,1986,mississippi valley state,hc,TRUE,#VALUE!,mississippi valley state,24
Cooley Archie,norfolk state, Norfolk State,hc,1993,1993,norfolk state,hc,TRUE,#VALUE!,norfolk state,13
Cooley Archie,paul quinn college, Paul Quinn College,hc,2000,2006,paul quinn college,hc,TRUE,#VALUE!,paul quinn college,18
Cooley Todd,arkansas tech, Arkansas Tech (OC/QB),oc,2004,2004,arkansas tech (oc/qb),oc,TRUE,15,arkansas tech,13
Cooley Todd,arkansas tech, Arkansas Tech (RB),rb,1998,1999,arkansas tech (rb),rb,TRUE,15,arkansas tech,13
Cooley Todd,central arkansas, Central Arkansas (OC/QB),oc,2005,2008,central arkansas (oc/qb),oc,TRUE,18,central arkansas,16
Cooley Todd,delta state, Delta State,hc,2013,-1,delta state,hc,TRUE,#VALUE!,delta state,11
Cooley Todd,northeastern state, Northeastern State (QB/WR),qb,2000,2000,northeastern state (qb/wr),qb,TRUE,20,northeastern state,18
Cooley Todd,northwestern state, Northwestern State (OC/QB),oc,2009,2012,northwestern state (oc/qb),oc,TRUE,20,northwestern state,18
Cooley Todd,ouachita baptist, Ouachita Baptist (QB),qb,2001,2003,ouachita baptist (qb),qb,TRUE,18,ouachita baptist,16
Cooper John,arizona state, Arizona State,hc,1985,1987,arizona state,hc,TRUE,#VALUE!,arizona state,13
Cooper John,iowa state, Iowa State (assistant),ga,1962,1962,iowa state (assistant),ga,TRUE,12,iowa state,10
Cooper John,kansas, Kansas (assistant),ga,1967,1972,kansas (assistant),ga,TRUE,8,kansas,6
Cooper John,kentucky, Kentucky (assistant),ga,1973,1976,kentucky (assistant),ga,TRUE,10,kentucky,8
Cooper John,ohio state, Ohio State,hc,1988,2000,ohio state,hc,TRUE,#VALUE!,ohio state,10
Cooper John,oregon state, Oregon State (assistant),ga,1963,1964,oregon state (assistant),ga,TRUE,14,oregon state,12
Cooper John,tulsa, Tulsa,hc,1977,1984,tulsa,hc,TRUE,#VALUE!,tulsa,5
Cooper John,ucla, UCLA (assistant),ga,1965,1966,ucla (assistant),ga,TRUE,6,ucla,4
Cooper Robin,north park, North Park,hc,2001,2005,north park,hc,TRUE,#VALUE!,north park,10
Cooper Ron,alabama a&m, Alabama A&M,hc,1998,2001,alabama a&m,hc,TRUE,#VALUE!,alabama a&m,11
Cooper Ron,appalachian state, Appalachian State (GA),ga,1983,1983,appalachian state (ga),ga,TRUE,19,appalachian state,17
Cooper Ron,austin peay, Austin Peay (assistant),ga,1985,1986,austin peay (assistant),ga,TRUE,13,austin peay,11
Cooper Ron,east carolina, East Carolina (assistant),ga,1989,1989,east carolina (assistant),ga,TRUE,15,east carolina,13
Cooper Ron,eastern michigan, Eastern Michigan,hc,1993,1994,eastern michigan,hc,TRUE,#VALUE!,eastern michigan,16
Cooper Ron,louisville, Louisville,hc,1995,1997,louisville,hc,TRUE,#VALUE!,louisville,10
Cooper Ron,lsu, LSU (DB),db,2009,2011,lsu (db),db,TRUE,5,lsu,3
Cooper Ron,minnesota, Minnesota (GA),ga,1984,1984,minnesota (ga),ga,TRUE,11,minnesota,9
Cooper Ron,mississippi state, Mississippi State (DC),dc,2003,2003,mississippi state (dc),dc,TRUE,19,mississippi state,17
Cooper Ron,murray state, Murray State (DC),dc,1987,1988,murray state (dc),dc,TRUE,14,murray state,12
Cooper Ron,notre dame, Notre Dame (assistant),ga,1991,1992,notre dame (assistant),ga,TRUE,12,notre dame,10
Cooper Ron,south carolina, South Carolina (assistant),ga,2004,2008,south carolina (assistant),ga,TRUE,16,south carolina,14
Cooper Ron,tampa bay buccaneers, Tampa Bay Buccaneers (DB),db,2012,2012,tampa bay buccaneers (db),db,TRUE,22,tampa bay buccaneers,20
Cooper Ron,unlv, UNLV (DC),dc,1990,1990,unlv (dc),dc,TRUE,6,unlv,4
Cooper Ron,usf, USF (DB),db,2013,-1,usf (db),db,TRUE,5,usf,3
Cooper Ron,wisconsin, Wisconsin (DB),db,2002,2002,wisconsin (db),db,TRUE,11,wisconsin,9
Cortese Bob,fort hays state, Fort Hays State,hc,1990,1997,fort hays state,hc,TRUE,#VALUE!,fort hays state,15
Cortese Bob,mesa state, Mesa State,hc,1980,1989,mesa state,hc,TRUE,#VALUE!,mesa state,10
Cosgrove Jack,boston college, Boston College (OA),ga,1985,1986,boston college (oa),ga,TRUE,16,boston college,14
Cosgrove Jack,maine, Maine,hc,1993,-1,maine,hc,TRUE,#VALUE!,maine,5
Cosgrove Jack,maine, Maine (GA),ga,1978,1980,maine (ga),ga,TRUE,7,maine,5
Cosgrove Jack,maine, Maine (OC),oc,1989,1992,maine (oc),oc,TRUE,7,maine,5
Cosgrove Jack,maine, Maine (QB/WR),qb,1987,1988,maine (qb/wr),qb,TRUE,7,maine,5
Coughlin Tom,rochester institute of technology, Rochester Institute of Technology,hc,1970,1973,rochester institute of technology,hc,TRUE,#VALUE!,rochester institute of technology,33
Coughlin Tom,syracuse university, Syracuse University,hc,1969,1969,syracuse university,hc,TRUE,#VALUE!,syracuse university,19
Cowdrey Charlie,fort scott cc, Fort Scott CC,hc,1969,1976,fort scott cc,hc,TRUE,#VALUE!,fort scott cc,13
Cowdrey Charlie,illinois state, Illinois State,hc,1977,1980,illinois state,hc,TRUE,#VALUE!,illinois state,14
Cowdrey Charlie,southwestern, Southwestern,hc,1983,1981,southwestern,hc,TRUE,#VALUE!,southwestern,12
Cozza Carmen,miami oh, Miami OH (assistant),ga,1956,1962,miami oh (assistant),ga,TRUE,10,miami oh,8
Cozza Carmen,yale, Yale,hc,1965,1996,yale,hc,TRUE,#VALUE!,yale,4
Cozza Carmen,yale, Yale (assistant),ga,1963,1964,yale (assistant),ga,TRUE,6,yale,4
Craddock Bruce,truman state, Truman State,hc,1979,1982,truman state,hc,TRUE,#VALUE!,truman state,12
Craddock Bruce,western illinois, Western Illinois,hc,1983,1989,western illinois,hc,TRUE,#VALUE!,western illinois,16
Craft Tom,mt. san antonio cc, Mt. San Antonio (AHC/OC/QB),ahc,2007,2009,mt. san antonio (ahc/oc/qb),ahc,TRUE,17,mt. san antonio,18
Craft Tom,palomar, Palomar,hc,1983,1993,palomar,hc,TRUE,#VALUE!,palomar,7
Craft Tom,palomar, Palomar,hc,1997,2001,palomar,hc,TRUE,#VALUE!,palomar,7
Craft Tom,palomar, Palomar (assistant),ga,1977,1982,palomar (assistant),ga,TRUE,9,palomar,7
Craft Tom,riverside city, Riverside City,hc,2010,-1,riverside city,hc,TRUE,#VALUE!,riverside city,14
Craft Tom,san diego state, San Diego State (OC/QB),oc,1994,1996,san diego state (oc/qb),oc,TRUE,17,san diego state,15
Craft Tom,san diego state, San Diego State,hc,2002,2005,san diego state,hc,TRUE,#VALUE!,san diego state,15
Crandall Ken,maine maritime, Maine Maritime (assistant),ga,1992,1993,maine maritime (assistant),ga,TRUE,16,maine maritime,14
Crandall Ken,minnesotamorris, MinnesotaMorris,hc,1998,2006,minnesotamorris,hc,TRUE,#VALUE!,minnesotamorris,15
Crandall Ken,minnesotamorris, MinnesotaMorris (OC),oc,1996,1997,minnesotamorris (oc),oc,TRUE,17,minnesotamorris,15
Crandall Ken,norwich, Norwich (OC),oc,1994,1995,norwich (oc),oc,TRUE,9,norwich,7
Crandall Ken,pittsburgh state, Pittsburg State (GA),ga,1991,1991,pittsburg state (ga),ga,TRUE,17,pittsburg state,16
Crandall Ken,southwestern, Southwestern (KS),hc,2007,-1,southwestern (ks),hc,TRUE,14,southwestern,12
Craven Michael Mike,saint xavier, Saint Xavier,hc,1993,1998,saint xavier,hc,TRUE,#VALUE!,saint xavier,12
Creehan Dennis Denny,aldersonbroaddus, AldersonBroaddus,hc,2012,-1,aldersonbroaddus,hc,TRUE,#VALUE!,aldersonbroaddus,16
Creehan Dennis Denny,arkansas state, Arkansas State (DC),dc,1997,1997,arkansas state (dc),dc,TRUE,16,arkansas state,14
Creehan Dennis Denny,army, Army (ST),st,2003,2003,army (st),st,TRUE,6,army,4
Creehan Dennis Denny,calgary stampeders, Calgary Stampeders (DC),dc,2004,2007,calgary stampeders (dc),dc,TRUE,20,calgary stampeders,18
Creehan Dennis Denny,california, California (ST),st,1987,1989,california (st),st,TRUE,12,california,10
Creehan Dennis Denny,carnegie mellon, Carnegie Mellon (OC),oc,1975,1975,carnegie mellon (oc),oc,TRUE,17,carnegie mellon,15
Creehan Dennis Denny,duke, Duke (ILB/ST),lb,2001,2002,duke (ilb/st),lb,TRUE,6,duke,4
Creehan Dennis Denny,edinboro, Edinboro,hc,1979,1984,edinboro,hc,TRUE,#VALUE!,edinboro,8
Creehan Dennis Denny,edinboro, Edinboro (DC),dc,1976,1978,edinboro (dc),dc,TRUE,10,edinboro,8
Creehan Dennis Denny,edmonton eskimos, Edmonton Eskimos (ST),st,1985,1986,edmonton eskimos (st),st,TRUE,18,edmonton eskimos,16
Creehan Dennis Denny,edmonton eskimos, Edmonton Eskimos (ST),st,1991,1991,edmonton eskimos (st),st,TRUE,18,edmonton eskimos,16
Creehan Dennis Denny,hamilton tiger-cats, Hamilton Tiger-Cats (DC),dc,2008,2008,hamilton tiger-cats (dc),dc,TRUE,21,hamilton tiger-cats,19
Creehan Dennis Denny,keystone oaks hs, Keystone Oaks HS (PA) (assistant),ga,1971,1973,keystone oaks hs (pa) (assistant),ga,TRUE,18,keystone oaks hs,16
Creehan Dennis Denny,pittsburgh, Pittsburgh (GA),ga,1974,1974,pittsburgh (ga),ga,TRUE,12,pittsburgh,10
Creehan Dennis Denny,rutgers, Rutgers (DC),dc,1998,2000,rutgers (dc),dc,TRUE,9,rutgers,7
Creehan Dennis Denny,san francisco state, San Francisco State,hc,1990,1990,san francisco state,hc,TRUE,#VALUE!,san francisco state,19
Creehan Dennis Denny,south dakota, South Dakota,hc,1992,1996,south dakota,hc,TRUE,#VALUE!,south dakota,12
Creehan Dennis Denny,west virginia wesleyan, West Virginia Wesleyan,hc,2009,2010,west virginia wesleyan,hc,TRUE,#VALUE!,west virginia wesleyan,22
Creighton Chris,concordia, Concordia (IL) (OC),oc,1991,1992,concordia (il) (oc),oc,TRUE,11,concordia,9
Creighton Chris,drake, Drake,hc,2008,2013,drake,hc,TRUE,#VALUE!,drake,5
Creighton Chris,eastern michigan, Eastern Michigan,hc,2014,-1,eastern michigan,hc,TRUE,#VALUE!,eastern michigan,16
Creighton Chris,manchester, Manchester (IN) (OC),oc,1993,1996,manchester (in) (oc),oc,TRUE,12,manchester,10
Creighton Chris,ottawa, Ottawa (KS),hc,1997,2000,ottawa (ks),hc,TRUE,8,ottawa,6
Creighton Chris,wabash, Wabash,hc,2001,2007,wabash,hc,TRUE,#VALUE!,wabash,6
Criner Jim,amiens spartiates, Amiens Spartiates,hc,2012,-1,amiens spartiates,hc,TRUE,#VALUE!,amiens spartiates,17
Criner Jim,boise state, Boise State,hc,1976,1982,boise state,hc,TRUE,#VALUE!,boise state,11
Criner Jim,brigham young, BYU (assistant),ga,1972,1972,byu (assistant),ga,TRUE,5,byu,13
Criner Jim,california, California (DB),db,1970,1971,california (db),db,TRUE,12,california,10
Criner Jim,hayward state, Hayward State (DC),dc,1969,1969,hayward state (dc),dc,TRUE,15,hayward state,13
Criner Jim,iowa state, Iowa State,hc,1983,1986,iowa state,hc,TRUE,#VALUE!,iowa state,10
Criner Jim,las vegas outlaws, Las Vegas Outlaws,hc,2001,2001,las vegas outlaws,hc,TRUE,#VALUE!,las vegas outlaws,17
Criner Jim,scottish claymores, Scottish Claymores,hc,1995,2000,scottish claymores,hc,TRUE,#VALUE!,scottish claymores,18
Criner Jim,ucla, UCLA (LB),lb,1975,1975,ucla (lb),lb,TRUE,6,ucla,4
Criner Jim,ucla, UCLA (OL),ol,1973,1974,ucla (ol),ol,TRUE,6,ucla,4
Criner Jim,utah, Utah (OL),ol,1967,1968,utah (ol),ol,TRUE,6,utah,4
Cristobal Mario,alabama, Alabama (OL),ol,2013,-1,alabama (ol),ol,TRUE,9,alabama,7
Cristobal Mario,fiu, FIU,hc,2007,2012,fiu,hc,TRUE,#VALUE!,fiu,3
Cristobal Mario,miami, Miami (Assistant HC/TE),ga,2013,2013,miami (assistant hc/te),ga,TRUE,7,miami,5
Cristobal Mario,miami, Miami (GA),ga,1998,2000,miami (ga),ga,TRUE,7,miami,5
Cristobal Mario,miami, Miami (OL),ol,2006,2006,miami (ol),ol,TRUE,7,miami,5
Cristobal Mario,miami, Miami (TE),te,2004,2005,miami (te),te,TRUE,7,miami,5
Cristobal Mario,rutgers, Rutgers (OL),ol,2003,2003,rutgers (ol),ol,TRUE,9,rutgers,7
Cristobal Mario,rutgers, Rutgers (OT/TE),ol,2001,2002,rutgers (ot/te),ol,TRUE,9,rutgers,7
Cronin Bill,georgetown, Georgetown (KY),hc,1997,-1,georgetown (ky),hc,TRUE,12,georgetown,10
Crouch Darrell,eureka, Eureka,hc,2000,2004,eureka,hc,TRUE,#VALUE!,eureka,6
Crowe Jack,arkansas, Arkansas,hc,1990,1992,arkansas,hc,TRUE,#VALUE!,arkansas,8
Crowe Jack,arkansas, Arkansas (OC),oc,1989,1989,arkansas (oc),oc,TRUE,10,arkansas,8
Crowe Jack,auburn, Auburn (OC),oc,1982,1985,auburn (oc),oc,TRUE,8,auburn,6
Crowe Jack,baylor, Baylor (OC),oc,1993,1995,baylor (oc),oc,TRUE,8,baylor,6
Crowe Jack,clemson, Clemson (OC),oc,1986,1988,clemson (oc),oc,TRUE,9,clemson,7
Crowe Jack,jacksonville state, Jacksonville State,hc,2000,2012,jacksonville state,hc,TRUE,#VALUE!,jacksonville state,18
Crowe Jack,livingston, Livingston,hc,1977,1978,livingston,hc,TRUE,#VALUE!,livingston,10
Crowe Jack,livingston, Livingston (OC),oc,1973,1976,livingston (oc),oc,TRUE,12,livingston,10
Crowe Jack,north alabama, North Alabama (OC),oc,1979,1980,north alabama (oc),oc,TRUE,15,north alabama,13
Crowe Jack,wyoming, Wyoming (OC),oc,1981,1981,wyoming (oc),oc,TRUE,9,wyoming,7
Crowton Gary,boston college, Boston College (QB),qb,1991,1993,boston college (qb),qb,TRUE,16,boston college,14
Crowton Gary,brigham young, Brigham Young,hc,2001,2004,brigham young,hc,TRUE,#VALUE!,brigham young,13
Crowton Gary,brigham young, Brigham Young (GA),ga,1982,1982,brigham young (ga),ga,TRUE,15,brigham young,13
Crowton Gary,chicago bears, Chicago Bears (OC),oc,1999,2000,chicago bears (oc),oc,TRUE,15,chicago bears,13
Crowton Gary,georgia tech, Georgia Tech (co-OC),oc,1994,1994,georgia tech (co-oc),oc,TRUE,14,georgia tech,12
Crowton Gary,louisiana tech, Louisiana Tech,hc,1996,1998,louisiana tech,hc,TRUE,#VALUE!,louisiana tech,14
Crowton Gary,louisiana tech, Louisiana Tech (OC),oc,1995,1995,louisiana tech (oc),oc,TRUE,16,louisiana tech,14
Crowton Gary,lsu, LSU (OC),oc,2007,2010,lsu (oc),oc,TRUE,5,lsu,3
Crowton Gary,maryland, Maryland (OC),oc,2011,2011,maryland (oc),oc,TRUE,10,maryland,8
Crowton Gary,new hampshire, New Hampshire (OC),oc,1988,1990,new hampshire (oc),oc,TRUE,15,new hampshire,13
Crowton Gary,oregon, Oregon (OC),oc,2005,2006,oregon (oc),oc,TRUE,8,oregon,6
Crowton Gary,snow college, Snow College (DB),db,1983,1983,snow college (db),db,TRUE,14,snow college,12
Crowton Gary,snow college, Snow College (OC),oc,1984,1986,snow college (oc),oc,TRUE,14,snow college,12
Crowton Gary,southern utah, Southern Utah(OC),oc,2014,-1,southern utah(oc),oc,TRUE,14,southern utah,13
Crowton Gary,western illinois, Western Illinois (OC),oc,1987,1987,western illinois (oc),oc,TRUE,18,western illinois,16
Crowton Gary,winnipeg blue bombers, Winnipeg Blue Bombers (OC),oc,2012,2013,winnipeg blue bombers (oc),oc,TRUE,23,winnipeg blue bombers,21
Crum Dick,kent state, Kent State,hc,1988,1990,kent state,hc,TRUE,#VALUE!,kent state,10
Crum Dick,mentor hs, Mentor HS (OH),hc,1963,1968,mentor hs (oh),hc,TRUE,11,mentor hs,9
Crum Dick,miami oh, Miami (OH),hc,1974,1977,miami (oh),hc,TRUE,7,miami,8
Crum Dick,miami oh, Miami (OH) (assistant),ga,1969,1973,miami (oh) (assistant),ga,TRUE,7,miami,8
