bell coach,0.786843344,1
bell george,0.821716382,3
bell harry m,-0.792873009,2
bell james,-0.849505268,3
bell john a,-0.788285606,2
bell john robert,-0.231062441,8
bell julian,-0.868787191,1
bell kerwin,0.590348103,10
bell lynn,-0.757273817,1
bell madison a matty,-0.008317028,23
bell oc,0.049517807,3
bell richard,-0.757710343,1
bell steve,0.417724824,14
bell tom,0.266111818,14
bell william m bill,0.164101927,18
bellard emory,0.20853416,19
bellotti mike,0.267197812,20
bemier charles a,0.188965983,3
bemies charles o,-0.871362245,2
benda joseph f joe,0.303114694,14
bender john r chief,-0.017644921,9
bender paul,0.255184091,5
benefiel chester chet,-0.018970404,2
benefield al,0.582554994,1
benet christie,-0.384557468,4
benhase carl k,-0.926990817,1
bennett david,0.376403402,15
bennett lyle,-0.772346871,3
bennett ms,-0.530323493,6
bennett phil,-0.128469238,36
bennett vern s,0.88042525,1
bennion fred,-0.078275698,8
bennis edward m,-0.90521184,1
benoit jr andy,-0.059198646,2
benoit rex,0.716751777,1
benson bob,-0.02452136,13
benson buddy,0.007405797,31
benson coach,-0.189779631,1
benson percy,0.765080405,1
bentley bobby,0,0
bently fenis,-0.34441298,7
benton jim,0.402092298,4
berg albert,-0.34417811,1
berge clarence a,0.760422474,1
bergen frank,0.192049713,1
bergen martin v,-0.050808779,2
bergman arthur j,0.552555846,3
bergman bob,-0.866923141,2
bergman wf bus,-0.074975717,16
berkhouse yeager,-0.926990817,1
berkstresser allen p,-0.405171117,7
berna justin,-0.075233408,3
bernard ben,-0.372700599,4
bernard brad,0.133032657,14
bernard joe,-0.510684049,2
bernard roland k,-0.520720431,4
berndt arthur h,-0.926990817,1
berndt jerry,-0.076960053,29
berrien chauncey l,-0.528280497,2
berrien lt frank d,0.257882445,3
berry clyde,0.507084456,4
berry j howard,-0.900590523,1
berry reuben,-0.884859524,2
berry thomas a tom  janvier j,0.822264319,1
berry todd,-0.140702983,30
berry w durant,0,2
berryman robert punk,-0.75398126,1
best charles m,0.099785789,5
best ray,0.069282824,5
bestwick dick,-0.362528644,6
bevan roland,0.18297531,2
beyer charles a,-0.215062257,1
bezdek hugo f,0.093939492,24
bibber george van,-0.412401097,5
bible dana,0.169026789,60
bible dana x,0.184172896,30
bible wb,-0.788760084,1
bible wb  laval wl billy,0.782206621,1
bicknell jr jack,-0.10570453,23
bicknell sr jack,-0.151542581,23
biddle dick,0.344804683,41
bieber c leonard len,-0.859842218,1
bielema bret,0.250180711,21
bierman bernard w bernie,0.165580275,26
biesiot hank,0,0
biggers clyde w,-0.267197759,13
biggs bob,0,0
bigler ivan e pete,-0.125514727,18
biglow l horatio,-0.105541205,1
billings gm,0.502288511,1
billings tim,-0.278623269,6
binford melvin j mel,0.486547059,2
bingesser jon,-0.418970478,4
bingman lw,-0.794826515,1
binlein sm  brother george,0.737728469,1
binnewies george,-0.259899354,2
birmingham clayt,-0.214506106,1
birmingham don,0.350918848,7
bishop chauncy,-0.18105013,3
bishop jack,-0.011163909,15
bishop jr,0.449888444,14
bissell franklin gene,-0.1407065,26
bitcon larry,0.067599965,7
bixler paul o,-0.371929265,6
black coach,-0.834885812,1
black robert,-0.887921769,4
blackbourn lisle w liz,0.000473128,6
blackburn casey l,-0.34417811,1
blackburn george blackie,-0.091067328,13
blackburn joseph,-0.874954484,1
blackledge ron,-0.819591115,3
blackman robert l bob,0.236282921,30
blacknall ben,-0.2031186,4
blackney gary,-0.05575176,43
blaik earl h red,0.318016255,25
blaine william m,-0.690526184,1
blair howard h red,0.214331408,16
blair je,0.385706548,1
blair walter r,-0.339568449,7
blair william,0.560827717,1
blake avery f,-0.245184716,1
blake frank,0.35312554,2
blake ft,-0.703086203,7
blake john,-0.461703606,17
blakeney larry,0.344114801,14
blanchard claire h okie,-0.892970627,1
blanchard jesse merrill,-0.296415618,3
bland john,-0.043898198,2
blankenship bill,0.13878744,3
blankenship ira,-0.327578881,2
blasi bob,0.128590301,19
blatnik al,-0.145710659,3
blaylock ron,-0.087645922,2
bleamaster wilfred c,-0.429134756,6
bleich herman,0.334180019,2
bleil bill,-0.129566986,5
bless bill,0.043024822,22
blessing richard,0.739171284,2
blevins al,0.21761259,6
blevins jim,0.028660933,4
bliss ch howard,-0.790984454,2
bliss clifford douglas pop,0.482796025,2
bliss laurence t,-0.19677791,2
block king,-0.123886709,3
bloss bill,0.6059974,2
bloss john,-0.817015397,1
blount kermit,-0.142022344,20
blount winton b,-0.206695803,3
boales hubert,-0.792602654,1
bobbitt reverend,-0.767697097,1
bobeck nick,-0.853328154,2
bobo john,-0.385148806,8
bobo william herschel,-0.62929329,4
bockrath chris,-0.898204346,1
bocock branch,0.150883496,18
bodor bob,-0.217619782,1
bodwell horace g,-0.806826906,1
boe everett,0.240640737,1
boehland mel,-0.626570278,1
boerman thom,0.171307104,5
bogle tom a,0.188212987,2
bohl craig,0.347563775,31
bohler george,-0.362994886,6
bohler ray,-0.808143619,3
boisture dan,0.500142271,7
boisture tom,-0.453989884,2
boler clark,-0.912376436,2
boles sa,-0.770436505,2
bolley henry l,-0.527386403,6
bolstorff david,0.124916818,4
bond george h,0.196383833,1
bond james,-0.838201879,1
bond jay,-0.480385165,1
bond thorson,0.73449411,2
bondurant dr alexander h,0.31827303,1
bonner ray,-0.585263449,3
boone jack,0.033571631,10
boone jr,-0.774042647,3
booth aa,-0.884242088,1
booth thornley,0.142949637,6
booth walter c bummy,0.522872762,6
boque peter,0,1
boreland ws,0.361282817,3
boren allen,-0.681906889,2
borleske stanley e stan,-0.308259745,9
borleske stanley e stan  finnegan casey c,-0.75529323,1
borrow harold m,0.252152756,3
borst marvin,-0.687674176,6
bossert w max,-0.080643028,4
boston clarence e chief,-0.24768708,16
botsford horace,-0.834405182,2
bouch ralph,-0.859570551,4
bovard alan j al,-0.159349679,10
bowan carl t,-0.389479513,1
bowden bobby,0.268673176,51
bowden terry,0.179364416,20
bowden tommy,0.232369682,32
bower jeff,0.219083597,33
bowes bill,0.150880086,29
bowman richard dick,0.042443426,3
bowser charles w,-0.695030775,4
bowyer ernest,0.214525308,2
boyd sam b,-0.235882761,3
boyer prof  nace prof,-0.791108719,1
boyers robert e,0.034682796,2
boyes jerry,0,0
boyett theodore ted,-0.402065027,2
boykin trent,-0.751376394,2
boyle jack,-0.688503224,2
boyle samuel alexander,-0.370007283,2
boyles mel,-0.860257633,3
boylin jack,-0.489335446,1
boynton lawrence william larry,-0.078527919,2
bracy willis,0.356188192,4
braden co,0.303612002,2
braden marv,-0.417678662,2
bradford theodore,-0.34417811,3
bradley bernie,0.169044241,1
bradley dr dwight,-0.147532258,1
bradley jim,-0.371730079,5
bradley kevin,-0.926990817,1
bradley tom,-0.258293972,33
bradshaw charlie,-0.179138936,14
bradshaw jimmy,0.428072419,8
bradshaw wesley,0.19760391,2
brady glenn,-0.307446979,3
brady pt,0.829398272,1
bragg eugene j,0.319390895,2
bragg jubie,-0.197737763,10
bragg jy,-0.926990817,1
brake arthur,-0.901650616,2
brakefield jim,-0.056956865,13
branch alonzo edwin,-0.907143942,2
branch jesse,-0.087993915,13
brandeberry john,-0.34417811,1
brandon donald g,-0.292858543,2
brandon gregg,0.135129839,27
brandon miles,0.106523479,2
brann chris,-0.345731682,8
brannan melvin a,-0.10963319,2
brannon earl,0.209251307,4
brasington ken,-0.385008319,4
braun jim,0.002442291,4
brautigam vincent vince,-0.00818261,9
brayboy jack s,0.056530852,3
breaux darwin,-0.287949295,1
breaux inman a,0.07803758,6
breen john,-0.744044732,3
breitbach greg,-0.335457989,1
breitbard bob,-0.814017935,1
breitenstein bob,0.516544868,1
brennan bill,-0.625413523,2
brennan terence p terry,-0.062006308,5
brennecke fritz s,-0.09056845,22
brennick harry e,-0.762740017,1
brett ernest e,-0.61999461,1
brewer billy,0.150841066,22
brewer chester l,0.198444057,18
brewer kenneth,-0.282504657,3
brewer kidd,0.649451089,4
brewin ja,-0.380578452,4
brewster paul,-0.859828883,2
brewster tim,-0.086304605,21
brice fred m,-0.054891015,20
brickey frank,0.356787713,4
brickley charles  dumoe joseph,-0.203472899,1
brickley charles e,0.858871966,3
brides arthur e,-0.090079284,6
bridgers john d,-0.308779808,14
bridges frank b,0.043578911,9
briggs arthur w,-0.051324496,20
briggs bill,-0.926990817,1
briggs harrison,-0.501828763,2
briggs je,0.789490995,2
briggs kent,-0.353637583,6
briggs steve,-0.087304683,24
briggs thomas,-0.738524565,1
brigham dj  fitzpatrick prof,-0.926990817,1
brigham fh,0.899537688,1
bright edgar a ed,0.044920734,1
bright raymond,-0.291948711,7
briles art,0.366361703,15
brill martin marty,0.174080848,9
britton wh,-0.68071049,1
britton william,-0.401429011,1
broadus w,-0.901795335,1
broadway rod,0.384572055,35
brock dave,-0.036756482,22
brock harry,0.061881453,1
brock stan,-0.038837808,5
brodie david a,0.410318554,1
broeker joe,-0.09208195,11
bronson reuben,-0.133880886,3
bronzan robert t bob,-0.244594196,7
brooke george h,0.178312698,16
brookhart jd,-0.204865345,6
brooks bill,-0.265280156,7
brooks greg,-0.579408149,5
brooks philip phil,0.01772538,21
brooks pv,0.814323119,1
brooks rich,0.090103898,34
brooks robert a,0.273542461,5
brooks terrance a,-0.698707525,3
brooks william a,0.434233197,1
broome bob,-0.314956577,3
brophy neil,-0.230225311,3
brothers john o buddy,0.133258714,7
brown alonzo g,0.850127912,1
brown ancil  parish jason,-0.263305112,1
brown ancil delos,-0.73699687,2
brown arthur m,-0.150237336,7
brown charles h,-0.48943814,3
brown chris,0.293941796,3
brown coach ,-0.056543768,2
brown dave,-0.611400022,6
brown don,0.361401181,9
brown dr,-0.528054179,1
brown earl m,-0.287280957,8
brown eo,0.238780807,14
brown eric,-0.926990817,1
brown ernest,-0.675224979,1
brown floyd l,-0.480175634,5
brown fred t,-0.432005167,6
brown gus,0.477642044,1
brown james,-0.328341358,1
brown james a babe,-0.893628866,2
brown james m bingo,-0.8525878,2
brown john e,-0.638567124,8
brown joseph,-0.06215155,6
brown leroy,-0.038821801,2
brown mack,0.300317047,30
brown melvin,-0.312427754,4
brown ocie,-0.411652935,4
brown paul e,0.193133356,3
brown phil ,-0.006831229,2
brown ralph manning,-0.310216081,1
brown rec,-0.449098057,2
brown reginald wp reggie,-0.34286945,4
brown robert,-0.34417811,1
brown robert n red,0.185587894,3
brown robert roswell buster,-0.078387226,10
brown scott,-0.926990817,1
brown tom,-0.34417811,1
brown watson,-0.234234064,39
brown william d,-0.808366193,1
brown willie,-0.35427991,1
browne arthur w,0.178095226,5
brownfield jim,0.467682464,5
browning scott,0.056245775,8
brownlie ira c,-0.519410301,1
brownson robert,0.257150793,4
broyles chuck,0,0
broyles frank,0.191478823,20
bruce burton,0.631674642,3
bruce earl j,0.878463441,2
bruce earle,0.082178607,27
bruchhaus kirby,-0.30234012,1
bruhn milton milt,-0.164820079,11
brumage alpha,0.489896865,4
brumbaugh re,0.128256183,1
brumbelow mike,0.210648109,7
brumfield scott,-0.219760195,4
bryan mac,-0.800733994,3
bryant bf,-0.486730467,2
bryant cleve,-0.635923187,5
bryant gw,-0.280953521,2
bryant paul w bear,0.388501385,43
buchanan corliss,-0.856267412,2
buchanan justin buck,0.134335103,1
buchheit george c,-0.318153958,7
buck edward t,-0.81880444,1
buck hc,-0.726537159,2
buck howard p cub,-0.303963204,3
buckingham harry g,0.282004213,3
buckley keith,0.287949295,1
budd dr,-0.840314347,2
buer gary m,0.098022171,18
bull dr alfred e,0.19257476,8
bull william t,0.493036154,1
buller wes,-0.322696856,3
bullie lonzo,0.220527168,3
bullington wally,0.23469389,9
bullock darryl,-0.834612,1
bullock heine,0.333809702,1
bullock matthew washington,0.063372094,9
bumgardner max,-0.631550426,5
bunker eugene f,0.541461351,1
bunn kenneth,-0.634483096,4
bunting john,-0.334244629,6
burbage cornell,0,0
burbage jeff,0.746845496,1
burch robert,0.703316802,3
burcky ac,-0.40537008,25
burgard paul,-0.891148496,1
burgess bill,0.003580478,12
burghardt william f,0.142801167,5
burke bob,0.122158902,7
burke brian,-0.024128269,6
burke william h,0.663178994,3
burkholder authur l,-0.311330578,1
burleson jesse,-0.385721631,3
burleson luther f,0.704524271,1
burlingame george,-0.022941558,3
burnett raymond,-0.37550676,6
burnham elmer h,0.007737702,2
burns coach,-0.492325574,1
burns frank r,0.058055081,13
burns jerry,-0.677409831,5
burns keith,-0.163431399,27
burns robert g bob,0.376078709,7
burrell jf  carson  holmes charles,0.360008194,6
burrell john,-0.447245057,10
burroughs derrick,0.168367264,5
burtnett leon,-0.435201483,11
burton ernest,0.578926677,1
burton nigel,0.282682536,8
burton samuel d,-0.184500677,6
burward coach,-0.896592159,1
busbee perrin,0.119560193,3
buser alfred leo al,-0.314776043,3
bush cc,-0.048829094,3
bush jack,-0.523375883,1
bush joe,-0.887578031,1
bushofsky jack,-0.429867911,4
buss edbert c,0.444036487,5
bustle rickey,0.112764819,31
butcher aw,-0.63158985,1
butler charles bud,-0.021132725,5
butler dan,-0.892265082,1
butova henry a,-0.082883567,5
butterfield james jim,0.255076356,38
butterworth frank s,-0.073863076,4
butterworth horace,0.407402142,1
butts wallace,-0.095980638,22
byam lonnie p,-0.90502094,2
byarm lp,0.107943643,8
bynum george,-0.199850695,1
bynum otis,0.580210446,2
byrd franz a jazz,-0.195590248,4
byrd hc curley,0.007860008,24
cabell jake,-0.209564664,1
cable tom,-0.428481635,19
cabral brian,-0.278788701,3
caccia babe,0.168759437,14
caddas chester,-0.072900349,8
cagle chris,-0.861301654,1
cahill edward f,-0.53917559,2
cahill tom,0.076872347,8
cahoon fred,-0.397787526,1
cahoon ivan w,-0.149283291,2
cain johnny,0.408355076,6
cain ted,0.127619962,30
caine martin l,-0.429841675,1
caito thomas,0.159321823,5
calaway bill,-0.18163741,4
caldwell charles w charlie,0.268601554,12
caldwell jim,-0.307592918,24
caldwell l jay,-0.047852309,2
caldwell otis,0.3078345,3
caldwell robbie,0.141284193,37
caldwell thomas l,-0.004988169,16
calhoun troy,0.16166589,23
callahan bill,-0.25094869,19
callahan kevin,0.095877666,29
callahan ray,-0.065932839,4
callahan tim,-0.81496414,1
calland leo b,-0.133017554,13
callaway neil,-0.225533065,34
callison prince g prink,-0.111942097,6
calloway david,-0.881055769,1
calvin james powell,-0.675224979,1
cameron cam,-0.213228188,16
cameron edmund m eddie,0.064944046,4
cameron james,0.035312571,6
cameron jeremy,0,1
camp frank,0.10497627,23
camp james v jim,-0.047122522,6
camp tim,0.122306099,1
camp walter c,0.156516572,7
campbell coach,-0.252700656,1
campbell garrett m,0.759195541,1
campbell george p,0.07690636,5
campbell matt,0.186481055,12
campbell professor,-0.246782581,3
campbell royal r roy,-0.012709736,17
campbell steve,-0.256804328,4
campbell thomas j,-0.408699176,3
campbell vm bic,0.321574485,2
campbell william v,-0.493698577,6
camper john,-0.907220011,4
campiglia bob,-0.204782941,21
campora don,-0.903163653,2
canales mike,0.249336912,20
candeto craig,-0.287949295,1
canine henry,-0.879696584,1
cann frank h,-0.693520201,1
cann howard g,-0.432945684,2
cannell jackson l jack,-0.109528401,7
cannon frank,0.373455993,1
cannon kirby,-0.074665328,11
cantiani paul,-0.116154737,13
cappon franklin c cappy,-0.770596703,2
capshaw elmer,-0.886733649,1
capshaw elmer  calahan tim,0.64527451,1
caputi david,-0.240640737,1
caragher ron,0.114243166,21
caraway elbert,-0.845884235,5
carberry glenn,-0.24467794,2
carden macky,0.058232513,5
cardi art,0.42698814,5
cardo ron,-0.328600637,16
carey rod,0.383816806,10
carideo frank,-0.911628502,3
carillot vince,-0.908032779,1
caris bill,0.313709478,4
carl jack r,0.871639712,2
carlen jim,0.23022665,16
