"num_seasons","school","source","target","weight"
"1","oregon st.","703","5118","0.029411764705882353"
"1","sacred heart","3589","2051","0.09090909090909091"
"4","texas","418","5457","0.3076923076923077"
"10","hawaii","6504","6333","1.0"
"1","boston college","6771","482","0.034482758620689655"
"8","maine","6771","1273","0.27586206896551724"
"3","kentucky","4503","4544","0.21428571428571427"
"1","kentucky","159","1404","0.017857142857142856"
"1","virginia","159","3630","0.017857142857142856"
"1","lsu","159","177","0.017857142857142856"
"5","nc state","159","4720","0.08928571428571429"
"3","kentucky","159","703","0.05357142857142857"
"2","michigan state","6832","1449","0.15384615384615385"
"1","auburn","888","1773","0.03125"
"1","middle tennessee","888","4103","0.03125"
"1","mississippi state","888","6620","0.03125"
"4","oklahoma","3588","6177","0.04878048780487805"
"1","arkansas st.","3588","546","0.012195121951219513"
"1","alabama","3588","769","0.012195121951219513"
"1","oklahoma","3588","3887","0.012195121951219513"
"2","oklahoma","3588","1931","0.024390243902439025"
"2","iowa st.","3588","3917","0.024390243902439025"
"3","tennessee-martin","3885","4236","0.08823529411764706"
"1","duke","3885","1416","0.029411764705882353"
"1","georgia","3885","2371","0.029411764705882353"
"14","air force","4107","1518","1.0"
"1","lsu","2292","5505","0.04"
"9","oklahoma","2292","6177","0.36"
"1","north dakota","6019","3716","0.05"
"2","washington st.","6019","1621","0.1"
"1","north carolina","689","6245","0.05"
"2","florida","689","6064","0.1"
"3","georgia tech","2157","4747","0.05357142857142857"
"1","william & mary","2157","3671","0.017857142857142856"
"1","maryland","2157","2221","0.017857142857142856"
"8","maryland","2157","5435","0.14285714285714285"
"1","maryland","2157","3723","0.017857142857142856"
"2","miami oh","5053","4860","0.125"
"1","texas tech","746","1626","0.015873015873015872"
"1","vanderbilt","746","3884","0.015873015873015872"
"1","vanderbilt","746","5810","0.015873015873015872"
"1","oklahoma","746","2292","0.015873015873015872"
"1","mississippi state","746","5728","0.015873015873015872"
"2","ohio","1564","3519","0.029411764705882353"
"1","texas a&m","1564","5726","0.014705882352941176"
"2","air force","1564","864","0.029411764705882353"
"3","air force","1564","1518","0.04411764705882353"
"3","ohio","1564","2483","0.04411764705882353"
"1","nevada","1564","199","0.014705882352941176"
"3","ole miss","4843","659","0.25"
"1","georgia southern","3229","5482","0.02564102564102564"
"1","navy","3229","6626","0.02564102564102564"
"7","hawaii","3229","6504","0.1794871794871795"
"3","nebraska","6505","865","0.125"
"1","unlv","6505","3094","0.041666666666666664"
"1","connecticut","4469","1805","0.041666666666666664"
"4","akron","4469","698","0.16666666666666666"
"1","air force","2199","2698","0.043478260869565216"
"1","florida","2199","1591","0.043478260869565216"
"2","ole miss","204","4709","0.16666666666666666"
"2","indiana","5601","874","0.18181818181818182"
"1","eastern michigan","4431","1253","0.018867924528301886"
"4","eastern michigan","4431","5194","0.07547169811320754"
"3","oklahoma st.","4431","2501","0.05660377358490566"
"1","notre dame","4431","2959","0.018867924528301886"
"1","lsu","4431","2030","0.018867924528301886"
"1","northeastern","2467","2214","0.041666666666666664"
"2","maine","2467","6771","0.08333333333333333"
"5","winston-salem state","3249","549","0.38461538461538464"
"1","northeastern","5335","2214","0.024390243902439025"
"5","rutgers","5335","5590","0.12195121951219512"
"1","colgate","5335","6162","0.024390243902439025"
"9","idaho state","122","6752","0.5625"
"1","rhode island","4193","6076","0.09090909090909091"
"1","washington","210","4638","0.011627906976744186"
"2","ucla","210","1647","0.023255813953488372"
"1","washington","210","2307","0.011627906976744186"
"1","minnesota","210","3805","0.011627906976744186"
"3","idaho","210","48","0.03488372093023256"
"1","ucla","210","1672","0.011627906976744186"
"4","arizona","210","5859","0.046511627906976744"
"2","nebraska","3709","5911","0.08"
"2","wisconsin","3709","96","0.08"
"2","auburn","5420","1045","0.0196078431372549"
"1","georgia tech","5420","3229","0.00980392156862745"
"1","penn st.","5420","4715","0.00980392156862745"
"1","duke","5420","2130","0.00980392156862745"
"1","georgia tech","5420","1805","0.00980392156862745"
"3","georgia tech","5420","4747","0.029411764705882353"
"1","western carolina","5420","538","0.00980392156862745"
"1","minnesota","5420","665","0.00980392156862745"
"1","alabama","5420","1404","0.00980392156862745"
"13","william & mary","3040","3671","0.2765957446808511"
"2","memphis tn","3040","5589","0.0425531914893617"
"2","memphis tn","3040","6692","0.0425531914893617"
"1","south carolina","3040","4498","0.02127659574468085"
"3","wofford","212","5539","0.25"
"2","arizona st.","1173","1248","0.044444444444444446"
"1","notre dame","1173","1471","0.022222222222222223"
"2","purdue","1173","816","0.044444444444444446"
"1","ucla","1173","1672","0.022222222222222223"
"1","william & mary","5435","2959","0.025"
"1","maryland","5435","1072","0.025"
"1","william & mary","5435","3732","0.025"
"5","yale","5515","1301","0.4166666666666667"
"2","florida","1966","7036","0.038461538461538464"
"2","middle tennessee","1966","4103","0.038461538461538464"
"2","oklahoma st.","1966","2501","0.038461538461538464"
"1","baylor","1966","5227","0.019230769230769232"
"2","baylor","1966","1366","0.038461538461538464"
"7","stanford","6736","5172","0.5833333333333334"
"1","mississippi state","6547","6410","0.045454545454545456"
"1","mississippi state","6547","1971","0.045454545454545456"
"1","stanford","1952","2437","0.043478260869565216"
"2","stanford","1952","6765","0.08695652173913043"
"7","michigan","4088","5586","0.3333333333333333"
"4","montana","1553","5206","0.5"
"1","georgia tech","6183","5387","0.01818181818181818"
"1","pitt","6183","6570","0.01818181818181818"
"4","maryland","6183","2157","0.07272727272727272"
"4","ucf","6183","4747","0.07272727272727272"
"2","stanford","5327","477","0.2"
"1","washington","4471","3149","0.1111111111111111"
"10","central michigan","1562","3554","1.0"
"1","michigan","874","5586","0.02857142857142857"
"2","michigan","874","4411","0.05714285714285714"
"7","colorado","303","4088","0.2916666666666667"
"1","missouri","303","1573","0.041666666666666664"
"15","penn st.","4871","1873","0.7894736842105263"
"1","washington st.","175","1886","0.02564102564102564"
"2","colorado st.","175","3839","0.05128205128205128"
"5","albion","175","5471","0.1282051282051282"
"3","auburn","2873","287","0.07142857142857142"
"5","auburn","2873","3291","0.11904761904761904"
"3","mississippi state","2873","1488","0.07142857142857142"
"2","wittenberg","3792","2007","0.18181818181818182"
"1","northwestern","4174","1735","0.018518518518518517"
"1","arkansas","4174","4971","0.018518518518518517"
"2","arkansas","4174","4970","0.037037037037037035"
"1","northwestern","4174","2037","0.018518518518518517"
"1","auburn","599","1773","0.012658227848101266"
"1","alabama","599","5589","0.012658227848101266"
"1","west virginia","599","1064","0.012658227848101266"
"3","auburn","599","598","0.0379746835443038"
"1","duke","599","5810","0.012658227848101266"
"1","fsu","599","2795","0.012658227848101266"
"1","kentucky","599","1404","0.012658227848101266"
"6","alabama","5971","769","0.3333333333333333"
"1","tulane","5998","2297","0.014705882352941176"
"1","east carolina","5998","5304","0.014705882352941176"
"2","wisconsin","5998","4097","0.029411764705882353"
"1","east carolina","5998","3796","0.014705882352941176"
"1","elon","5998","2570","0.014705882352941176"
"1","east carolina","5998","467","0.014705882352941176"
"1","youngstown state","3937","6360","0.018518518518518517"
"1","oklahoma","3937","3676","0.018518518518518517"
"7","kansas st.","3937","5900","0.12962962962962962"
"1","oklahoma","3937","6064","0.018518518518518517"
"1","youngstown state","3937","6898","0.018518518518518517"
"1","bucknell","4308","3616","0.045454545454545456"
"1","western carolina","4308","2901","0.045454545454545456"
"1","south carolina","3197","5633","0.03333333333333333"
"1","eastern kentucky","3197","3428","0.03333333333333333"
"1","fsu","3197","597","0.03333333333333333"
"2","eastern kentucky","5952","2964","0.2222222222222222"
"16","georgia","5482","1665","0.41025641025641024"
"1","vanderbilt","5482","2440","0.02564102564102564"
"1","auburn","5482","3291","0.02564102564102564"
"4","california","5668","2949","0.2"
"4","texas tech","5668","3676","0.2"
"1","alabama","2086","769","0.03333333333333333"
"2","virginia tech","2086","5681","0.06666666666666667"
"1","ucf","5647","127","0.02857142857142857"
"1","ucf","5647","5504","0.02857142857142857"
"3","mississippi state","3208","1352","0.0379746835443038"
"2","clemson","3208","6692","0.02531645569620253"
"1","auburn","3208","3933","0.012658227848101266"
"3","alabama","3208","1722","0.0379746835443038"
"3","south carolina","3208","5955","0.0379746835443038"
"1","southern miss","3208","2559","0.012658227848101266"
"3","depauw","6491","4525","0.08108108108108109"
"2","illinois","6491","3894","0.05405405405405406"
"1","edinboro pa","6491","6247","0.02702702702702703"
"1","stanford","5530","6243","0.011363636363636364"
"1","usc","5530","5368","0.011363636363636364"
"1","usc","5530","1670","0.011363636363636364"
"3","usc","5530","5322","0.03409090909090909"
"1","utah","5530","4323","0.011363636363636364"
"1","louisville","5530","6100","0.011363636363636364"
"1","notre dame","5530","1173","0.011363636363636364"
"2","memphis tn","1752","6692","0.023529411764705882"
"1","arkansas","1752","2086","0.011764705882352941"
"3","mcmurry","1752","4544","0.03529411764705882"
"6","mississippi state","1752","5728","0.07058823529411765"
"1","ole miss","1752","659","0.011764705882352941"
"1","mcmurry","1752","4367","0.011764705882352941"
"3","new mexico","1752","4498","0.03529411764705882"
"1","memphis tn","1722","2978","0.02127659574468085"
"2","alabama","1722","4751","0.0425531914893617"
"1","alabama","1722","769","0.02127659574468085"
"1","mount union","885","3346","0.027777777777777776"
"3","bowling green","885","639","0.08333333333333333"
"2","toledo","885","383","0.05555555555555555"
"1","boston college","5243","2787","0.045454545454545456"
"2","virginia","5243","3803","0.09090909090909091"
"1","oklahoma","6177","3887","0.024390243902439025"
"4","arkansas","6177","755","0.0975609756097561"
"5","oklahoma","6177","1931","0.12195121951219512"
"6","ucla","1402","1647","0.048"
"1","ucla","1402","3426","0.008"
"4","stanford","1402","1052","0.032"
"2","ucla","1402","4471","0.016"
"6","ucla","1402","6327","0.048"
"3","ucla","1402","4638","0.024"
"4","ucla","1402","1672","0.032"
"1","ucla","1402","3228","0.008"
"1","stanford","1402","5172","0.008"
"1","ucla","1402","6522","0.008"
"2","oregon","4952","6241","0.08333333333333333"
"1","oregon","4952","3530","0.041666666666666664"
"2","northern colorado","6114","1434","0.2"
"2","william paterson","2057","163","0.18181818181818182"
"2","stanford","4005","5686","0.2"
"5","notre dame","2960","2959","0.23809523809523808"
"1","fsu","2960","597","0.047619047619047616"
"4","florida","7036","5955","0.1"
"1","virginia tech","7036","356","0.025"
"2","cincinnati","7036","2399","0.05"
"1","maryland","3789","6183","0.021739130434782608"
"2","maryland","3789","1805","0.043478260869565216"
"3","illinois","3789","7036","0.06521739130434782"
"1","florida","3789","1966","0.021739130434782608"
"1","pitt","1962","4332","0.0196078431372549"
"1","notre dame","1962","2959","0.0196078431372549"
"3","cincinnati","1962","4012","0.058823529411764705"
"3","pitt","1962","1559","0.058823529411764705"
"1","iowa","859","1203","0.041666666666666664"
"1","northwestern","859","2437","0.041666666666666664"
"1","vanderbilt","3294","4826","0.02857142857142857"
"1","louisiana tech","3294","3967","0.02857142857142857"
"2","southern miss","3294","600","0.05714285714285714"
"2","nebraska","6516","1571","0.1"
"4","wyoming","3812","3448","0.18181818181818182"
"1","new mexico","3812","1970","0.045454545454545456"
"9","delaware","5407","5203","0.2903225806451613"
"1","colorado st.","5407","3847","0.03225806451612903"
"12","penn st.","624","4871","1.0909090909090908"
"1","tcu","4892","1719","0.16666666666666666"
"1","akron","598","1959","0.043478260869565216"
"1","fsu","598","597","0.043478260869565216"
"3","washington st.","1861","6165","0.12"
"4","montana","1861","6157","0.16"
"3","colgate","866","1743","0.09090909090909091"
"4","colgate","866","2070","0.12121212121212122"
"4","alcorn state","3272","6274","0.3076923076923077"
"1","lsu","1186","5505","0.04"
"3","louisiana-monroe","1186","3335","0.12"
"1","michigan state","5047","5505","0.020833333333333332"
"4","notre dame","5047","6651","0.08333333333333333"
"1","texas a&m","5047","6131","0.020833333333333332"
"1","baylor","5047","6001","0.020833333333333332"
"2","tennessee tech","5867","2785","0.08333333333333333"
"7","tennessee tech","5867","5163","0.2916666666666667"
"3","alabama","3451","5759","0.057692307692307696"
"1","arkansas","3451","2086","0.019230769230769232"
"1","arkansas","3451","1366","0.019230769230769232"
"3","georgia","3451","1653","0.057692307692307696"
"1","texas a&m","3451","5726","0.019230769230769232"
"3","nebraska","5911","4784","0.2727272727272727"
"1","wake forest","2846","1104","0.08333333333333333"
"1","miami oh","6620","2727","0.015151515151515152"
"8","indiana","6620","1268","0.12121212121212122"
"6","michigan state","6620","4940","0.09090909090909091"
"3","michigan state","6620","6783","0.045454545454545456"
"3","lsu","6620","1617","0.045454545454545456"
"1","kansas","6343","2322","0.014084507042253521"
"3","alabama","6343","2122","0.04225352112676056"
"1","baylor","6343","6238","0.014084507042253521"
"1","mississippi state","6343","4536","0.014084507042253521"
"5","louisiana tech","6343","659","0.07042253521126761"
"9","north carolina","6343","733","0.1267605633802817"
"1","mississippi state","4939","6410","0.1111111111111111"
"1","colorado","5589","1863","0.0196078431372549"
"2","arizona","5589","6333","0.0392156862745098"
"1","alabama","5589","1404","0.0196078431372549"
"1","southern miss","5589","600","0.0196078431372549"
"1","penn st.","5589","4871","0.0196078431372549"
"2","southern miss","600","1179","0.05555555555555555"
"1","oklahoma st.","600","3276","0.027777777777777776"
"1","southern miss","600","2559","0.027777777777777776"
"4","nebraska","4921","4920","0.2"
"2","kansas st.","4921","5900","0.1"
"1","mississippi state","526","1253","0.02564102564102564"
"1","oklahoma","526","5507","0.02564102564102564"
"2","north carolina","526","6885","0.05128205128205128"
"1","south florida","5904","2960","0.017857142857142856"
"1","ucf","5904","4155","0.017857142857142856"
"2","texas a&m","5904","6131","0.03571428571428571"
"1","marshall","5904","1027","0.017857142857142856"
"1","minnesota","5904","5432","0.017857142857142856"
"5","arkansas","3276","3223","0.38461538461538464"
"1","michigan","2978","5674","0.014705882352941176"
"1","florida","2978","5955","0.014705882352941176"
"1","tulane","2978","6243","0.014705882352941176"
"2","southern miss","2978","600","0.029411764705882353"
"1","memphis tn","2978","5060","0.014705882352941176"
"1","illinois","6243","6401","0.1"
"1","new hampshire","6719","601","0.1"
"1","springfield","6192","2093","0.06666666666666667"
"2","baylor","2626","6238","0.18181818181818182"
"2","arizona st.","4801","3582","0.2"
"2","alabama","6135","5505","0.028169014084507043"
"1","tennessee","6135","1024","0.014084507042253521"
"2","louisville","6135","6885","0.028169014084507043"
"1","alabama a&m","6135","1253","0.014084507042253521"
"1","pitt","6135","6438","0.014084507042253521"
"1","illinois st.","6135","2734","0.014084507042253521"
"3","louisiana tech","4894","6779","0.2727272727272727"
"1","kansas st.","4878","1593","0.037037037037037035"
"3","new mexico","4878","2122","0.1111111111111111"
"1","east carolina","244","1870","0.05555555555555555"
"2","texas tech","244","919","0.1111111111111111"
"2","kansas st.","3552","5900","0.18181818181818182"
"1","southern illinois","1858","6618","0.04"
"1","western kentucky","1858","2596","0.04"
"10","penn st.","1067","4871","0.9090909090909091"
"1","akron","6474","698","0.08333333333333333"
"5","hampton","5812","6223","0.23809523809523808"
"2","florida a&m","5812","2944","0.09523809523809523"
"1","maryland","356","1072","0.06666666666666667"
"4","wesleyan","5764","6701","0.36363636363636365"
"6","southeast missouri state","4191","5519","0.11764705882352941"
"4","northern illinois","4191","4973","0.0784313725490196"
"5","indiana st.","4191","5158","0.09803921568627451"
"1","navy","4191","1027","0.0196078431372549"
"10","oklahoma","2546","6177","0.1388888888888889"
"1","west virginia","2546","1271","0.013888888888888888"
"1","florida","2546","2546","0.013888888888888888"
"1","oklahoma","2546","3887","0.013888888888888888"
"5","oklahoma","2546","1931","0.06944444444444445"
"7","penn st.","2546","4871","0.09722222222222222"
"1","southern illinois","865","5826","0.05263157894736842"
"6","illinois","865","6736","0.3157894736842105"
"3","florida","6100","5955","0.02830188679245283"
"1","notre dame","6100","1471","0.009433962264150943"
"1","texas a&m","6100","5728","0.009433962264150943"
"3","south carolina","6100","2959","0.02830188679245283"
"1","florida","6100","1454","0.009433962264150943"
"1","florida","6100","7036","0.009433962264150943"
"3","florida","6100","4323","0.02830188679245283"
"1","ole miss","6100","4843","0.009433962264150943"
"1","florida","6100","4924","0.009433962264150943"
"1","kansas st.","2129","5106","0.02631578947368421"
"2","maryland","2129","2157","0.05263157894736842"
"3","maryland","2129","6183","0.07894736842105263"
"2","florida","6064","5955","0.05714285714285714"
"3","iowa","6064","2170","0.08571428571428572"
"4","kansas st.","6064","5900","0.11428571428571428"
"3","duke","6837","5955","0.08108108108108109"
"3","georgia","6837","1665","0.08108108108108109"
"2","georgia","6837","5482","0.05405405405405406"
"1","arkansas","4455","2698","0.030303030303030304"
"1","nebraska","4455","4784","0.030303030303030304"
"7","southern methodist","4455","2170","0.21212121212121213"
"1","rutgers","1341","1384","0.1"
"1","new mexico","3550","5778","0.011764705882352941"
"3","brigham young","3550","1814","0.03529411764705882"
"1","new mexico","3550","6327","0.011764705882352941"
"1","new mexico","3550","255","0.011764705882352941"
"1","brigham young","3550","3038","0.011764705882352941"
"1","new mexico","3550","1589","0.011764705882352941"
"1","new mexico","3550","1519","0.011764705882352941"
"5","texas a&m","1072","769","0.2777777777777778"
"1","kentucky","4113","1404","0.1"
"1","greensboro","5347","3477","0.08333333333333333"
"3","iowa st.","3805","4082","0.06976744186046512"
"4","iowa st.","3805","758","0.09302325581395349"
"1","connecticut","3805","2960","0.023255813953488372"
"1","minnesota","3805","4009","0.023255813953488372"
"2","unlv","199","4322","0.2222222222222222"
"1","illinois","3559","6736","0.1"
"1","arizona","4376","3646","0.037037037037037035"
"1","indiana st.","4376","3287","0.037037037037037035"
"1","nc state","1069","477","0.05"
"3","boston college","1069","4720","0.15"
"1","iowa","485","2170","0.029411764705882353"
"1","wisconsin","485","96","0.029411764705882353"
"1","kansas st.","485","5900","0.029411764705882353"
"4","southern illinois","5137","1550","0.05194805194805195"
"1","wake forest","5137","6901","0.012987012987012988"
"1","wake forest","5137","859","0.012987012987012988"
"2","bowling green","5137","6060","0.025974025974025976"
"1","northwestern","5137","4904","0.012987012987012988"
"1","new mexico","5137","5717","0.012987012987012988"
"5","colorado","5771","2584","0.38461538461538464"
"2","texas tech","4261","3676","0.05405405405405406"
"4","texas tech","4261","5668","0.10810810810810811"
"2","texas tech","4261","4241","0.05405405405405406"
"1","usc","5901","4203","0.014705882352941176"
"1","unlv","5901","5368","0.014705882352941176"
"4","oregon","5901","2154","0.058823529411764705"
"1","utah st.","5901","3570","0.014705882352941176"
"4","unlv","5901","2700","0.058823529411764705"
"4","unlv","5901","5530","0.058823529411764705"
"2","texas tech","2916","3676","0.0625"
"1","oklahoma st.","2916","2501","0.03125"
"1","houston","2916","6131","0.03125"
"1","washington st.","6131","5099","0.015873015873015872"
"2","purdue","6131","1024","0.031746031746031744"
"3","minnesota","6131","1519","0.047619047619047616"
"1","texas a&m","6131","5811","0.015873015873015872"
"3","oklahoma","6131","6064","0.047619047619047616"
"1","minnesota","6131","6432","0.015873015873015872"
"1","baylor","5695","6238","0.02857142857142857"
"3","unlv","5695","5530","0.08571428571428572"
"1","kansas","5695","6343","0.02857142857142857"
"5","indiana","1621","1268","0.10869565217391304"
"10","washington st.","1621","5099","0.21739130434782608"
"3","purdue","1621","816","0.06521739130434782"
"1","citadel","1621","6183","0.021739130434782608"
"3","alabama","2559","769","0.16666666666666666"
"1","tennessee tech","2122","1454","0.045454545454545456"
"2","kansas st.","2122","1593","0.09090909090909091"
"3","western kentucky","6188","1858","0.08823529411764706"
"2","stanford","6188","5686","0.058823529411764705"
"1","western kentucky","6188","2596","0.029411764705882353"
"6","colgate","4823","1743","0.3333333333333333"
"3","new hampshire","6023","4154","0.21428571428571427"
"1","arkansas","3933","4709","0.043478260869565216"
"2","auburn","3933","1045","0.08695652173913043"
"1","vanderbilt","769","5526","0.030303030303030304"
"3","alabama","769","6265","0.09090909090909091"
"12","alcorn state","1450","978","1.0"
"1","western michigan","5519","2584","0.041666666666666664"
"1","purdue","5519","5922","0.041666666666666664"
"8","southern illinois","4038","1070","0.32"
"1","toledo","4038","885","0.04"
"3","east tennessee state","1011","2570","0.13636363636363635"
"4","charleston southern","1011","4379","0.18181818181818182"
"2","stevenson md","6162","2996","0.2222222222222222"
"2","ucla","2700","1647","0.15384615384615385"
"3","kansas st.","4155","2297","0.25"
"1","wyoming","6442","3736","0.03333333333333333"
"1","wyoming","6442","1615","0.03333333333333333"
"5","wyoming","6442","6315","0.16666666666666666"
"1","cincinnati","2399","4012","0.1"
"4","texas","4273","2179","0.19047619047619047"
"3","texas","4273","47","0.14285714285714285"
"1","stanford","2596","6765","0.013157894736842105"
"2","bowling green","2596","4621","0.02631578947368421"
"2","iowa","2596","3653","0.02631578947368421"
"1","stanford","2596","5686","0.013157894736842105"
"1","pitt","2596","2399","0.013157894736842105"
"3","michigan","2596","4411","0.039473684210526314"
"1","michigan state","6827","5395","0.06666666666666667"
"1","oklahoma","5507","2546","0.020833333333333332"
"4","texas tech","5507","5668","0.08333333333333333"
"5","oklahoma","5507","2292","0.10416666666666667"
"2","texas tech","5507","4261","0.041666666666666664"
"1","michigan","2911","946","0.1"
"1","wofford","2570","212","0.041666666666666664"
"6","air force","2570","1518","0.25"
"5","oregon","419","703","0.45454545454545453"
"1","ucla","908","1647","0.037037037037037035"
"1","kentucky","908","4990","0.037037037037037035"
"3","miami oh","4440","2903","0.07692307692307693"
"1","nc state","4440","5720","0.02564102564102564"
"4","youngstown state","4440","6898","0.10256410256410256"
"1","louisville","554","5607","0.045454545454545456"
"5","washington","3606","4803","0.20833333333333334"
"16","washington","3606","3149","0.6666666666666666"
"1","missouri southern st.","6270","1506","0.047619047619047616"
"1","lsu","6270","159","0.047619047619047616"
"1","texas tech","1776","3676","0.1"
"1","clemson","5733","2698","0.037037037037037035"
"1","oregon st.","5733","4973","0.037037037037037035"
"1","central michigan","1155","1562","0.024390243902439025"
"1","central michigan","1155","3554","0.024390243902439025"
"7","alma","1155","701","0.17073170731707318"
"1","wake forest","6901","859","0.043478260869565216"
"1","arkansas","6901","3933","0.043478260869565216"
"1","alcorn state","1185","3260","0.04"
"1","kansas","1185","1631","0.04"
"4","marshall","5575","1653","0.4"
"1","ucf","516","2051","0.030303030303030304"
"1","ucf","516","5420","0.030303030303030304"
"4","maryland","516","2157","0.12121212121212122"
"1","maryland","6438","3565","0.01282051282051282"
"1","pitt","6438","2517","0.01282051282051282"
"1","cornell","6438","2627","0.01282051282051282"
"8","cornell","6438","4581","0.10256410256410256"
"3","cincinnati","6438","4012","0.038461538461538464"
"1","kansas","6438","2399","0.01282051282051282"
"1","mississippi state","6438","418","0.01282051282051282"
"1","notre dame","4323","1173","0.08333333333333333"
"3","air force","3519","1518","0.08571428571428572"
"6","ohio","3519","2483","0.17142857142857143"
"3","ohio","3519","1564","0.08571428571428572"
"1","villanova","6353","2051","0.022727272727272728"
"1","villanova","6353","5745","0.022727272727272728"
"1","rhode island","6353","5335","0.022727272727272728"
"1","temple","6353","460","0.022727272727272728"
"3","oregon","6241","419","0.23076923076923078"
"1","arizona st.","1876","2510","0.01639344262295082"
"1","michigan","1876","946","0.01639344262295082"
"1","arizona st.","1876","5901","0.01639344262295082"
"1","louisville","1876","3551","0.01639344262295082"
"3","louisville","1876","6100","0.04918032786885246"
"2","memphis tn","6104","5589","0.043478260869565216"
"6","nc state","6104","99","0.13043478260869565"
"2","fsu","6104","597","0.043478260869565216"
"1","auburn","6104","598","0.021739130434782608"
"2","arizona st.","3960","1248","0.08"
"2","tennessee","3960","2183","0.08"
"1","louisiana tech","3730","481","0.01639344262295082"
"1","auburn","3730","6380","0.01639344262295082"
"2","louisville","3730","4970","0.03278688524590164"
"3","houston","3730","6131","0.04918032786885246"
"2","alabama","4751","5971","0.07692307692307693"
"2","auburn","4751","598","0.07692307692307693"
"6","north alabama","5806","6547","0.2727272727272727"
"1","north alabama","5806","3092","0.045454545454545456"
"1","indiana","3555","6967","0.058823529411764705"
"1","miami oh","3555","5432","0.058823529411764705"
"2","minnesota","1253","2959","0.046511627906976744"
"3","south carolina","1253","5955","0.06976744186046512"
"1","east carolina","1253","3736","0.023255813953488372"
"1","unlv","1253","6102","0.023255813953488372"
"1","oklahoma st.","3203","3276","0.03225806451612903"
"2","mississippi state","3203","162","0.06451612903225806"
"1","oklahoma st.","3203","600","0.03225806451612903"
"1","oklahoma st.","6626","5981","0.02857142857142857"
"5","air force","6626","1518","0.14285714285714285"
"2","wyoming","6626","1366","0.05714285714285714"
"1","hamilton","4154","6023","0.017543859649122806"
"2","new hampshire","4154","1897","0.03508771929824561"
"1","boston college","4154","482","0.017543859649122806"
"4","new hampshire","4154","601","0.07017543859649122"
"2","north carolina","3529","1966","0.03773584905660377"
"1","illinois","3529","7036","0.018867924528301886"
"2","wyoming","3529","1615","0.03773584905660377"
"1","kansas st.","3529","5900","0.018867924528301886"
"3","clemson","3529","599","0.05660377358490566"
"3","utah","5194","4067","0.2727272727272727"
"1","ucf","1384","5504","0.011111111111111112"
"1","ucf","1384","127","0.011111111111111112"
"2","western michigan","1384","1454","0.022222222222222223"
"1","rutgers","1384","5590","0.011111111111111112"
"1","illinois","1384","383","0.011111111111111112"
"1","stanford","1384","6243","0.011111111111111112"
"6","bucknell","5230","1411","0.17142857142857143"
"1","colgate","5230","1743","0.02857142857142857"
"1","tennessee","3707","2183","0.07142857142857142"
"1","california","5172","1847","0.06666666666666667"
"3","florida a&m","2944","6223","0.3"
"7","miami oh","1301","5053","0.7777777777777778"
"1","wake forest","5378","5120","0.014285714285714285"
"1","maryland","5378","6448","0.014285714285714285"
"3","texas","5378","3894","0.04285714285714286"
"5","wake forest","5378","2486","0.07142857142857142"
"2","boston college","5378","6182","0.02857142857142857"
"1","colorado","5378","2584","0.014285714285714285"
"3","gardner-webb","6865","4883","0.08108108108108109"
"1","mississippi state","6865","1971","0.02702702702702703"
"2","furman","6865","2118","0.05405405405405406"
"1","southern methodist","4544","3269","0.1"
"3","maine","833","6697","0.06976744186046512"
"4","colgate","833","3595","0.09302325581395349"
"1","colgate","833","3362","0.023255813953488372"
"1","cincinnati","4621","6113","0.047619047619047616"
"1","fordham","3431","5138","0.015384615384615385"
"1","temple","3431","162","0.015384615384615385"
"1","kentucky","3431","1072","0.015384615384615385"
"3","fordham","3431","2362","0.046153846153846156"
"1","navy","3431","1027","0.015384615384615385"
"3","lsu","1663","2030","0.08333333333333333"
"1","georgia","1663","1653","0.027777777777777776"
"1","southern methodist","1663","1589","0.027777777777777776"
"2","nc state","954","3433","0.09523809523809523"
"1","arkansas","954","2959","0.047619047619047616"
"1","illinois","3896","1834","0.03333333333333333"
"4","cincinnati","3896","6113","0.13333333333333333"
"8","north dakota","4583","3716","0.7272727272727273"
"4","colorado","1672","4638","0.08333333333333333"
"1","ucf","1672","3568","0.020833333333333332"
"1","vanderbilt","1672","4005","0.020833333333333332"
"1","northern arizona","1672","210","0.020833333333333332"
"4","south dakota","3024","1330","0.14285714285714285"
"1","indiana st.","3024","6689","0.03571428571428571"
"1","alabama","5631","5971","0.07142857142857142"
"6","oklahoma","6067","6064","0.1935483870967742"
"5","iowa","6067","2170","0.16129032258064516"
"6","kansas st.","6067","5900","0.1935483870967742"
"2","baylor","1366","5227","0.04081632653061224"
"2","clemson","1366","2086","0.04081632653061224"
"1","north alabama","1366","2493","0.02040816326530612"
"1","wyoming","1366","3448","0.02040816326530612"
"3","auburn","1366","1773","0.061224489795918366"
"1","brigham young","3601","1373","0.047619047619047616"
"1","idaho","3601","844","0.047619047619047616"
"6","clemson","6058","2086","0.2222222222222222"
"3","lsu","6058","4099","0.1111111111111111"
"4","south carolina","4130","6930","0.3333333333333333"
"1","notre dame","4379","1959","0.09090909090909091"
"2","stanford","5686","2597","0.16666666666666666"
"3","washington st.","3743","5099","0.08333333333333333"
"2","colorado st.","3743","1933","0.05555555555555555"
"1","virginia","3743","3803","0.027777777777777776"
"1","stephen f. austin","4637","2629","0.023255813953488372"
"3","howard payne","4637","2296","0.06976744186046512"
