"num_seasons","school","source","target","weight"
"3","eastern illinois","5922","5948","0.07317073170731707"
"12","wyoming","5922","6315","0.2926829268292683"
"4","minnesota-duluth","6764","4663","0.36363636363636365"
"1","abilene","5281","1193","0.0196078431372549"
"2","west texas a&m","5281","6063","0.0392156862745098"
"1","west texas a&m","5281","6002","0.0196078431372549"
"7","eastern new mexico","5281","1845","0.13725490196078433"
"8","utah st.","5691","5901","0.25"
"1","oregon","5691","2154","0.03125"
"2","stanford","5691","6560","0.0625"
"1","usc","5536","954","0.03125"
"2","usc","5536","1048","0.0625"
"1","usc","5536","3432","0.03125"
"3","northeastern","4490","718","0.09375"
"1","yale","4490","5263","0.03125"
"1","worcester tech","4490","5764","0.03125"
"1","montana","5918","1553","0.05"
"6","montana","5918","5206","0.3"
"5","north dakota st.","5913","4510","0.5"
"1","northern iowa","1943","4530","0.058823529411764705"
"4","north carolina","665","1481","0.4"
"2","prairie view","359","2722","0.03225806451612903"
"3","north carolina a&t","359","4218","0.04838709677419355"
"1","north carolina a&t","359","2102","0.016129032258064516"
"3","prairie view","359","993","0.04838709677419355"
"1","arizona st.","2102","1043","0.09090909090909091"
"7","nebraska","4784","1571","0.35"
"1","connecticut","2070","4469","0.02857142857142857"
"1","colgate","2070","4823","0.02857142857142857"
"8","colgate","2070","483","0.22857142857142856"
"13","colorado school of mines","6053","6053","1.4444444444444444"
"2","penn st.","6673","1873","0.06666666666666667"
"6","penn st.","6673","4871","0.2"
"9","iowa","4352","2170","0.2727272727272727"
"1","kansas st.","4352","485","0.030303030303030304"
"12","kansas st.","4352","5900","0.36363636363636365"
"5","temple","2527","6547","0.1282051282051282"
"1","north dakota st.","2527","5913","0.02564102564102564"
"1","north dakota st.","2527","4510","0.02564102564102564"
"5","kansas","6333","5387","0.08333333333333333"
"1","northern illinois","6333","2053","0.016666666666666666"
"1","texas","6333","733","0.016666666666666666"
"2","hawaii","6333","1048","0.03333333333333333"
"1","ucla","6333","6475","0.016666666666666666"
"1","rutgers","6140","1384","0.015384615384615385"
"8","princeton","6140","6345","0.12307692307692308"
"2","delaware","6140","5203","0.03076923076923077"
"2","bucknell","6140","5230","0.03076923076923077"
"1","east carolina","3796","5304","0.027777777777777776"
"1","east carolina","3796","3736","0.027777777777777776"
"1","boston college","3796","3146","0.027777777777777776"
"2","kentucky","5276","1404","0.09523809523809523"
"1","north alabama","5276","2493","0.047619047619047616"
"1","tennessee tech","5022","2785","0.02857142857142857"
"1","east texas baptist","5022","1781","0.02857142857142857"
"1","tennessee tech","5022","5163","0.02857142857142857"
"7","georgia","2371","1665","0.3181818181818182"
"1","south carolina","2371","919","0.045454545454545456"
"3","lindenwood","2224","3555","0.2727272727272727"
"2","iowa","1660","1203","0.044444444444444446"
"4","south dakota","1660","5510","0.08888888888888889"
"3","washington st.","1660","6165","0.06666666666666667"
"1","kansas","1660","1937","0.022222222222222223"
"2","lsu","4920","4342","0.06896551724137931"
"1","iowa","4920","2170","0.034482758620689655"
"1","oklahoma","4920","6064","0.034482758620689655"
"12","ucf","3568","4155","0.9230769230769231"
"1","florida","235","2546","0.02564102564102564"
"1","pitt","235","1962","0.02564102564102564"
"6","kentucky","235","1398","0.15384615384615385"
"4","washington","6116","3149","0.4444444444444444"
"1","usc","6401","6054","0.029411764705882353"
"1","arizona","6401","210","0.029411764705882353"
"1","purdue","3846","4419","0.043478260869565216"
"1","pitt","385","5726","0.08333333333333333"
"1","michigan","4342","5586","0.021739130434782608"
"2","oklahoma st.","4342","5771","0.043478260869565216"
"2","michigan","4342","4411","0.043478260869565216"
"2","lsu","432","2559","0.02564102564102564"
"3","iowa st.","432","1337","0.038461538461538464"
"3","baylor","432","684","0.038461538461538464"
"1","texas a&m","432","5811","0.01282051282051282"
"2","pitt","432","6570","0.02564102564102564"
"3","purdue","432","47","0.038461538461538464"
"2","kansas st.","432","5900","0.02564102564102564"
"4","alabama","5607","769","0.2222222222222222"
"1","rutgers","2729","1384","0.045454545454545456"
"1","rutgers","2729","5590","0.045454545454545456"
"7","indiana","4794","1268","0.7777777777777778"
"7","baylor","4626","6238","0.2692307692307692"
"4","mary hardinbaylor","4626","2141","0.15384615384615385"
"1","fsu","2787","4530","0.022727272727272728"
"2","fsu","2787","4956","0.045454545454545456"
"1","virginia tech","2787","1144","0.022727272727272728"
"1","pitt","4863","2651","0.02040816326530612"
"1","iowa st.","4863","4082","0.02040816326530612"
"2","pitt","4863","6570","0.04081632653061224"
"5","wisconsin","4863","485","0.10204081632653061"
"2","tennessee","1024","1663","0.044444444444444446"
"1","arkansas","1024","485","0.022222222222222223"
"1","tennessee","1024","3432","0.022222222222222223"
"9","wyoming","1024","6315","0.2"
"8","miami oh","6054","5586","0.17391304347826086"
"1","marshall","6054","5902","0.021739130434782608"
"1","usc","6054","5859","0.021739130434782608"
"1","texas","2662","733","0.1"
"2","villanova","1104","6192","0.1"
"2","clemson","5633","599","0.05263157894736842"
"1","clemson","5633","5390","0.02631578947368421"
"4","fsu","5633","597","0.10526315789473684"
"1","arkansas st.","1330","2932","0.017241379310344827"
"2","rutgers","1330","5691","0.034482758620689655"
"2","california","1330","5901","0.034482758620689655"
"2","edinboro pa","1330","4144","0.034482758620689655"
"1","pitt","1330","3917","0.017241379310344827"
"2","purdue","5948","1173","0.16666666666666666"
"1","eastern new mexico","3841","969","0.041666666666666664"
"1","southeastern louisiana","3841","5414","0.041666666666666664"
"2","louisville","6885","1253","0.03773584905660377"
"2","north carolina","6885","1475","0.03773584905660377"
"1","minnesota","6885","665","0.018867924528301886"
"2","texas","6885","733","0.03773584905660377"
"1","southern miss","6885","600","0.018867924528301886"
"1","miami oh","3894","5586","0.03333333333333333"
"4","arizona","3894","7000","0.13333333333333333"
"9","franklin & marshall pa","6212","2308","0.8181818181818182"
"1","nevada","6324","199","0.1"
"1","nc state","5365","3433","0.02040816326530612"
"1","ucla","5365","1647","0.02040816326530612"
"1","texas","5365","733","0.02040816326530612"
"1","michigan","5365","5390","0.02040816326530612"
"2","west virginia tech","6321","2364","0.2222222222222222"
"2","bowling green","383","516","0.02564102564102564"
"1","auburn","383","1773","0.01282051282051282"
"1","elon","383","5647","0.01282051282051282"
"1","bowling green","383","639","0.01282051282051282"
"1","oklahoma st.","383","2501","0.01282051282051282"
"1","bowling green","383","4323","0.01282051282051282"
"5","western carolina","383","2901","0.0641025641025641"
"1","northern illinois","3321","5507","0.038461538461538464"
"3","saint xavier","3321","1973","0.11538461538461539"
"3","north dakota","1674","3716","0.2727272727272727"
"2","lsu","2727","2030","0.03333333333333333"
"1","minnesota","2727","2509","0.016666666666666666"
"3","lsu","2727","6620","0.05"
"3","notre dame","2727","6651","0.05"
"1","texas","2727","1481","0.016666666666666666"
"1","iowa","4461","810","0.05"
"2","wake forest","4461","6059","0.1"
"1","virginia","4720","3803","0.09090909090909091"
"1","eastern illinois","3090","5948","0.05555555555555555"
"2","oklahoma","3090","2292","0.1111111111111111"
"1","california","5322","6736","0.02702702702702703"
"2","usc","5322","5368","0.05405405405405406"
"1","usc","5322","5369","0.02702702702702703"
"7","virginia tech","828","356","0.16279069767441862"
"1","south carolina","828","5633","0.023255813953488372"
"1","north carolina a&t","828","689","0.023255813953488372"
"1","gardner-webb","828","4461","0.023255813953488372"
"3","ucf","6056","3568","0.04918032786885246"
"1","east carolina","6056","6288","0.01639344262295082"
"1","clemson","6056","5390","0.01639344262295082"
"1","bethune-cookman fl","6056","3776","0.01639344262295082"
"1","clemson","6056","5633","0.01639344262295082"
"1","virginia","1933","3803","0.027777777777777776"
"3","colorado st.","1933","3839","0.08333333333333333"
"2","new mexico","1933","5717","0.05555555555555555"
"4","purdue","2971","1024","0.21052631578947367"
"6","louisville","2971","4685","0.3157894736842105"
"1","clarion","3384","3853","0.1"
"2","iowa wesleyan","3676","4544","0.08333333333333333"
"1","oklahoma","3676","6064","0.041666666666666664"
"1","clemson","1588","2698","0.08333333333333333"
"2","michigan state","4158","5854","0.08333333333333333"
"3","alabama","4158","5505","0.125"
"2","boston college","2214","1046","0.046511627906976744"
"9","boston college","2214","482","0.20930232558139536"
"7","boston college","2214","7018","0.16279069767441862"
"1","alabama","162","1722","0.02631578947368421"
"2","virginia tech","162","5681","0.05263157894736842"
"2","mississippi state","162","5728","0.05263157894736842"
"2","oregon st.","1056","5322","0.0625"
"1","west virginia","1056","4621","0.03125"
"5","wisconsin","1056","485","0.15625"
"1","new hampshire","2393","601","0.1"
"3","dartmouth","2334","3052","0.0967741935483871"
"1","penn","2334","7040","0.03225806451612903"
"2","dartmouth","2334","3873","0.06451612903225806"
"1","new mexico","5546","5778","0.05"
"1","kansas","5546","4009","0.05"
"1","kentucky christian","4467","1439","0.09090909090909091"
"8","vanderbilt","854","3199","0.2222222222222222"
"3","nc state","854","4722","0.08333333333333333"
"13","furman","854","5720","0.3611111111111111"
"1","northern illinois","2614","3113","0.07142857142857142"
"1","penn","1545","2216","0.08333333333333333"
"1","western michigan","3520","1454","0.037037037037037035"
"4","duke","3520","1416","0.14814814814814814"
"1","ball st.","4009","4097","0.020833333333333332"
"1","allegheny","4009","6319","0.020833333333333332"
"1","iowa st.","4009","3750","0.020833333333333332"
"1","ball st.","4009","2869","0.020833333333333332"
"8","alabama","1773","769","0.4444444444444444"
"1","villanova","5433","1987","0.041666666666666664"
"8","penn st.","5433","4871","0.3333333333333333"
"3","penn","3873","460","0.05172413793103448"
"3","dartmouth","3873","6243","0.05172413793103448"
"6","penn","3873","2216","0.10344827586206896"
"3","new hampshire","3873","4154","0.05172413793103448"
"4","miami oh","1376","3926","0.3333333333333333"
"3","florida","2130","5955","0.08333333333333333"
"1","florida","2130","5120","0.027777777777777776"
"2","south florida","2130","895","0.05555555555555555"
"3","washington","2307","4638","0.04918032786885246"
"1","idaho","2307","1886","0.01639344262295082"
"2","idaho state","2307","2465","0.03278688524590164"
"4","utah st.","2307","5901","0.06557377049180328"
"3","washington","2307","3149","0.04918032786885246"
"2","indiana","28","1617","0.058823529411764705"
"2","florida","28","4323","0.058823529411764705"
"1","florida","28","4536","0.029411764705882353"
"2","west virginia","4879","2916","0.14285714285714285"
"2","maryland","3565","1072","0.04878048780487805"
"4","maryland","3565","2157","0.0975609756097561"
"4","navy","3565","6673","0.0975609756097561"
"5","idaho","5854","1886","0.08928571428571429"
"3","montana","5854","6157","0.05357142857142857"
"2","arkansas","5854","4970","0.03571428571428571"
"4","nevada","5854","199","0.07142857142857142"
"1","florida","6651","4580","0.02702702702702703"
"1","south carolina","6651","1752","0.02702702702702703"
"2","south carolina","6651","4498","0.05405405405405406"
"2","ucf","4168","3568","0.06060606060606061"
"1","clemson","4168","2086","0.030303030303030304"
"1","iowa st.","4168","1045","0.030303030303030304"
"7","adrian","3861","2744","0.3181818181818182"
"7","adrian","3861","3585","0.3181818181818182"
"1","texas a&m","6380","5811","0.1111111111111111"
"1","central michigan","5471","3554","0.1"
"3","tcu","4827","1519","0.2727272727272727"
"3","iowa st.","6930","1739","0.037037037037037035"
"1","memphis tn","6930","5589","0.012345679012345678"
"3","mississippi state","6930","5728","0.037037037037037035"
"3","alabama","6930","5759","0.037037037037037035"
"1","kansas","6930","4451","0.012345679012345678"
"1","north alabama","6930","2493","0.012345679012345678"
"1","virginia","6930","6673","0.012345679012345678"
"2","purdue","1833","2914","0.1"
"4","texas","1777","5457","0.0851063829787234"
"1","texas tech","1777","4455","0.02127659574468085"
"1","new mexico","1777","4424","0.02127659574468085"
"1","mississippi state","1777","418","0.02127659574468085"
"9","wake forest","3604","2483","0.47368421052631576"
"9","marshall","3604","1653","0.47368421052631576"
"1","clemson","3199","6692","0.025"
"2","furman","3199","5720","0.05"
"6","furman","3199","5540","0.15"
"4","morningside","3681","4425","0.09302325581395349"
"1","iowa","3681","2170","0.023255813953488372"
"1","missouri","3681","5076","0.023255813953488372"
"4","kansas st.","3681","5900","0.09302325581395349"
"1","oregon","2761","419","0.029411764705882353"
"2","colorado","2761","2708","0.058823529411764705"
"3","oregon","2761","3373","0.08823529411764706"
"1","hofstra","2056","690","0.045454545454545456"
"3","rutgers","2056","5590","0.13636363636363635"
"1","maryland","6245","5435","0.01098901098901099"
"2","nc state","6245","159","0.02197802197802198"
"1","north carolina","6245","791","0.01098901098901099"
"1","marshall","6245","1027","0.01098901098901099"
"5","georgia tech","6245","2199","0.054945054945054944"
"1","virginia","6245","3803","0.01098901098901099"
"3","southern methodist","6245","5443","0.03296703296703297"
"1","virginia","6245","6673","0.01098901098901099"
"11","bethune-cookman fl","456","6965","0.4074074074074074"
"1","georgia southern","456","6076","0.037037037037037035"
"9","michigan","4411","5586","0.3"
"3","michigan","4411","7000","0.1"
"1","wyoming","6751","1615","0.047619047619047616"
"1","texas tech","6751","1777","0.047619047619047616"
"1","alabama state","5932","293","0.07692307692307693"
"5","air force","864","1518","0.21739130434782608"
"7","ohio","864","2483","0.30434782608695654"
"11","mount union","3346","6496","0.3793103448275862"
"1","bowling green","3346","4621","0.034482758620689655"
"1","marshall","7025","5120","0.011494252873563218"
"1","illinois","7025","3789","0.011494252873563218"
"1","arizona","7025","3894","0.011494252873563218"
"2","purdue","7025","6315","0.022988505747126436"
"2","wake forest","7025","2486","0.022988505747126436"
"2","lsu","7025","177","0.022988505747126436"
"1","florida","7025","7036","0.011494252873563218"
"3","lsu","7025","159","0.034482758620689655"
"1","washington","6387","5536","0.037037037037037035"
"1","ucla","6387","3228","0.037037037037037035"
"1","nevada","2909","5047","0.01818181818181818"
"1","wake forest","2909","3894","0.01818181818181818"
"3","delaware","2909","3339","0.05454545454545454"
"1","tennessee","2909","2183","0.01818181818181818"
"1","kansas","1593","1937","0.0136986301369863"
"2","oklahoma","1593","3588","0.0273972602739726"
"2","oklahoma st.","1593","1415","0.0273972602739726"
"1","florida","1593","1454","0.0136986301369863"
"2","north carolina","1593","1662","0.0273972602739726"
"2","houston","1593","6980","0.0273972602739726"
"4","washington","5017","6116","0.2222222222222222"
"6","washington","5017","3149","0.3333333333333333"
"1","tennessee","3917","6963","0.04"
"3","arkansas","3917","755","0.12"
"2","nebraska","376","6618","0.0625"
"1","nebraska","376","4920","0.03125"
"1","kansas st.","376","5900","0.03125"
"1","bowling green","3179","3750","0.03571428571428571"
"1","western kentucky","3179","2596","0.03571428571428571"
"5","southern arkansas","3652","5150","0.22727272727272727"
"3","west alabama","3652","3197","0.13636363636363635"
"2","vanderbilt","3884","5810","0.18181818181818182"
"1","tennessee","2183","337","0.025"
"1","vanderbilt","2183","3884","0.025"
"3","tennessee","2183","3917","0.075"
"2","ucla","1048","4638","0.029850746268656716"
"1","utah","1048","6752","0.014925373134328358"
"3","usc","1048","954","0.04477611940298507"
"1","nc state","1048","99","0.014925373134328358"
"5","brigham young","1048","1814","0.07462686567164178"
"1","connecticut","1979","4598","0.02702702702702703"
"1","pitt","1979","5728","0.02702702702702703"
"7","iowa","1979","5900","0.1891891891891892"
"3","utah","2862","4067","0.14285714285714285"
"1","arizona","2862","6333","0.047619047619047616"
"2","louisiana tech","4001","481","0.06666666666666667"
"4","merchant marine","4001","310","0.13333333333333333"
"2","colorado","3393","1364","0.09090909090909091"
"4","unlv","3393","4322","0.18181818181818182"
"1","nebraska","2322","4784","0.05"
"1","nebraska","2322","4920","0.05"
"1","jacksonville","2068","2306","0.022222222222222223"
"2","temple","2068","5280","0.044444444444444446"
"2","hofstra","2068","1148","0.044444444444444446"
"4","fordham","2068","1104","0.08888888888888889"
"2","washington","5778","2307","0.03773584905660377"
"1","washington","5778","6116","0.018867924528301886"
"5","washington","5778","5017","0.09433962264150944"
"1","new mexico","5778","2122","0.018867924528301886"
"1","seton hill","1641","5903","0.043478260869565216"
"2","cincinnati","1641","4387","0.08695652173913043"
"1","rutgers","3253","2404","0.045454545454545456"
"1","central michigan","3253","1521","0.045454545454545456"
"1","penn st.","2256","4871","0.027777777777777776"
"2","pitt","2256","6570","0.05555555555555555"
"1","pitt","2256","5277","0.027777777777777776"
"3","northwestern","1735","6539","0.0375"
"3","toledo","1735","5017","0.0375"
"2","northern illinois","1735","914","0.025"
"1","minnesota","1735","665","0.0125"
"1","california","1735","6241","0.0125"
"2","pacific lutheran","1735","6695","0.025"
"1","colorado","639","844","0.021739130434782608"
"1","bowling green","639","4323","0.021739130434782608"
"1","wyoming","639","6315","0.021739130434782608"
"1","wyoming","639","1050","0.021739130434782608"
"2","penn st.","5675","4871","0.18181818181818182"
"1","auburn","4580","6380","0.02"
"3","lsu","4580","5505","0.06"
"2","texas","4580","733","0.04"
"1","auburn","4580","598","0.02"
"3","oklahoma st.","2501","4342","0.3333333333333333"
"2","cornell","188","514","0.09523809523809523"
"2","north carolina","6639","791","0.030303030303030304"
"2","northwestern","6639","2437","0.030303030303030304"
"5","north carolina","6639","1662","0.07575757575757576"
"2","east carolina","6639","3796","0.030303030303030304"
"3","kansas","6639","4451","0.045454545454545456"
"1","florida","6639","1591","0.015151515151515152"
"1","southern arkansas","1054","172","0.027777777777777776"
"1","mississippi state","1054","162","0.027777777777777776"
"16","vanderbilt","1054","746","0.4444444444444444"
"1","boston college","5929","3146","0.02"
"7","boston college","5929","4720","0.14"
"1","boston college","5929","6358","0.02"
"1","penn st.","5929","4871","0.02"
"5","oklahoma st.","1150","3276","0.2631578947368421"
"2","oklahoma","1150","2292","0.10526315789473684"
"1","central arkansas","3037","3123","0.05263157894736842"
"1","navy","3037","3630","0.05263157894736842"
"1","brigham young","1337","1814","0.07142857142857142"
"1","arkansas","6288","2959","0.0136986301369863"
"1","memphis tn","6288","5589","0.0136986301369863"
"1","florida","6288","7036","0.0136986301369863"
"6","southern miss","6288","600","0.0821917808219178"
"1","south carolina","6288","5955","0.0136986301369863"
"1","arkansas","6288","4709","0.0136986301369863"
"1","louisiana tech","6288","4894","0.0136986301369863"
"2","texas a&m","3551","5811","0.047619047619047616"
"1","north texas","3551","5778","0.023809523809523808"
"1","northern arizona","3551","210","0.023809523809523808"
"1","northern arizona","3551","1672","0.023809523809523808"
"2","new hampshire","1897","1373","0.045454545454545456"
"1","new hampshire","1897","6433","0.022727272727272728"
"1","new hampshire","1897","6719","0.022727272727272728"
"2","new hampshire","1897","601","0.045454545454545456"
"1","eastern michigan","701","2614","0.09090909090909091"
"1","ohio","2964","3519","0.023809523809523808"
"4","eastern kentucky","2964","3428","0.09523809523809523"
"6","wake forest","2964","2483","0.14285714285714285"
"1","colgate","2964","866","0.023809523809523808"
"1","allegheny","4029","6319","0.02857142857142857"
"14","new hampshire","4029","601","0.4"
"2","new hampshire","4029","4154","0.05714285714285714"
"1","texas","2801","733","0.047619047619047616"
"2","iowa st.","2801","5277","0.09523809523809523"
"1","nc state","477","477","0.0196078431372549"
"12","boston college","477","4720","0.23529411764705882"
"2","stanford","477","6827","0.0392156862745098"
"1","cincinnati","477","4387","0.0196078431372549"
"1","louisiana tech","5432","481","0.010309278350515464"
"5","ashland","5432","4804","0.05154639175257732"
"1","eastern michigan","5432","3655","0.010309278350515464"
"3","east carolina","5432","3796","0.030927835051546393"
"1","boston college","5432","4720","0.010309278350515464"
"4","miami oh","5432","5224","0.041237113402061855"
"3","toledo","5432","107","0.030927835051546393"
"1","cincinnati","5432","4387","0.010309278350515464"
"2","boston college","1805","6182","0.05128205128205128"
"1","georgia tech","1805","4747","0.02564102564102564"
"1","syracuse","1805","3896","0.02564102564102564"
"7","furman","3600","3199","0.23333333333333334"
"7","furman","3600","5540","0.23333333333333334"
"2","east carolina","3976","467","0.05555555555555555"
"1","kentucky","3976","1072","0.027777777777777776"
"6","east carolina","3976","3796","0.16666666666666666"
"4","youngstown state","1449","6360","0.12903225806451613"
"2","michigan state","1449","4918","0.06451612903225806"
"1","ohio","1449","800","0.03225806451612903"
"5","youngstown state","2735","6360","0.09259259259259259"
"1","toledo","2735","5785","0.018518518518518517"
"2","indiana","2735","874","0.037037037037037035"
"1","michigan","2735","5586","0.018518518518518517"
"4","kansas","1647","5387","0.15384615384615385"
"1","ucla","1647","6475","0.038461538461538464"
"1","arkansas","2723","5854","0.04"
"1","bowling green","2723","516","0.04"
"2","duke","5955","6857","0.1111111111111111"
"3","fsu","5304","5633","0.09375"
"1","east carolina","5304","3736","0.03125"
"9","fsu","5304","597","0.28125"
"5","oklahoma st.","4709","3276","0.15625"
"2","arkansas","4709","1366","0.0625"
"1","oklahoma st.","4709","3223","0.03125"
"1","auburn","2932","287","0.030303030303030304"
"1","georgia","2932","2371","0.030303030303030304"
"3","georgia","2932","1665","0.09090909090909091"
"1","alabama","5728","769","0.022727272727272728"
"1","arkansas","5728","755","0.022727272727272728"
"5","iowa st.","5728","3917","0.11363636363636363"
"1","arkansas","4773","2698","0.02127659574468085"
"3","usc","4773","954","0.06382978723404255"
"1","tennessee","4773","3432","0.02127659574468085"
"2","usc","4773","2517","0.0425531914893617"
"1","louisville","6618","6618","0.011235955056179775"
"5","colorado","6618","303","0.056179775280898875"
"1","colorado","6618","844","0.011235955056179775"
"1","miami oh","6618","6849","0.011235955056179775"
"1","southern illinois","6618","1550","0.011235955056179775"
"1","illinois","6618","6736","0.011235955056179775"
"2","nebraska","6618","4920","0.02247191011235955"
"2","louisville","6618","6100","0.02247191011235955"
"5","mount union","5156","3346","0.4166666666666667"
"7","georgia","3736","1665","0.1891891891891892"
"2","notre dame","3736","6651","0.05405405405405406"
"2","arkansas","3736","3223","0.05405405405405406"
"1","usc","3432","954","0.030303030303030304"
"3","usc","3432","1048","0.09090909090909091"
"1","colorado st.","3432","3839","0.030303030303030304"
"3","coast guard","893","2824","0.04918032786885246"
"3","vanderbilt","893","746","0.04918032786885246"
"1","coast guard","893","2408","0.01639344262295082"
"2","coast guard","893","5494","0.03278688524590164"
"3","coast guard","893","5616","0.04918032786885246"
"1","ucf","2051","4747","0.017543859649122806"
"1","south carolina","2051","4498","0.017543859649122806"
"5","akron","2051","698","0.08771929824561403"
"1","villanova","2051","6192","0.017543859649122806"
"1","usc","5900","4203","0.05"
"11","north texas","5900","2170","0.55"
"10","wheaton","6173","503","1.1111111111111112"
"1","unlv","4707","3508","0.1111111111111111"
"1","new mexico","1519","1471","0.034482758620689655"
"5","tcu","1519","6497","0.1724137931034483"
"2","purdue","1519","1024","0.06896551724137931"
"1","tulane","177","4714","0.047619047619047616"
"4","indiana","2010","874","0.11764705882352941"
"1","colgate","2010","483","0.029411764705882353"
"4","indiana st.","2010","5158","0.11764705882352941"
"1","ole miss","3692","3884","0.023809523809523808"
"1","arkansas","3692","2808","0.023809523809523808"
"1","new mexico","3692","1752","0.023809523809523808"
"1","california","2517","6736","0.045454545454545456"
"1","pitt","2517","2517","0.045454545454545456"
"2","nebraska","1700","4784","0.0625"
"5","purdue","1700","6315","0.15625"
"1","wyoming","1700","5922","0.03125"
"1","eastern michigan","3974","3802","0.02857142857142857"
"1","wittenberg","3974","6830","0.02857142857142857"
"1","notre dame","3974","3372","0.02857142857142857"
"1","oregon st.","3228","1056","0.043478260869565216"
"1","ucla","3228","3228","0.043478260869565216"
"1","ucla","4638","1647","0.041666666666666664"
"1","ucla","4638","210","0.041666666666666664"
"1","uab","5603","6128","0.01694915254237288"
"1","penn","5603","231","0.01694915254237288"
"1","cincinnati","5603","2399","0.01694915254237288"
"3","vanderbilt","5603","746","0.05084745762711865"
"1","eastern michigan","5603","2614","0.01694915254237288"
"1","james madison","1141","5134","0.023255813953488372"
"1","minnesota","1141","2509","0.023255813953488372"
"5","penn","1141","231","0.11627906976744186"
"1","florida international","5541","1341","0.06666666666666667"
"2","washington","3310","4638","0.06666666666666667"
"1","washington","3310","2307","0.03333333333333333"
"2","akron","4824","4804","0.2222222222222222"
"1","kansas","4543","1937","0.038461538461538464"
"2","south dakota","4543","6367","0.07692307692307693"
"2","texas southern","3217","187","0.13333333333333333"
"5","mount union","3347","3346","0.4166666666666667"
"2","duke","6818","5955","0.034482758620689655"
"1","wake forest","6818","1662","0.017241379310344827"
"1","north carolina","6818","1481","0.017241379310344827"
"1","baylor","6818","3083","0.017241379310344827"
"12","tcu","6818","4878","0.20689655172413793"
"1","middle tennessee","234","4977","0.034482758620689655"
"1","west virginia","234","4621","0.034482758620689655"
"14","notre dame","4821","96","0.32558139534883723"
"1","nc state","4821","5254","0.023255813953488372"
"1","tennessee","4821","6135","0.023255813953488372"
"1","tennessee tech","4821","746","0.023255813953488372"
"1","hawaii","2344","3269","0.1"
"1","william & mary","3766","3671","0.02564102564102564"
"1","virginia","3766","639","0.02564102564102564"
"1","virginia","3766","6673","0.02564102564102564"
"1","illinois","4170","514","0.047619047619047616"
"7","michigan state","6980","1462","0.35"
"2","washington","2955","5536","0.024691358024691357"
"2","idaho","2955","6344","0.024691358024691357"
"1","western kentucky","2955","4970","0.012345679012345678"
"1","unlv","2955","4707","0.012345679012345678"
"2","usc","2955","954","0.024691358024691357"
"1","arkansas","2955","4971","0.012345679012345678"
"3","western connecticut state","3822","1010","0.13043478260869565"
"1","southern methodist","3822","5443","0.043478260869565216"
"1","oberlin","3260","4446","0.03125"
"2","cincinnati","3260","5146","0.0625"
"2","notre dame","3260","3372","0.0625"
"1","bowling green","6432","4621","0.015151515151515152"
"1","indiana","6432","3926","0.015151515151515152"
"1","bowling green","6432","2294","0.015151515151515152"
"1","minnesota","6432","4009","0.015151515151515152"
"1","kentucky","6432","1404","0.015151515151515152"
"1","colorado","6432","4088","0.015151515151515152"
"6","north dakota","3716","6278","0.5"
"1","stanford","2437","6765","0.09090909090909091"
"3","purdue","6315","816","0.08823529411764706"
"1","wyoming","6315","5336","0.029411764705882353"
"1","washington st.","6315","6165","0.029411764705882353"
"1","georgia tech","1543","1404","0.1"
"2","notre dame","1471","2959","0.043478260869565216"
"4","texas a&m","1471","5811","0.08695652173913043"
"1","pitt","1471","5728","0.021739130434782608"
"1","tulane","1471","1877","0.021739130434782608"
"3","uab","1467","2769","0.13636363636363635"
"1","uab","1467","6128","0.045454545454545456"
"1","oklahoma st.","467","1150","0.015873015873015872"
"2","tennessee-martin","467","4236","0.031746031746031744"
"3","east carolina","467","3796","0.047619047619047616"
"1","louisiana-monroe","467","6626","0.015873015873015872"
"2","unlv","467","5530","0.031746031746031744"
"1","pitt","6570","3917","0.03571428571428571"
"1","pitt","6570","5728","0.03571428571428571"
"2","lsu","6247","1617","0.027777777777777776"
"1","pitt","6247","2665","0.013888888888888888"
"5","new hampshire","6247","5423","0.06944444444444445"
"2","illinois","6247","3894","0.027777777777777776"
"1","new hampshire","6247","5617","0.013888888888888888"
"1","colorado","6247","4088","0.013888888888888888"
"1","kansas st.","4032","1593","0.05"
"5","marshall","4032","1653","0.25"
"1","unlv","4668","5368","0.014925373134328358"
"5","navy","4668","3229","0.07462686567164178"
"2","navy","4668","6626","0.029850746268656716"
"4","hawaii","4668","6504","0.05970149253731343"
"1","unlv","4668","5369","0.014925373134328358"
"1","washington","6344","6777","0.010309278350515464"
"1","idaho","6344","1886","0.010309278350515464"
"2","washington","6344","6827","0.020618556701030927"
"1","wyoming","6344","1050","0.010309278350515464"
"1","hawaii","6344","4241","0.010309278350515464"
"9","washington","6344","3149","0.09278350515463918"
"1","washington","6344","3606","0.010309278350515464"
"1","johnson c. smith","4386","211","0.07692307692307693"
"2","california","3955","5691","0.09090909090909091"
"1","california","3955","5901","0.045454545454545456"
"2","william & mary","6031","3671","0.02247191011235955"
"6","west virginia","6031","5390","0.06741573033707865"
"1","arizona st.","6031","3960","0.011235955056179775"
"3","air force","6031","1518","0.033707865168539325"
"3","north carolina","6031","1376","0.033707865168539325"
"1","navy","6031","6355","0.011235955056179775"
"1","marshall","6031","5183","0.011235955056179775"
"1","oklahoma st.","5438","3276","0.1111111111111111"
"1","bowling green","2734","6060","0.030303030303030304"
"4","washington","2734","3606","0.12121212121212122"
"1","oregon st.","703","143","0.029411764705882353"
