Id,PageRank,CoachName
6110,4.19E-04,stubbs charlie
4400,4.19E-04,mitchell neal
6072,4.19E-04,stoutland jeff
4430,4.19E-04,monken jeff
4327,4.19E-04,miceli jim
1879,4.19E-04,enos dan
4428,4.19E-04,monica raymond ray
4413,4.19E-04,moglia joe
3517,4.19E-04,knoll mike
5355,4.19E-04,robertson sam
4795,4.19E-04,otterbein keith
3355,4.19E-04,kelchner matt
396,4.19E-04,behrns pat
2695,4.19E-04,hatcher chris
5780,4.19E-04,simonson ron
3337,4.19E-04,keaton teddy
2884,4.19E-04,hinson lance
2401,4.19E-04,gould ron
3714,4.19E-04,lemon theo d
3181,4.19E-04,jenkins john
335,4.19E-04,bath mike
6764,4.19E-04,wiese curt
5281,4.19E-04,ribaudo mark
4490,4.19E-04,morris kevin
5918,4.19E-04,souers jerome
1943,4.19E-04,farley mark
359,4.19E-04,beard ronald
2527,4.19E-04,hager re rocky
6140,4.19E-04,susan joe
5022,4.19E-04,pippin randy
2224,4.19E-04,gardner mike
3846,4.19E-04,luckhardt john
385,4.19E-04,bedesem richard v dick
2729,4.19E-04,hazell darrell
4794,4.19E-04,otolski bob
4626,4.19E-04,nelson corky
4863,4.19E-04,partridge charlie
2662,4.19E-04,harsin bryan
3841,4.19E-04,lucas mike
6212,4.19E-04,tavani frank
6324,4.19E-04,tisdel jeff
5365,4.19E-04,robinson greg
6321,4.19E-04,tinsley scott
3321,4.19E-04,karras jr ted
1674,4.19E-04,dosch tom
3090,4.19E-04,hutson mark
828,4.19E-04,bustle rickey
6056,4.19E-04,stockstill rick
3384,4.19E-04,kelton aaron e
2393,4.19E-04,gorham paul
2334,4.19E-04,gilmore tom
5546,4.19E-04,saulnier steve
4467,4.19E-04,moore zack
1545,4.19E-04,demeo tony
3520,4.19E-04,knowles jim
5433,4.19E-04,rosenberg john
4879,4.19E-04,patterson keith
4168,4.19E-04,mcfarland robert
4827,4.19E-04,pannunzio joe
1833,4.19E-04,elias william t bill
3604,4.19E-04,lambert brad
2761,4.19E-04,helfrich mark
456,4.19E-04,bernard brad
6751,4.19E-04,whitten todd
5932,4.19E-04,spears melvin
6387,4.19E-04,tuiasosopo marques
2909,4.19E-04,hofher jim
376,4.19E-04,beck tim
3179,4.19E-04,jenkins brian
3652,4.19E-04,laurendine tommy
2862,4.19E-04,hill pat
4001,4.19E-04,masella tom
3393,4.19E-04,kennan larry
2068,4.19E-04,foley ed
1641,4.19E-04,dolinski joel
2256,4.19E-04,gattuso greg
5675,4.19E-04,shaffner paul
188,4.19E-04,ash rob
6639,4.19E-04,webster james
1054,4.19E-04,christophel rick
2801,4.19E-04,herman tom
3600,4.19E-04,lamb bobby
3976,4.19E-04,martin doug
2735,4.19E-04,heacock jon
2723,4.19E-04,haynes paul
4773,4.19E-04,orgeron ed
5156,4.19E-04,raeburn erik
893,4.19E-04,campiglia bob
6173,4.19E-04,swider mike
2010,4.19E-04,fine marty
3692,4.19E-04,lee david
1700,4.19E-04,downing scott
3974,4.19E-04,martin chuck
5603,4.19E-04,schmitz bill
1141,4.19E-04,coen andy
5541,4.19E-04,satterfield scott
3310,4.19E-04,kaligis pete
4824,4.19E-04,palmisano joe
3217,4.19E-04,johnson greg
3347,4.19E-04,kehres vince
6818,4.19E-04,williamson eddie
234,4.19E-04,bailey carey
4821,4.19E-04,palermo john
2344,4.19E-04,glanville jerry
3766,4.19E-04,lineburg wayne
4170,4.19E-04,mcgarvey stan
2955,4.19E-04,holt nick
3822,4.19E-04,loth joe
1543,4.19E-04,demarco geno
1467,4.19E-04,davenport steve
4386,4.19E-04,minter mike
3955,4.19E-04,mariucci steve
5438,4.19E-04,ross david
3589,4.19E-04,lacey bill
4503,4.19E-04,morriss guy
6832,4.19E-04,willis zak
888,4.19E-04,campbell steve
3885,4.19E-04,macintyre mike
4107,4.19E-04,mccombs cal
6019,4.19E-04,sterbick pete
6505,4.19E-04,wagner dennis
4431,4.19E-04,monken todd
2467,4.19E-04,griffin matt
3249,4.19E-04,jones arrington
3709,4.19E-04,leipold lance
3040,4.19E-04,huesman russ
5515,4.19E-04,samko bill
5327,4.19E-04,rison mose
175,4.19E-04,arnold dave
2873,4.19E-04,hilyer jim
3792,4.19E-04,logan alan al
5998,4.19E-04,steele dale
4308,4.19E-04,merritt guy tripp
5952,4.19E-04,springston mike
6491,4.19E-04,voris jeff
5243,4.19E-04,reid jim
1402,4.19E-04,currey dave
4952,4.19E-04,petersen chris
6114,4.19E-04,stugart jed
2057,4.19E-04,flora jerry
3294,4.19E-04,joseph norman
6516,4.19E-04,walden jim
4892,4.19E-04,payne john
1186,4.19E-04,collins mike
5867,4.19E-04,smith michael mike
2846,4.19E-04,higgins kevin
4921,4.19E-04,pelini carl
2626,4.19E-04,harms ron
4801,4.19E-04,owens bob
3552,4.19E-04,kramer larry
1067,4.19E-04,cirbus craig
6474,4.19E-04,verdugo kevin
5812,4.19E-04,small george m
4191,4.19E-04,mcguire tim
6837,4.19E-04,wilson barry
4113,4.19E-04,mccorkle sam
5347,4.19E-04,roberts ron
3559,4.19E-04,kreps dean
4376,4.19E-04,mills chuck
1069,4.19E-04,civetti jay
5695,4.19E-04,shealy vic
6188,4.19E-04,taggart willie
1450,4.19E-04,danzy theophilus theo
4038,4.19E-04,matukewicz tom
1011,4.19E-04,chadwell jamey
6442,4.19E-04,van diest mike
908,4.19E-04,caragher ron
4440,4.19E-04,montgomery shane
6270,4.19E-04,thomas jay
1155,4.19E-04,cole jim
1185,4.19E-04,collins jr earnest
5575,4.19E-04,scelfo chris
6353,4.19E-04,trainer joe
6104,4.19E-04,stroud todd
5806,4.19E-04,slater willie j
3203,4.19E-04,johnson denver
3707,4.19E-04,leiker jeff
5378,4.19E-04,rocco danny
6865,4.19E-04,windham john
833,4.19E-04,butterfield james jim
3431,4.19E-04,kiesel kevin
4583,4.19E-04,mussman chris
3024,4.19E-04,hrovat blair
5631,4.19E-04,scissum willard sebastian
3601,4.19E-04,lamb ed
4130,4.19E-04,mccray carroll
3743,4.19E-04,lewis larry
4637,4.19E-04,nesbitt mike
3940,4.19E-04,mangurian pete
6593,4.19E-04,wasem bruce w
972,4.19E-04,caruso glenn
1200,4.19E-04,comegy rick
216,4.19E-04,babers dino
1239,4.19E-04,cooley todd
1184,4.19E-04,collins jim
818,4.19E-04,burton nigel
1081,4.19E-04,clark bill
3910,4.19E-04,mahoney mike
3806,4.19E-04,long chuck
862,4.19E-04,caldwell robbie
1381,4.19E-04,cruz victor santa
5693,4.19E-04,shealy dal
5653,4.19E-04,sears jody
3712,4.19E-04,lembo pete
2445,4.19E-04,greene ray
7038,4.19E-04,zorbo jamie
5791,4.19E-04,sirianni mike
